USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004716024	CCMSLIB00004716024	0.97	8	(2R,3S,4S,5R,6R)-2-[[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-(2-phenylethoxy)oxane-3,4,5-triol	[M+NH4]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004697481	CCMSLIB00004697481	0.97	8	(2R,3S,4S,5R,6R)-5-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(hydroxymethyl)-6-(2-phenylethoxy)oxane-3,4-diol	[M+NH4]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009974768	CCMSLIB00009974768	0.93	8	Suspect related to NCGC00385106-01_C18H26O10_beta-D-Glucopyranoside, phenylmethyl 6-O-[(2R,3R,4R)-tetrahydro-3,4-dihydroxy-4-(hydroxymethyl)-2-furanyl]- (predicted molecular formula: unknown) with delta m/z 14.016 (putative explanation: Asn->Gln substitution|Asp->Glu substitution|Gly->Ala substitution|Methylation|Ser->Thr substitution|Val->Leu/Ile substitution|chain elongation; atomic difference: 1C,2H|1C,2H|1C,2H|1C,2H|1C,2H|1C,2H|1C,2H)	[M+NH4]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009974754	CCMSLIB00009974754	0.92	9	Suspect related to NCGC00385099-01_C19H28O11_beta-D-Glucopyranoside, 2-(4-hydroxyphenyl)ethyl 2-O-[(2S,3R,4R)-tetrahydro-3,4-dihydroxy-4-(hydroxymethyl)-2-furanyl]- (predicted molecular formula: unknown) with delta m/z -15.995 (putative explanation: Ser->Ala substitution|Tyr->Phe substitution|reduction; atomic difference: -1O|-1O|-1O)	[M+NH4]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004697482	CCMSLIB00004697482	0.89	7	(2R,3S,4S,5R,6R)-5-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(hydroxymethyl)-6-(2-phenylethoxy)oxane-3,4-diol	[M+NH4]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004716025	CCMSLIB00004716025	0.88	7	(2R,3S,4S,5R,6R)-2-[[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-(2-phenylethoxy)oxane-3,4,5-triol	[M+NH4]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009972854	CCMSLIB00009972854	0.87	8	Suspect related to NCGC00381280-01_C17H24O10_Phenyl 6-O-[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)tetrahydro-2-furanyl]-beta-D-glucopyranoside (predicted molecular formula: unknown) with delta m/z 28.031 (putative explanation: Acetaldehyde +28|Ala->Val substitution|Cys->Met substitution|Ethylation|di-Methylation; atomic difference: 2C,4H|2C,4H|2C,4H|2C,4H|2C,4H)	[M+NH4]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000853557	CCMSLIB00000853557	0.87	8	NCGC00385086-01_C19H28O10_2-Phenylethyl 2-O-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)tetrahydro-2-furanyl]-beta-D-glucopyranoside	M+NH4	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000853856	CCMSLIB00000853856	0.86	8	NCGC00384577-01_C19H28O10_2-Phenylethyl 6-O-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)tetrahydro-2-furanyl]-beta-D-glucopyranoside	M+NH4	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004716026	CCMSLIB00004716026	0.72	6	(2R,3S,4S,5R,6R)-2-[[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-(2-phenylethoxy)oxane-3,4,5-triol	[M+NH4]+	1
