USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000847500	CCMSLIB00000847500	0.98	8	NCGC00347390-02!(2R,3S)-7-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5-diol	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000848636	CCMSLIB00000848636	0.97	8	NCGC00385223-01!(2R,3S)-7-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5-diol	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009959953	CCMSLIB00009959953	0.97	7	Suspect related to Massbank:PB001338 Epicatechin|(2R,3R)-2-(3,4-dihydroxyphenyl)chroman-3,5,7-triol (predicted molecular formula: C20H22O10) with delta m/z 132.042 (putative explanation: Pentose; atomic difference: 5C,8H,4O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009982475	CCMSLIB00009982475	0.97	7	Suspect related to Spectral Match to (-)-Epicatechin from NIST14 (predicted molecular formula: C20H22O10) with delta m/z 132.042 (putative explanation: Pentose; atomic difference: 5C,8H,4O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009920253	CCMSLIB00009920253	0.97	7	Suspect related to (-)-Epicatechin (predicted molecular formula: C20H22O10) with delta m/z 132.042 (putative explanation: Pentose; atomic difference: 5C,8H,4O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009920222	CCMSLIB00009920222	0.96	6	Suspect related to (-)-Catechin (predicted molecular formula: C20H22O10) with delta m/z 132.042 (putative explanation: Pentose; atomic difference: 5C,8H,4O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009982421	CCMSLIB00009982421	0.96	6	Suspect related to Spectral Match to (+)-Catechin from NIST14 (predicted molecular formula: C20H22O10) with delta m/z 132.042 (putative explanation: Pentose; atomic difference: 5C,8H,4O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000848341	CCMSLIB00000848341	0.96	8	NCGC00169146-02!2-[[(2R,3S)-2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-3,4-dihydro-2H-chromen-7-yl]oxy]oxane-3,4,5-triol	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009943847	CCMSLIB00009943847	0.96	6	Suspect related to Catechin (predicted molecular formula: C20H22O10) with delta m/z 132.042 (putative explanation: Pentose; atomic difference: 5C,8H,4O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009976420	CCMSLIB00009976420	0.95	8	Suspect related to NCGC00385785-01!(2R,3R,4S,5S,6R)-2-[[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3,4-dihydro-2H-chromen-3-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol (predicted molecular formula: C20H22O10) with delta m/z -30.01 (putative explanation: Decarboxylation|Demethoxylation|Proline oxidation to pyrrolidinone|Ser->Gly substitution|Thr->Ala substitution; atomic difference: -1C,-2H,-1O|-1C,-2H,-1O|-1C,-2H,-1O|-1C,-2H,-1O|-1C,-2H,-1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005721576	CCMSLIB00005721576	0.95	8	NCGC00385223-01!(2R,3S)-7-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5-diol [IIN-based: Match]	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009967220	CCMSLIB00009967220	0.94	7	Suspect related to NCGC00017331-10!(2R,3S)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol (predicted molecular formula: C21H18N4O6) with delta m/z 132.042 (putative explanation: Pentose; atomic difference: 5C,8H,4O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009954329	CCMSLIB00009954329	0.94	7	Suspect related to Massbank:FIO00068 (-)-Epicatechin (predicted molecular formula: C21H18N4O6) with delta m/z 132.042 (putative explanation: Pentose; atomic difference: 5C,8H,4O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004708332	CCMSLIB00004708332	0.92	7	(2R,3S)-7-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5-diol	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004717960	CCMSLIB00004717960	0.91	6	2-[[(2R,3S)-2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-3,4-dihydro-2H-chromen-7-yl]oxy]oxane-3,4,5-triol	[M+H]+	1
