USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009989409	CCMSLIB00009989409	0.87	6	Suspect related to Spectral Match to 9(10)-EpOME from NIST14 (predicted molecular formula: C18H30O3) with delta m/z -2.016 (putative explanation: 2-amino-3-oxo-butanoic_acid|Intact disulfide bridge|Val->Pro substitution; atomic difference: -2H|-2H|-2H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009990222	CCMSLIB00009990222	0.83	6	Suspect related to Spectral Match to 9S,11R-Epidioxy-15S-hydroxy-13E-prostaenoic acid from NIST14 (predicted molecular formula: C18H32O4) with delta m/z -42.01 (putative explanation: Glu->Ser substitution|Hydrolysis, deacetylation; atomic difference: -2C,-2H,-1O|-2C,-2H,-1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009931136	CCMSLIB00009931136	0.81	6	Suspect related to 11,14,17-Eicosatrienoic acid, (Z,Z,Z)- (predicted molecular formula: C18H32O4) with delta m/z 5.974 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009940182	CCMSLIB00009940182	0.81	6	Suspect related to 9(10)-Epoxy-12Z-octadecenoic acid (predicted molecular formula: C18H30O3) with delta m/z -2.016 (putative explanation: 2-amino-3-oxo-butanoic_acid|Intact disulfide bridge|Val->Pro substitution; atomic difference: -2H|-2H|-2H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010004158	CCMSLIB00010004158	0.78	6	Suspect related to cis-13-Eicosenoic acid (predicted molecular formula: C18H30O3) with delta m/z -16.068 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009979913	CCMSLIB00009979913	0.77	6	Suspect related to Pinolenic acid methyl ester (predicted molecular formula: C19H34O2) with delta m/z 2.016 (putative explanation: Pro->Val substitution|reduction; atomic difference: 2H|2H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009940561	CCMSLIB00009940561	0.76	6	Suspect related to 9-Hydroperoxy-10E,12Z,15Z-octadecatrienoic acid (predicted molecular formula: C13H24N6O3) with delta m/z 1.979 (putative explanation: Val->Thr substitution|Demethylation+hydroxylation (on same or differing sites); atomic difference: -1C,-2H,1O|1O,-1C,-2H)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009976109	CCMSLIB00009976109	0.76	6	Suspect related to NCGC00385642-01!1,4-dihydroxyheptadec-16-en-2-yl acetate [IIN-based: Match] (predicted molecular formula: C18H30O3) with delta m/z -16.031 (putative explanation: Leu/Ile->Pro substitution; atomic difference: -1C,-4H)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009998596	CCMSLIB00009998596	0.76	6	Suspect related to Spectral Match to Stearidonic acid from NIST14 (predicted molecular formula: C18H30O3) with delta m/z 18.01 (putative explanation: Proline oxidation to 5-hydroxy-2-aminovaleric acid|water; atomic difference: 2H,1O|2H,1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009940481	CCMSLIB00009940481	0.75	6	Suspect related to 9,12-Octadecadiynoic acid (predicted molecular formula: C14H26N6O) with delta m/z 18.01 (putative explanation: Proline oxidation to 5-hydroxy-2-aminovaleric acid|water; atomic difference: 2H,1O|2H,1O)	[M+H]+	1
