file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G79631_1x_8ul_BC6_01_20282	0.0	mzspec:MSV000084900:G79631_1x_8ul_BC6_01_20282:scan:1343	1	0.86	7	MSV000084900	NoID	MSV000084900	G79631_1x_8ul_BC6_01_20282.mzXML	complex
mzspec:MSV000084900:G79566_rerun_BH3_01_18777	-0.0	mzspec:MSV000084900:G79566_rerun_BH3_01_18777:scan:1346	1	0.86	7	MSV000084900	NoID	MSV000084900	G79566_rerun_BH3_01_18777.mzXML	trout, fins
mzspec:MSV000084900:G79312_5x_BE4_01_20005	0.0	mzspec:MSV000084900:G79312_5x_BE4_01_20005:scan:1340	1	0.83	7	MSV000084900	NoID	MSV000084900	G79312_5x_BE4_01_20005.mzXML	soybean
mzspec:MSV000084900:G86921_1x_BC5_01_23151	0.0	mzspec:MSV000084900:G86921_1x_BC5_01_23151:scan:1390	1	0.78	6	MSV000084900	NoID	MSV000084900	G86921_1x_BC5_01_23151.mzXML	complex
mzspec:MSV000084900:G74010_5x_BE3_01_20004	0.0	mzspec:MSV000084900:G74010_5x_BE3_01_20004:scan:1327	1	0.77	6	MSV000084900	NoID	MSV000084900	G74010_5x_BE3_01_20004.mzXML	soybean
mzspec:MSV000084900:G75574_2x_RD6_01_19144	0.0	mzspec:MSV000084900:G75574_2x_RD6_01_19144:scan:1286	1	0.77	6	MSV000084900	NoID	MSV000084900	G75574_2x_RD6_01_19144.mzXML	soybean
mzspec:MSV000084900:G78981_p19_g4_GC6_01_21670	0.0	mzspec:MSV000084900:G78981_p19_g4_GC6_01_21670:scan:1344	1	0.76	5	MSV000084900	NoID	MSV000084900	G78981_p19_g4_GC6_01_21670.mzXML	bacon
mzspec:MSV000084900:G79569_BB3_01_18652	0.0	mzspec:MSV000084900:G79569_BB3_01_18652:scan:1348	1	0.72	6	MSV000084900	NoID	MSV000084900	G79569_BB3_01_18652.mzXML	squid, eye
mzspec:MSV000084900:G75837_1x_RE5_01_20322	0.0	mzspec:MSV000084900:G75837_1x_RE5_01_20322:scan:1304	1	0.72	5	MSV000084900	NoID	MSV000084900	G75837_1x_RE5_01_20322.mzXML	seaweed
mzspec:MSV000084900:G83205_5x_rerun_RG7_01_21537	0.0	mzspec:MSV000084900:G83205_5x_rerun_RG7_01_21537:scan:1326	1	0.71	7	MSV000084900	NoID	MSV000084900	G83205_5x_rerun_RG7_01_21537.mzXML	durum wheat
