USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009944836	CCMSLIB00009944836	0.89	13	Suspect related to Contaminant vial septum ThermoFisher C5000-44B (predicted molecular formula: unknown) with delta m/z -92.028 (putative explanation: Tyr->Ala substitution; atomic difference: -6C,-4H,-1O)	[M+NH4]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009944929	CCMSLIB00009944929	0.86	12	Suspect related to Contaminants septum vial Thermo C4000-53 and C4000-54 serie (predicted molecular formula: C27H41NO15S2) with delta m/z -74.02 (putative explanation: Met->Gly substitution; atomic difference: -3C,-6H,-1S)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009991978	CCMSLIB00009991978	0.85	12	Suspect related to Spectral Match to Cyclohexasiloxane, dodecamethyl- from NIST14 (predicted molecular formula: unknown) with delta m/z 222.055 (putative explanation: unspecified; atomic difference: unspecified)	[M+NH4]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004721671	CCMSLIB00004721671	0.85	12	ACARBOSE	[M+K]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009944930	CCMSLIB00009944930	0.84	14	Suspect related to Contaminants septum vial Thermo C4000-53 and C4000-54 serie (predicted molecular formula: C27H33N5O16) with delta m/z -74.012 (putative explanation: nan (reverse); atomic difference: -1C,-2H,-2N,-2O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005489665	CCMSLIB00005489665	0.83	11	Contaminant vial septum ThermoFisher C5000-44B [IIN-based on: CCMSLIB00005435816]	[M+NH4]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009944955	CCMSLIB00009944955	0.83	11	Suspect related to Contaminants septum vial Thermo C4000-53 and C4000-54 serie (predicted molecular formula: C27H45N3O9S4) with delta m/z 74.035 (putative explanation: unspecified|unspecified; atomic difference: 1C,4H,3N,1O|3C,6H,2O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009946533	CCMSLIB00009946533	0.8	11	Suspect related to Dodecamethylcyclohexasiloxane (predicted molecular formula: unknown) with delta m/z 222.055 (putative explanation: unspecified; atomic difference: unspecified)	[M+NH4]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009975004	CCMSLIB00009975004	0.77	14	Suspect related to NCGC00385199-01!2-[3,4-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]phenyl]-5,7-dihydroxychromen-4-one (predicted molecular formula: unknown) with delta m/z 56.026 (putative explanation: unspecified|Acrolein addition +56|Propionate labeling reagent light form (N-term & K)|unspecified; atomic difference: 1C,2H,3N|3C,4H,1O|3C,4H,1O|3C,4H,1O)	[M+NH4]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004721672	CCMSLIB00004721672	0.76	9	ACARBOSE	[M+K]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009975003	CCMSLIB00009975003	0.71	13	Suspect related to NCGC00385199-01!2-[3,4-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]phenyl]-5,7-dihydroxychromen-4-one (predicted molecular formula: unknown) with delta m/z 56.007 (putative explanation: unspecified; atomic difference: unspecified)	[M+NH4]+	1
