file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:78816_5x_RH5_01_17511	-0.04	mzspec:MSV000084900:78816_5x_RH5_01_17511:scan:1526	1	0.81	5	MSV000084900	NoID	MSV000084900	78816_5x_RH5_01_17511.mzXML	broccoli
mzspec:MSV000084900:G79173_5x_RD3_01_19505	-0.04	mzspec:MSV000084900:G79173_5x_RD3_01_19505:scan:1693	1	0.81	5	MSV000084900	NoID	MSV000084900	G79173_5x_RD3_01_19505.mzXML	lentil
mzspec:MSV000084900:G86796_1x_RH4_01_23392	-0.04	mzspec:MSV000084900:G86796_1x_RH4_01_23392:scan:1540	1	0.78	5	MSV000084900	NoID	MSV000084900	G86796_1x_RH4_01_23392.mzXML	fuyu persimmon
mzspec:MSV000084900:G75200_1x_BA10_01_17277	-0.04	mzspec:MSV000084900:G75200_1x_BA10_01_17277:scan:1530	1	0.77	5	MSV000084900	NoID	MSV000084900	G75200_1x_BA10_01_17277.mzXML	zucchini
mzspec:MSV000084900:G95813_1x_BB3_01_32258	-0.04	mzspec:MSV000084900:G95813_1x_BB3_01_32258:scan:1541	1	0.76	5	MSV000084900	NoID	MSV000084900	G95813_1x_BB3_01_32258.mzXML	cherry tomato
mzspec:MSV000084900:73971_1x_BF4_01_17478	-0.04	mzspec:MSV000084900:73971_1x_BF4_01_17478:scan:1474	1	0.76	5	MSV000084900	NoID	MSV000084900	73971_1x_BF4_01_17478.mzXML	iceberg lettuce
mzspec:MSV000084900:G79282_1x_rerun_drift_RA9_01_20547	-0.04	mzspec:MSV000084900:G79282_1x_rerun_drift_RA9_01_20547:scan:1518	1	0.76	5	MSV000084900	NoID	MSV000084900	G79282_1x_rerun_drift_RA9_01_20547.mzXML	broccoli
mzspec:MSV000084900:G75591_1x_RD4_01_18829	-0.04	mzspec:MSV000084900:G75591_1x_RD4_01_18829:scan:1550	1	0.76	5	MSV000084900	NoID	MSV000084900	G75591_1x_RD4_01_18829.mzXML	mango
mzspec:MSV000084900:G78979_1x_rerun_RA7_01_18845	-0.04	mzspec:MSV000084900:G78979_1x_rerun_RA7_01_18845:scan:1544	1	0.76	5	MSV000084900	NoID	MSV000084900	G78979_1x_rerun_RA7_01_18845.mzXML	cantelope melon
mzspec:MSV000084900:G95805_1x_BG5_01_32295	-0.04	mzspec:MSV000084900:G95805_1x_BG5_01_32295:scan:1527	1	0.75	5	MSV000084900	NoID	MSV000084900	G95805_1x_BG5_01_32295.mzXML	cherry tomato
mzspec:MSV000084900:G86783_1x_RG9_01_23382	-0.04	mzspec:MSV000084900:G86783_1x_RG9_01_23382:scan:1552	1	0.75	5	MSV000084900	NoID	MSV000084900	G86783_1x_RG9_01_23382.mzXML	banana
mzspec:MSV000084900:G72745_10x_BD4_01_17825	-0.04	mzspec:MSV000084900:G72745_10x_BD4_01_17825:scan:1561	1	0.75	5	MSV000084900	NoID	MSV000084900	G72745_10x_BD4_01_17825.mzXML	brussel sprout
mzspec:MSV000084900:G79001_1x_rerun_RB2_01_18857	-0.04	mzspec:MSV000084900:G79001_1x_rerun_RB2_01_18857:scan:1557	1	0.75	5	MSV000084900	NoID	MSV000084900	G79001_1x_rerun_RB2_01_18857.mzXML	white peach
mzspec:MSV000084900:VA5_2x_RB5_01_21614	-0.04	mzspec:MSV000084900:VA5_2x_RB5_01_21614:scan:2086	1	0.75	5	MSV000084900	NoID	MSV000084900	VA5_2x_RB5_01_21614.mzXML	plant
mzspec:MSV000084900:G86764_1x_RA12_01_21738	-0.04	mzspec:MSV000084900:G86764_1x_RA12_01_21738:scan:2069	1	0.74	5	MSV000084900	NoID	MSV000084900	G86764_1x_RA12_01_21738.mzXML	Chlamydomonas reinhardtii
mzspec:MSV000084900:G79281_1x_rerun_10ul_RB9_01_20389	-0.04	mzspec:MSV000084900:G79281_1x_rerun_10ul_RB9_01_20389:scan:2105	1	0.73	5	MSV000084900	NoID	MSV000084900	G79281_1x_rerun_10ul_RB9_01_20389.mzXML	leek
mzspec:MSV000084900:G95946_1x_BF2_01_32285	-0.04	mzspec:MSV000084900:G95946_1x_BF2_01_32285:scan:1540	1	0.72	5	MSV000084900	NoID	MSV000084900	G95946_1x_BF2_01_32285.mzXML	cherry tomato
mzspec:MSV000084900:72444_1x_BD8_01_17435	-0.04	mzspec:MSV000084900:72444_1x_BD8_01_17435:scan:1543	1	0.72	5	MSV000084900	NoID	MSV000084900	72444_1x_BD8_01_17435.mzXML	cucumber
mzspec:MSV000084900:G72759_BB11_01_18934	-0.04	mzspec:MSV000084900:G72759_BB11_01_18934:scan:1558	1	0.72	5	MSV000084900	NoID	MSV000084900	G72759_BB11_01_18934.mzXML	heirloom tomato
mzspec:MSV000084900:G72521_10x_BH12_01_17940	-0.04	mzspec:MSV000084900:G72521_10x_BH12_01_17940:scan:1541	1	0.72	5	MSV000084900	NoID	MSV000084900	G72521_10x_BH12_01_17940.mzXML	banana
mzspec:MSV000084900:G95824_1x_BE5_01_32281	-0.04	mzspec:MSV000084900:G95824_1x_BE5_01_32281:scan:1541	1	0.71	5	MSV000084900	NoID	MSV000084900	G95824_1x_BE5_01_32281.mzXML	cherry tomato
mzspec:MSV000084900:G83321_5x_RC11_01_21436	-0.04	mzspec:MSV000084900:G83321_5x_RC11_01_21436:scan:1540	1	0.71	5	MSV000084900	NoID	MSV000084900	G83321_5x_RC11_01_21436.mzXML	plant
