file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G79221_2x_5ul_RD12_01_19160	0.0	mzspec:MSV000084900:G79221_2x_5ul_RD12_01_19160:scan:770	1	0.83	5	MSV000084900	NoID	MSV000084900	G79221_2x_5ul_RD12_01_19160.mzXML	complex
mzspec:MSV000084900:G87392_RF6_01_26179	0.0	mzspec:MSV000084900:G87392_RF6_01_26179:scan:760	1	0.83	5	MSV000084900	NoID	MSV000084900	G87392_RF6_01_26179.mzXML	chicken
mzspec:MSV000084900:G72720_BG12_01_18752	0.0	mzspec:MSV000084900:G72720_BG12_01_18752:scan:764	1	0.81	5	MSV000084900	NoID	MSV000084900	G72720_BG12_01_18752.mzXML	complex
mzspec:MSV000084900:G75240_BH11_01_19059	0.0	mzspec:MSV000084900:G75240_BH11_01_19059:scan:770	1	0.81	5	MSV000084900	NoID	MSV000084900	G75240_BH11_01_19059.mzXML	halibut
mzspec:MSV000084900:G79495_1x_10ul_RA4_01_19772	0.0	mzspec:MSV000084900:G79495_1x_10ul_RA4_01_19772:scan:768	1	0.79	5	MSV000084900	NoID	MSV000084900	G79495_1x_10ul_RA4_01_19772.mzXML	complex
mzspec:MSV000084900:G79521_1x_BC2_01_20158	0.0	mzspec:MSV000084900:G79521_1x_BC2_01_20158:scan:734	1	0.79	5	MSV000084900	NoID	MSV000084900	G79521_1x_BC2_01_20158.mzXML	complex
mzspec:MSV000084900:G79496_1x_10ul_RE4_01_19831	0.0	mzspec:MSV000084900:G79496_1x_10ul_RE4_01_19831:scan:766	1	0.76	5	MSV000084900	NoID	MSV000084900	G79496_1x_10ul_RE4_01_19831.mzXML	complex
mzspec:MSV000084900:G83188_1x_BG10_01_20235	-0.0	mzspec:MSV000084900:G83188_1x_BG10_01_20235:scan:764	1	0.73	5	MSV000084900	NoID	MSV000084900	G83188_1x_BG10_01_20235.mzXML	cacoa
mzspec:MSV000084900:G79492_1x_10ul_RB4_01_19785	0.0	mzspec:MSV000084900:G79492_1x_10ul_RB4_01_19785:scan:757	1	0.73	5	MSV000084900	NoID	MSV000084900	G79492_1x_10ul_RB4_01_19785.mzXML	complex
mzspec:MSV000084900:G86864_1x_RB8_01_23499	0.0	mzspec:MSV000084900:G86864_1x_RB8_01_23499:scan:756	1	0.71	5	MSV000084900	NoID	MSV000084900	G86864_1x_RB8_01_23499.mzXML	plant
