Delta Mass	USI	Cosine	Matching Peaks	Status
0.0	mzspec:MSV000082869:94807_R-H2:scan:1566	0.95	7	NoID
-0.03	mzspec:MSV000085778:LH03_75_Site_6_Bulk:scan:2792	0.94	7	NoID
-0.03	mzspec:MSV000083365:190416_EXORTS_mzmine_corr16-4_SIRIUS:scan:2972	0.93	7	NoID
-0.03	mzspec:MSV000083365:Cast20_N13:scan:2972	0.93	7	NoID
-0.05	mzspec:MSV000082083:Mo_2017_DOM_238_MSMS:scan:2957	0.93	7	NoID
-0.05	mzspec:MSV000082083:Mo_2017_DOM_84:scan:2953	0.93	7	NoID
-0.05	mzspec:MSV000084152:Mo_2017_DOM_84:scan:2953	0.93	7	NoID
0.0	mzspec:MSV000084314:MSV000082869:scan:21924	0.92	6	NoID
0.0	mzspec:MSV000088021:Mo_2019_513:scan:3022	0.91	7	NoID
-0.05	mzspec:MSV000082083:Mo_2017_DOM_227_MSMS:scan:2951	0.9	7	NoID
-0.05	mzspec:MSV000082083:Mo_2017_DOM_221_MSMS:scan:2955	0.9	7	NoID
-0.05	mzspec:MSV000084314:MSV000082083:scan:84505	0.88	7	NoID
-0.0	mzspec:MSV000088645:4057046849:scan:1856	0.88	7	NoID
-0.05	mzspec:MSV000082083:Mo_2017_DOM_223_MSMS:scan:2953	0.88	7	NoID
-0.05	mzspec:MSV000082083:Mo_2017_DOM_12:scan:2970	0.88	7	NoID
0.0	mzspec:MSV000088021:Mo_2019_524:scan:3011	0.88	6	NoID
0.0	mzspec:MSV000088021:Mo_2019_522:scan:3012	0.88	6	NoID
0.0	mzspec:MSV000088021:Mo_2019_529:scan:3015	0.88	6	NoID
0.0	mzspec:MSV000088021:Mo_2019_519:scan:3021	0.88	6	NoID
0.0	mzspec:MSV000088021:Mo_2019_518:scan:3024	0.87	6	NoID
0.0	mzspec:MSV000088021:Mo_2019_530:scan:3005	0.87	6	NoID
0.0	mzspec:MSV000088021:Mo_2019_439:scan:3025	0.87	6	NoID
-0.03	mzspec:MSV000085480:ETNP18_Experiments_130:scan:2468	0.87	6	NoID
0.0	mzspec:MSV000084314:MSV000088021:scan:168602	0.87	6	NoID
0.0	mzspec:MSV000088021:Mo_2019_521:scan:3015	0.87	6	NoID
0.0	mzspec:MSV000088021:Mo_2019_514:scan:3016	0.87	6	NoID
0.0	mzspec:MSV000088021:Mo_2019_517:scan:3034	0.87	6	NoID
-0.05	mzspec:MSV000082083:Mo_2017_DOM_231_MSMS:scan:2952	0.86	7	NoID
0.0	mzspec:MSV000088021:Mo_2019_516:scan:3019	0.86	6	NoID
0.0	mzspec:MSV000088021:Mo_2019_515:scan:3029	0.86	6	NoID
-0.05	mzspec:MSV000082083:Mo_2017_DOM_108:scan:2859	0.85	7	NoID
0.0	mzspec:MSV000082869:95324_R-H11:scan:1573	0.85	6	NoID
-0.05	mzspec:MSV000082083:Mo_2017_DOM_219_MSMS:scan:2949	0.85	6	NoID
0.0	mzspec:MSV000088021:Mo_2019_525:scan:3015	0.84	6	NoID
-0.0	mzspec:MSV000088021:Mo_2019_433:scan:3075	0.83	6	NoID
0.0	mzspec:MSV000088021:Mo_2019_237:scan:2997	0.82	6	NoID
0.0	mzspec:MSV000088021:Mo_2019_99:scan:2996	0.82	6	NoID
0.0	mzspec:MSV000082722:20170125_S00027662_P:scan:190	0.81	7	NoID
-0.05	mzspec:MSV000082083:Mo_2017_DOM_222_MSMS:scan:2943	0.81	6	NoID
-0.05	mzspec:MSV000082083:Mo_2017_DOM_224_MSMS:scan:2936	0.8	6	NoID
-0.05	mzspec:MSV000082083:Mo_2017_DOM_42:scan:2951	0.79	6	NoID
0.03	mzspec:MSV000086236:CCE2020_SC_2:scan:2920	0.75	6	NoID
-0.05	mzspec:MSV000084152:Mo_2017_DOM_83:scan:2918	0.74	6	NoID
-0.05	mzspec:MSV000084152:Dorcierr_subset_INN_GNPS:scan:63	0.74	6	NoID
-0.05	mzspec:MSV000082083:Mo_2017_DOM_83:scan:2918	0.74	6	NoID
-0.03	mzspec:MSV000082083:Mo_2017_DOM_249:scan:2997	0.74	5	NoID
-0.05	mzspec:MSV000082083:Mo_2017_DOM_235_MSMS:scan:2953	0.74	5	NoID
-0.05	mzspec:MSV000082083:Mo_2017_DOM_34:scan:2968	0.74	5	NoID
-0.05	mzspec:MSV000082083:Mo_2017_DOM_43:scan:2968	0.73	6	NoID
-0.05	mzspec:MSV000082083:Mo_2017_DOM_32:scan:2968	0.71	6	NoID
-0.05	mzspec:MSV000082083:Mo_2017_DOM_14:scan:2836	0.71	5	NoID
