USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009973738	CCMSLIB00009973738	0.98	7	Suspect related to NCGC00384633-01_C21H24O10_(2S,3R)-3,5-Dihydroxy-2-(4-hydroxyphenyl)-3,4-dihydro-2H-chromen-7-yl beta-D-threo-hexopyranoside (predicted molecular formula: C21H24O11) with delta m/z 15.995 (putative explanation: Ala->Ser substitution|Oxidation or Hydroxylation|Phe->Tyr substitution; atomic difference: 1O|1O|1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009982476	CCMSLIB00009982476	0.97	8	Suspect related to Spectral Match to (-)-Epicatechin from NIST14 (predicted molecular formula: C21H24O11) with delta m/z 162.053 (putative explanation: Glucuronidation|Hexose; atomic difference: 6C,10H,5O|6C,10H,5O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009975118	CCMSLIB00009975118	0.96	7	Suspect related to NCGC00385223-01!(2R,3S)-7-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5-diol (predicted molecular formula: C21H24O11) with delta m/z 30.011 (putative explanation: Ala->Thr substitution|Gly->Ser substitution|desmethylation + reduction of sulfoxide|formaldehyde induced modifications|hydroxymethyl; atomic difference: 1C,2H,1O|1C,2H,1O|1C,2H,1O|1C,2H,1O|1C,2H,1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005721512	CCMSLIB00005721512	0.95	8	NCGC00385785-01!(2R,3R,4S,5S,6R)-2-[[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3,4-dihydro-2H-chromen-3-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol [IIN-based: Match]	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000847658	CCMSLIB00000847658	0.94	7	NCGC00385785-01!(2R,3R,4S,5S,6R)-2-[[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3,4-dihydro-2H-chromen-3-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009975125	CCMSLIB00009975125	0.94	7	Suspect related to NCGC00385223-01!(2R,3S)-7-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5-diol [IIN-based: Match] (predicted molecular formula: C21H24O11) with delta m/z 30.011 (putative explanation: Ala->Thr substitution|Gly->Ser substitution|desmethylation + reduction of sulfoxide|formaldehyde induced modifications|hydroxymethyl; atomic difference: 1C,2H,1O|1C,2H,1O|1C,2H,1O|1C,2H,1O|1C,2H,1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009920254	CCMSLIB00009920254	0.89	6	Suspect related to (-)-Epicatechin (predicted molecular formula: C18H28O11S) with delta m/z 162.053 (putative explanation: Glucuronidation|Hexose; atomic difference: 6C,10H,5O|6C,10H,5O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009968018	CCMSLIB00009968018	0.88	5	Suspect related to NCGC00169146-02!2-[[(2R,3S)-2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-3,4-dihydro-2H-chromen-7-yl]oxy]oxane-3,4,5-triol (predicted molecular formula: C21H24O11) with delta m/z 30.011 (putative explanation: Ala->Thr substitution|Gly->Ser substitution|desmethylation + reduction of sulfoxide|formaldehyde induced modifications|hydroxymethyl; atomic difference: 1C,2H,1O|1C,2H,1O|1C,2H,1O|1C,2H,1O|1C,2H,1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009982422	CCMSLIB00009982422	0.88	5	Suspect related to Spectral Match to (+)-Catechin from NIST14 (predicted molecular formula: C21H24O11) with delta m/z 162.053 (putative explanation: Glucuronidation|Hexose; atomic difference: 6C,10H,5O|6C,10H,5O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009920136	CCMSLIB00009920136	0.86	5	Suspect related to (+)-Catechin (predicted molecular formula: C21H24O11) with delta m/z 162.053 (putative explanation: Glucuronidation|Hexose; atomic difference: 6C,10H,5O|6C,10H,5O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009943849	CCMSLIB00009943849	0.86	5	Suspect related to Catechin (predicted molecular formula: C21H24O11) with delta m/z 162.053 (putative explanation: Glucuronidation|Hexose; atomic difference: 6C,10H,5O|6C,10H,5O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009959954	CCMSLIB00009959954	0.86	5	Suspect related to Massbank:PB001338 Epicatechin|(2R,3R)-2-(3,4-dihydroxyphenyl)chroman-3,5,7-triol (predicted molecular formula: C21H24O11) with delta m/z 162.053 (putative explanation: Glucuronidation|Hexose; atomic difference: 6C,10H,5O|6C,10H,5O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009970310	CCMSLIB00009970310	0.82	6	Suspect related to NCGC00347390-02!(2R,3S)-7-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5-diol (predicted molecular formula: C21H24O11) with delta m/z 30.011 (putative explanation: Ala->Thr substitution|Gly->Ser substitution|desmethylation + reduction of sulfoxide|formaldehyde induced modifications|hydroxymethyl; atomic difference: 1C,2H,1O|1C,2H,1O|1C,2H,1O|1C,2H,1O|1C,2H,1O)	[M+H]+	1
