Delta Mass	USI	Cosine	Matching Peaks	Status
-0.0	mzspec:MSV000083462:11712.SUBJECT38.STOOL.827:scan:668	0.95	8	NoID
-0.0	mzspec:MSV000083462:11712.SUBJECT18.STOOL.325:scan:668	0.94	8	NoID
0.0	mzspec:MSV000083462:11712.SUBJECT27.STOOL.582:scan:668	0.94	8	NoID
-0.0	mzspec:MSV000083462:11712.SUBJECT41.STOOL.974:scan:668	0.92	8	NoID
0.0	mzspec:MSV000088645:4057048587:scan:952	0.92	7	NoID
-0.0	mzspec:MSV000083462:11712.SUBJECT43.STOOL.1064:scan:668	0.9	7	NoID
-0.0	mzspec:MSV000083462:11712.SUBJECT30.STOOL.677:scan:668	0.89	7	NoID
-0.01	mzspec:MSV000083462:11712.SUBJECT1.STOOL.21:scan:668	0.89	6	NoID
-0.0	mzspec:MSV000084314:MSV000083462:scan:92642	0.89	6	NoID
0.04	mzspec:MSV000088645:4057175430:scan:798	0.88	8	NoID
-0.0	mzspec:MSV000083462:11712.SUBJECT28.STOOL.604:scan:668	0.88	7	NoID
0.0	mzspec:MSV000083462:11712.SUBJECT53.STOOL.1264:scan:669	0.88	6	NoID
0.04	mzspec:MSV000088645:4057041281:scan:810	0.87	7	NoID
0.04	mzspec:MSV000088645:4057043034:scan:803	0.87	7	NoID
0.03	mzspec:MSV000083462:11712.SUBJECT12.STOOL.98:scan:585	0.87	6	NoID
-0.0	mzspec:MSV000089558:Mom_C6-B14:scan:835	0.86	7	NoID
-0.0	mzspec:MSV000089558:I_C10-B1:scan:851	0.86	7	NoID
-0.0	mzspec:MSV000084314:MSV000080444:scan:81187	0.86	7	NoID
0.04	mzspec:MSV000088645:4056883740:scan:798	0.86	7	NoID
-0.0	mzspec:MSV000083462:11712.SUBJECT43.STOOL.1068:scan:668	0.86	7	NoID
0.0	mzspec:MSV000086270:ADNI_Go2_P08_F04:scan:869	0.86	6	NoID
0.04	mzspec:MSV000088645:4057053945:scan:808	0.86	6	NoID
0.04	mzspec:MSV000088645:4057171315:scan:797	0.86	6	NoID
0.04	mzspec:MSV000088645:4057172465:scan:804	0.85	8	NoID
-0.0	mzspec:MSV000083462:11712.SUBJECT41.STOOL.975:scan:668	0.85	7	NoID
0.04	mzspec:MSV000088645:4057054947:scan:796	0.85	7	NoID
-0.0	mzspec:MSV000084314:MSV000080442:scan:105735	0.85	7	NoID
0.04	mzspec:MSV000088645:4057074211:scan:800	0.85	7	NoID
-0.0	mzspec:MSV000083462:11712.SUBJECT9.STOOL.1208:scan:672	0.85	7	NoID
0.04	mzspec:MSV000083462:11712.SUBJECT32.STOOL.719:scan:588	0.85	6	NoID
0.0	mzspec:MSV000083462:11712.SUBJECT31.STOOL.1230:scan:668	0.85	6	NoID
0.03	mzspec:MSV000083462:11712.SUBJECT21.ORAL.438.B:scan:581	0.85	6	NoID
0.04	mzspec:MSV000083462:11712.SUBJECT34.STOOL.745:scan:585	0.84	7	NoID
0.04	mzspec:MSV000088645:4057046266:scan:798	0.84	7	NoID
0.04	mzspec:MSV000083462:11712.SUBJECT6.STOOL.1097:scan:586	0.84	6	NoID
0.04	mzspec:MSV000088645:4057047298:scan:796	0.84	6	NoID
0.04	mzspec:MSV000083462:11712.SUBJECT9.STOOL.1205:scan:586	0.84	5	NoID
0.04	mzspec:MSV000083462:11712.SUBJECT40.STOOL.921:scan:586	0.83	7	NoID
0.04	mzspec:MSV000088645:4057046178:scan:793	0.83	7	NoID
0.04	mzspec:MSV000088645:4057041060:scan:802	0.83	7	NoID
