USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009920211	CCMSLIB00009920211	0.93	7	Suspect related to (-)-Caryophyllene oxide (predicted molecular formula: C18H30O4) with delta m/z 90.031 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009940963	CCMSLIB00009940963	0.83	6	Suspect related to 9-Oxo-10E,12Z,15Z-octadecatrienoic acid (predicted molecular formula: C18H30O4) with delta m/z 18.01 (putative explanation: Proline oxidation to 5-hydroxy-2-aminovaleric acid|water; atomic difference: 2H,1O|2H,1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009991702	CCMSLIB00009991702	0.83	6	Suspect related to Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14 (predicted molecular formula: C18H28O3) with delta m/z 11.964 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010002688	CCMSLIB00010002688	0.78	6	Suspect related to Ursocholic acid (predicted molecular formula: C18H32O5) with delta m/z -80.062 (putative explanation: nan (reverse); atomic difference: -6C,-8H)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009943320	CCMSLIB00009943320	0.77	6	Suspect related to Bisabolol oxide A (predicted molecular formula: C18H32O5) with delta m/z 90.031 (putative explanation: unspecified; atomic difference: unspecified)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009990194	CCMSLIB00009990194	0.77	6	Suspect related to Spectral Match to 9-OxoOTrE from NIST14 (predicted molecular formula: C10H26N6O5) with delta m/z 17.993 (putative explanation: fluorination; atomic difference: 1F,-1H)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009941988	CCMSLIB00009941988	0.77	6	Suspect related to Andrographolide (predicted molecular formula: unknown) with delta m/z -58.006 (putative explanation: Asp->Gly substitution|Enzymatic glycine removal leaving an amidated C-terminus|Glu->Ala substitution|Hydrolysis, loss of acetic acid, loss of methylester; atomic difference: -2C,-2H,-2O|-2C,-2H,-2O|-2C,-2H,-2O|-2C,-2H,-2O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009922494	CCMSLIB00009922494	0.75	6	Suspect related to (4E,8E)-7-hydroxy-10-(hydroxymethyl)-4,8,11,15-tetramethylbicyclo[11.2.0]pentadeca-4,8,14-trien-6-one (predicted molecular formula: C18H28O3) with delta m/z -26.015 (putative explanation: Alkyl loss (typically partial loss from ring)|Pro->Ala substitution; atomic difference: -2C,-2H|-2C,-2H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009940678	CCMSLIB00009940678	0.75	6	Suspect related to 9-Oxo-10(E),12(E)-octadecadienoic acid (predicted molecular formula: C15H32O3S) with delta m/z -2.016 (putative explanation: 2-amino-3-oxo-butanoic_acid|Intact disulfide bridge|Val->Pro substitution; atomic difference: -2H|-2H|-2H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010002976	CCMSLIB00010002976	0.75	5	Suspect related to Ursolic acid methyl ester (predicted molecular formula: unknown) with delta m/z 90.031 (putative explanation: unspecified; atomic difference: unspecified)	[M-C16H28O3+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005724863	CCMSLIB00005724863	0.75	6	(10E,15E)-9,12,13-trihydroxyoctadeca-10,15-dienoic acid	M-2H2O+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004713901	CCMSLIB00004713901	0.74	6	14-(hydroxymethyl)-5,9-dimethyltetracyclo[11.2.1.0�,�?.0?,?]hexadecan-5-ol	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009959892	CCMSLIB00009959892	0.74	5	Suspect related to Massbank:NA003459 (+)-Costunolide|Costunolide|(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one (predicted molecular formula: C18H28O3) with delta m/z 60.057 (putative explanation: unspecified|unspecified; atomic difference: 1C,6H,3N|3C,8H,1O)	[M+H]+	1
