USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009966600	CCMSLIB00009966600	0.95	7	Suspect related to N-Oleoylglycine (predicted molecular formula: unknown) with delta m/z 89.084 (putative explanation: unspecified; atomic difference: unspecified)	[M-C2H5NO2+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009988383	CCMSLIB00009988383	0.92	6	Suspect related to Spectral Match to 13-Docosenamide, (Z)- from NIST14 (predicted molecular formula: C22H45N2O) with delta m/z 16.01 (putative explanation: Asp->Met substitution; atomic difference: 1C,4H,-2O,1S)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009965118	CCMSLIB00009965118	0.91	7	Suspect related to Methyl trans-vaccenate (predicted molecular formula: unknown) with delta m/z 89.084 (putative explanation: unspecified; atomic difference: unspecified)	[M-CH4O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009989883	CCMSLIB00009989883	0.9	6	Suspect related to Spectral Match to 9-Octadecenamide, (Z)- from NIST14 (predicted molecular formula: C22H43NO2) with delta m/z 72.057 (putative explanation: unspecified; atomic difference: 2C,6H,3N)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009947261	CCMSLIB00009947261	0.9	6	Suspect related to Erucamide (predicted molecular formula: C18H39N7) with delta m/z 15.995 (putative explanation: Ala->Ser substitution|Oxidation or Hydroxylation|Phe->Tyr substitution; atomic difference: 1O|1O|1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010006933	CCMSLIB00010006933	0.9	6	Suspect related to trans-13-Octadecenoic acid (predicted molecular formula: C18H39N7) with delta m/z 71.073 (putative explanation: Cys alkylation by dimethylaminoethyl halide|Deoxyhypusine|Gly->Lys substitution|unspecified; atomic difference: 4C,9H,1N|4C,9H,1N|4C,9H,1N|4C,9H,1N)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009981296	CCMSLIB00009981296	0.88	6	Suspect related to Ricinoleic acid methyl ester (predicted molecular formula: C19H43N6O) with delta m/z 59.074 (putative explanation: unspecified; atomic difference: 3C,9H,N)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009934819	CCMSLIB00009934819	0.87	6	Suspect related to 2-Linoleoylglycerol (predicted molecular formula: C22H43NO2) with delta m/z -0.947 (putative explanation: Glu->Lys substitution; atomic difference: 1C,5H,1N,-2O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009927447	CCMSLIB00009927447	0.86	6	Suspect related to 1,2-Dioleoyl-sn-glycerol (predicted molecular formula: unknown) with delta m/z 15.048 (putative explanation: unspecified; atomic difference: unspecified)	[M-C18H34O2+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009954204	CCMSLIB00009954204	0.85	6	Suspect related to Massbank:EQ331603 Linoleic acid|(9Z,12Z)-octadeca-9,12-dienoic acid (predicted molecular formula: C22H43NO2) with delta m/z 73.089 (putative explanation: unspecified; atomic difference: 4C,11H,1N)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009977419	CCMSLIB00009977419	0.81	5	Suspect related to Oleamide (predicted molecular formula: C22H43NO2) with delta m/z 72.057 (putative explanation: unspecified; atomic difference: 2C,6H,3N)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009998421	CCMSLIB00009998421	0.81	6	Suspect related to Spectral Match to Ricinoleic acid methyl ester from NIST14 (predicted molecular formula: C22H45NO3) with delta m/z 59.074 (putative explanation: unspecified; atomic difference: 3C,9H,N)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010000140	CCMSLIB00010000140	0.8	6	Suspect related to Spectral Match to cis-9-Hexadecenoic acid from NIST14 (predicted molecular formula: C22H43NO2) with delta m/z 99.102 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009951190	CCMSLIB00009951190	0.79	5	Suspect related to Linoleic acid methyl ester (predicted molecular formula: C22H43NO2) with delta m/z 59.074 (putative explanation: unspecified; atomic difference: 3C,9H,N)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009988382	CCMSLIB00009988382	0.75	5	Suspect related to Spectral Match to 13-Docosenamide, (Z)- from NIST14 (predicted molecular formula: unknown) with delta m/z 15.995 (putative explanation: Ala->Ser substitution|Oxidation or Hydroxylation|Phe->Tyr substitution; atomic difference: 1O|1O|1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009991765	CCMSLIB00009991765	0.75	5	Suspect related to Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14 (predicted molecular formula: C22H43NO2) with delta m/z 73.089 (putative explanation: unspecified; atomic difference: 4C,11H,1N)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009977453	CCMSLIB00009977453	0.74	5	Suspect related to Oleamide (predicted molecular formula: unknown) with delta m/z 89.084 (putative explanation: unspecified; atomic difference: unspecified)	[M-NH3+H]+	1
