Delta Mass	USI	Cosine	Matching Peaks	Status
-0.0	mzspec:MSV000087728:VGF157_C02_pos:scan:1130	0.96	8	NoID
-0.0	mzspec:MSV000087368:07_222_own:scan:3075	0.95	9	NoID
0.0	mzspec:MSV000087728:VGF140_C04_pos:scan:1087	0.95	8	NoID
-0.0	mzspec:MSV000087728:VGF157_H04_pos:scan:1133	0.95	8	NoID
0.0	mzspec:MSV000087728:VGF141_H09_pos:scan:1100	0.95	8	NoID
0.01	mzspec:MSV000082433:M-665:scan:1295	0.94	9	NoID
0.0	mzspec:MSV000087728:VGF140_A11_pos:scan:1058	0.92	8	NoID
-0.0	mzspec:MSV000082433:M-491:scan:1298	0.9	9	NoID
0.0	mzspec:MSV000087368:07_242_own:scan:3048	0.89	8	NoID
0.0	mzspec:MSV000085129:M4_deep:scan:1848	0.88	8	NoID
0.01	mzspec:MSV000082433:504:scan:1293	0.88	8	NoID
-0.0	mzspec:MSV000087368:07_223_own:scan:3072	0.87	7	NoID
0.01	mzspec:MSV000082433:M-373:scan:1286	0.86	8	NoID
-0.0	mzspec:MSV000087368:07_241_own:scan:3048	0.86	7	NoID
0.0	mzspec:MSV000084314:MSV000087368:scan:121561	0.85	7	NoID
0.01	mzspec:MSV000082433:M-453:scan:1287	0.84	8	NoID
0.0	mzspec:MSV000087368:07_242_pd:scan:2812	0.84	8	NoID
0.0	mzspec:MSV000087368:07_221_own:scan:3068	0.83	7	NoID
-0.0	mzspec:MSV000087368:07_243_own:scan:3055	0.83	7	NoID
0.0	mzspec:MSV000087368:07_223_pd:scan:2828	0.82	8	NoID
0.0	mzspec:MSV000087087:5556817:scan:1196	0.8	8	NoID
0.0	mzspec:MSV000084314:MSV000082433:scan:43187	0.79	6	NoID
-0.0	mzspec:MSV000087368:07_222_pd:scan:2832	0.77	7	NoID
-0.0	mzspec:MSV000088021:KB_2020_37:scan:1739	0.75	7	NoID
-0.0	mzspec:MSV000087368:07_122_own:scan:3063	0.75	7	NoID
-0.0	mzspec:MSV000082433:452:scan:1299	0.74	7	NoID
0.0	mzspec:MSV000084314:MSV000087728:scan:326694	0.74	6	NoID
0.0	mzspec:MSV000087368:07_241_pd:scan:2816	0.73	7	NoID
-0.0	mzspec:MSV000082331:F2_swab_blank:scan:3005	0.72	7	NoID
0.0	mzspec:MSV000087087:5556637:scan:1200	0.71	7	NoID
0.0	mzspec:MSV000087368:07_243_pd:scan:2811	0.71	7	NoID
-0.0	mzspec:MSV000088021:KB_2020_148:scan:1668	0.7	6	NoID
