USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000209570	CCMSLIB00000209570	0.97	5	Massbank:EA256103 Gabapentin|1-(Aminomethyl)cyclohexaneacetic acid| 2-[1-(aminomethyl)cyclohexyl]acetic acid	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005755116	CCMSLIB00005755116	0.91	5	Massbank:TUE00341 Gabapentin	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000209572	CCMSLIB00000209572	0.91	5	Massbank:EA256104 Gabapentin|1-(Aminomethyl)cyclohexaneacetic acid| 2-[1-(aminomethyl)cyclohexyl]acetic acid	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000209586	CCMSLIB00000209586	0.9	5	Massbank:EA256111 Gabapentin|1-(Aminomethyl)cyclohexaneacetic acid| 2-[1-(aminomethyl)cyclohexyl]acetic acid	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000209588	CCMSLIB00000209588	0.9	5	Massbank:EA256112 Gabapentin|1-(Aminomethyl)cyclohexaneacetic acid| 2-[1-(aminomethyl)cyclohexyl]acetic acid	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000209584	CCMSLIB00000209584	0.9	5	Massbank:EA256110 Gabapentin|1-(Aminomethyl)cyclohexaneacetic acid| 2-[1-(aminomethyl)cyclohexyl]acetic acid	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000209574	CCMSLIB00000209574	0.9	5	Massbank:EA256105 Gabapentin|1-(Aminomethyl)cyclohexaneacetic acid| 2-[1-(aminomethyl)cyclohexyl]acetic acid	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000209590	CCMSLIB00000209590	0.89	5	Massbank:EA256113 Gabapentin|1-(Aminomethyl)cyclohexaneacetic acid| 2-[1-(aminomethyl)cyclohexyl]acetic acid	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000209576	CCMSLIB00000209576	0.89	5	Massbank:EA256106 Gabapentin|1-(Aminomethyl)cyclohexaneacetic acid| 2-[1-(aminomethyl)cyclohexyl]acetic acid	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000209578	CCMSLIB00000209578	0.89	5	Massbank:EA256107 Gabapentin|1-(Aminomethyl)cyclohexaneacetic acid| 2-[1-(aminomethyl)cyclohexyl]acetic acid	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005755138	CCMSLIB00005755138	0.85	5	Massbank:TUE00342 Gabapentin	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005775299	CCMSLIB00005775299	0.77	5	Massbank:AU167806 Gabapentin|2-[1-(aminomethyl)cyclohexyl]acetic acid	M+H	1
