file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G83188_1x_BG10_01_20235	-0.02	mzspec:MSV000084900:G83188_1x_BG10_01_20235:scan:1941	1	0.85	5	MSV000084900	NoID	MSV000084900	G83188_1x_BG10_01_20235.mzXML	cacoa
mzspec:MSV000084900:G79221_2x_5ul_RD12_01_19160	-0.0	mzspec:MSV000084900:G79221_2x_5ul_RD12_01_19160:scan:1946	1	0.81	5	MSV000084900	NoID	MSV000084900	G79221_2x_5ul_RD12_01_19160.mzXML	complex
mzspec:MSV000084900:G75699_rerun_2_BD7_01_18710	0.0	mzspec:MSV000084900:G75699_rerun_2_BD7_01_18710:scan:1947	1	0.79	5	MSV000084900	NoID	MSV000084900	G75699_rerun_2_BD7_01_18710.mzXML	beef
mzspec:MSV000084900:G79523_1x_5ul_RA5_01_19786	-0.02	mzspec:MSV000084900:G79523_1x_5ul_RA5_01_19786:scan:1960	1	0.79	5	MSV000084900	NoID	MSV000084900	G79523_1x_5ul_RA5_01_19786.mzXML	supplement
mzspec:MSV000084900:G79495_1x_10ul_RA4_01_19772	0.0	mzspec:MSV000084900:G79495_1x_10ul_RA4_01_19772:scan:1940	1	0.77	5	MSV000084900	NoID	MSV000084900	G79495_1x_10ul_RA4_01_19772.mzXML	complex
mzspec:MSV000084900:G79494_1x_10ul_RF8_01_19883	-0.01	mzspec:MSV000084900:G79494_1x_10ul_RF8_01_19883:scan:1944	1	0.77	5	MSV000084900	NoID	MSV000084900	G79494_1x_10ul_RF8_01_19883.mzXML	complex
mzspec:MSV000084900:G79493_1x_10ul_RE8_01_19836	-0.03	mzspec:MSV000084900:G79493_1x_10ul_RE8_01_19836:scan:1946	1	0.76	5	MSV000084900	NoID	MSV000084900	G79493_1x_10ul_RE8_01_19836.mzXML	complex
mzspec:MSV000084900:G79496_1x_10ul_RE4_01_19831	-0.02	mzspec:MSV000084900:G79496_1x_10ul_RE4_01_19831:scan:1944	1	0.74	5	MSV000084900	NoID	MSV000084900	G79496_1x_10ul_RE4_01_19831.mzXML	complex
mzspec:MSV000084900:G79491_1x_10ul_RB3_01_19784	-0.02	mzspec:MSV000084900:G79491_1x_10ul_RB3_01_19784:scan:1940	1	0.74	5	MSV000084900	NoID	MSV000084900	G79491_1x_10ul_RB3_01_19784.mzXML	complex
mzspec:MSV000084900:G75655_5x_rerun_BH5_01_19405	-0.0	mzspec:MSV000084900:G75655_5x_rerun_BH5_01_19405:scan:1933	1	0.74	5	MSV000084900	NoID	MSV000084900	G75655_5x_rerun_BH5_01_19405.mzXML	chicken
