USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009940914	CCMSLIB00009940914	0.98	6	Suspect related to 9-Oxo-10E,12Z,15Z-octadecatrienoic acid (predicted molecular formula: C13H22O2) with delta m/z -82.042 (putative explanation: NHS-Diazirine crosslinker (reverse)|nan (reverse); atomic difference: -5C,-6H,-1O|-5C,-6H,-1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009990142	CCMSLIB00009990142	0.98	6	Suspect related to Spectral Match to 9-OxoOTrE from NIST14 (predicted molecular formula: C13H22O2) with delta m/z -82.042 (putative explanation: NHS-Diazirine crosslinker (reverse)|nan (reverse); atomic difference: -5C,-6H,-1O|-5C,-6H,-1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009978716	CCMSLIB00009978716	0.86	5	Suspect related to Palmitic acid alkyne (predicted molecular formula: C13H22O2) with delta m/z -42.047 (putative explanation: Deisopropylation, depropylation, dealkylation|Leu/Ile->Ala substitution|Val->Gly substitution; atomic difference: -3C,-6H|-3C,-6H|-3C,-6H)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009979081	CCMSLIB00009979081	0.81	5	Suspect related to Perillaldehyde (predicted molecular formula: unknown) with delta m/z 24.0 (putative explanation: unspecified; atomic difference: 2C)	[M+H+H2O]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009968657	CCMSLIB00009968657	0.79	5	Suspect related to NCGC00169769-02_C15H22O2_2-Naphthaleneacetic acid, 1,2,3,5,6,7,8,8a-octahydro-8,8a-dimethyl-alpha-methylene-, (2R,8S,8aR)- (predicted molecular formula: C12H16O2) with delta m/z -42.047 (putative explanation: Deisopropylation, depropylation, dealkylation|Leu/Ile->Ala substitution|Val->Gly substitution; atomic difference: -3C,-6H|-3C,-6H|-3C,-6H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009947061	CCMSLIB00009947061	0.78	5	Suspect related to Empenthrin (predicted molecular formula: unknown) with delta m/z -26.015 (putative explanation: Alkyl loss (typically partial loss from ring)|Pro->Ala substitution; atomic difference: -2C,-2H|-2C,-2H)	[M-C4H8+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009964879	CCMSLIB00009964879	0.78	5	Suspect related to Methyl jasmonate (predicted molecular formula: C12H16O2) with delta m/z -32.026 (putative explanation: nan (reverse); atomic difference: -1C,-4H,-1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009981464	CCMSLIB00009981464	0.78	5	Suspect related to S-Hydroprene (predicted molecular formula: unknown) with delta m/z -10.021 (putative explanation: Pro->Ser substitution; atomic difference: -2C,-2H,1O)	[M-C2H8O2+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009951333	CCMSLIB00009951333	0.76	5	Suspect related to Linoleic acid methyl ester (predicted molecular formula: unknown) with delta m/z -52.068 (putative explanation: unspecified; atomic difference: unspecified)	[M-CH6O2+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009932604	CCMSLIB00009932604	0.76	5	Suspect related to 17-Octadecynoic acid (predicted molecular formula: C13H24O3) with delta m/z -52.068 (putative explanation: unspecified; atomic difference: unspecified)	[M-2H2O+H]+	1
