USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010004139	CCMSLIB00010004139	1.0	7	Suspect related to cis-13-Eicosenoic acid (predicted molecular formula: C14H26O2) with delta m/z -84.094 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009933121	CCMSLIB00009933121	0.94	6	Suspect related to 2,4,7,9-Tetramethyl-5-decyne-4,7-diol (predicted molecular formula: unknown) with delta m/z -17.026 (putative explanation: Isopeptide bond formation with loss of ammonia|Loss of ammonia|Pyro-glu from Q; atomic difference: -3H,-1N|-3H,-1N|-3H,-1N)	[M+NH4]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009932653	CCMSLIB00009932653	0.87	6	Suspect related to 17-Octadecynoic acid (predicted molecular formula: C14H28O3) with delta m/z -36.037 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009951351	CCMSLIB00009951351	0.85	6	Suspect related to Linolenic acid ethyl ester (predicted molecular formula: C14H26O2) with delta m/z -80.062 (putative explanation: nan (reverse); atomic difference: -6C,-8H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009964884	CCMSLIB00009964884	0.8	6	Suspect related to Methyl jasmonate (predicted molecular formula: C14H26O2) with delta m/z 2.05 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009977694	CCMSLIB00009977694	0.79	6	Suspect related to Oleic acid methyl ester (predicted molecular formula: unknown) with delta m/z -38.053 (putative explanation: unspecified; atomic difference: unspecified)	[M-CH4O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009976081	CCMSLIB00009976081	0.78	5	Suspect related to NCGC00385642-01!1,4-dihydroxyheptadec-16-en-2-yl acetate [IIN-based: Match] (predicted molecular formula: C14H28O3) with delta m/z -84.058 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009949251	CCMSLIB00009949251	0.78	5	Suspect related to Hexadecanedioic acid (predicted molecular formula: C14H28O3) with delta m/z -42.01 (putative explanation: Glu->Ser substitution|Hydrolysis, deacetylation; atomic difference: -2C,-2H,-1O|-2C,-2H,-1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009997974	CCMSLIB00009997974	0.76	5	Suspect related to Spectral Match to Pinolenic acid from NIST14 (predicted molecular formula: C14H26O2) with delta m/z -52.03 (putative explanation: nan (reverse); atomic difference: -4C,-4H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009929654	CCMSLIB00009929654	0.74	5	Suspect related to 1-Palmitoyl-2-linoleoyl-rac-glycerol (predicted molecular formula: unknown) with delta m/z -36.037 (putative explanation: unspecified; atomic difference: unspecified)	[M-C19H38O4+H]+	1
