file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G75120_5x_rerun_14ul_RC6_01_19592	0.01	mzspec:MSV000084900:G75120_5x_rerun_14ul_RC6_01_19592:scan:877	1	0.81	8	MSV000084900	NoID	MSV000084900	G75120_5x_rerun_14ul_RC6_01_19592.mzXML	complex
mzspec:MSV000084900:G86764_1x_RA12_01_21738	-0.0	mzspec:MSV000084900:G86764_1x_RA12_01_21738:scan:838	1	0.8	5	MSV000084900	NoID	MSV000084900	G86764_1x_RA12_01_21738.mzXML	Chlamydomonas reinhardtii
mzspec:MSV000084900:G79523_1x_5ul_RA5_01_19786	0.02	mzspec:MSV000084900:G79523_1x_5ul_RA5_01_19786:scan:890	1	0.79	8	MSV000084900	NoID	MSV000084900	G79523_1x_5ul_RA5_01_19786.mzXML	supplement
mzspec:MSV000084900:G79221_2x_5ul_RD12_01_19160	0.01	mzspec:MSV000084900:G79221_2x_5ul_RD12_01_19160:scan:878	1	0.78	6	MSV000084900	NoID	MSV000084900	G79221_2x_5ul_RD12_01_19160.mzXML	complex
mzspec:MSV000084900:G73979_1x_BF5_01_20217	0.0	mzspec:MSV000084900:G73979_1x_BF5_01_20217:scan:873	1	0.77	6	MSV000084900	NoID	MSV000084900	G73979_1x_BF5_01_20217.mzXML	plant
mzspec:MSV000084900:G79667_5x_10ul_RG10_01_19564	-0.0	mzspec:MSV000084900:G79667_5x_10ul_RG10_01_19564:scan:873	1	0.76	5	MSV000084900	NoID	MSV000084900	G79667_5x_10ul_RG10_01_19564.mzXML	cucumber
mzspec:MSV000084900:G73481_1x_10ul_RA10_01_19789	0.0	mzspec:MSV000084900:G73481_1x_10ul_RA10_01_19789:scan:873	1	0.76	5	MSV000084900	NoID	MSV000084900	G73481_1x_10ul_RA10_01_19789.mzXML	soda
mzspec:MSV000084900:G75240_BH11_01_19059	0.0	mzspec:MSV000084900:G75240_BH11_01_19059:scan:878	1	0.75	7	MSV000084900	NoID	MSV000084900	G75240_BH11_01_19059.mzXML	halibut
mzspec:MSV000084900:G73458_2x_RH10_01_19429	0.0	mzspec:MSV000084900:G73458_2x_RH10_01_19429:scan:877	1	0.75	6	MSV000084900	NoID	MSV000084900	G73458_2x_RH10_01_19429.mzXML	apricot
mzspec:MSV000084900:G79521_1x_BC2_01_20158	-0.0	mzspec:MSV000084900:G79521_1x_BC2_01_20158:scan:842	1	0.74	7	MSV000084900	NoID	MSV000084900	G79521_1x_BC2_01_20158.mzXML	complex
mzspec:MSV000084900:G75654_5x_rerun_BH4_01_19404	0.0	mzspec:MSV000084900:G75654_5x_rerun_BH4_01_19404:scan:865	1	0.74	7	MSV000084900	NoID	MSV000084900	G75654_5x_rerun_BH4_01_19404.mzXML	ham
mzspec:MSV000084900:G75148_2x_RF8_01_19186	0.0	mzspec:MSV000084900:G75148_2x_RF8_01_19186:scan:861	1	0.74	7	MSV000084900	NoID	MSV000084900	G75148_2x_RF8_01_19186.mzXML	multivitamin
mzspec:MSV000084900:G75635_2x_RE9_01_19172	0.0	mzspec:MSV000084900:G75635_2x_RE9_01_19172:scan:871	1	0.74	7	MSV000084900	NoID	MSV000084900	G75635_2x_RE9_01_19172.mzXML	complex
mzspec:MSV000084900:G79732_5x_rerun_10ul_RB8_01_19588	0.0	mzspec:MSV000084900:G79732_5x_rerun_10ul_RB8_01_19588:scan:873	1	0.74	5	MSV000084900	NoID	MSV000084900	G79732_5x_rerun_10ul_RB8_01_19588.mzXML	yogurt_cow
mzspec:MSV000084900:G79220_2x_RH12_01_19432	0.0	mzspec:MSV000084900:G79220_2x_RH12_01_19432:scan:851	1	0.74	5	MSV000084900	NoID	MSV000084900	G79220_2x_RH12_01_19432.mzXML	egg_poultry
mzspec:MSV000084900:G79663_5x_rerun_10ul_RA10_01_19586	0.0	mzspec:MSV000084900:G79663_5x_rerun_10ul_RA10_01_19586:scan:874	1	0.73	6	MSV000084900	NoID	MSV000084900	G79663_5x_rerun_10ul_RA10_01_19586.mzXML	bonito
mzspec:MSV000084900:G79495_1x_10ul_RA4_01_19772	0.0	mzspec:MSV000084900:G79495_1x_10ul_RA4_01_19772:scan:870	1	0.72	7	MSV000084900	NoID	MSV000084900	G79495_1x_10ul_RA4_01_19772.mzXML	complex
mzspec:MSV000084900:G79165_5x_rerun_14ul_RE10_01_19593	0.0	mzspec:MSV000084900:G79165_5x_rerun_14ul_RE10_01_19593:scan:869	1	0.72	7	MSV000084900	NoID	MSV000084900	G79165_5x_rerun_14ul_RE10_01_19593.mzXML	cream
mzspec:MSV000084900:G75254_BG11_01_19044	0.0	mzspec:MSV000084900:G75254_BG11_01_19044:scan:878	1	0.72	7	MSV000084900	NoID	MSV000084900	G75254_BG11_01_19044.mzXML	snapper, meat
mzspec:MSV000084900:G75256_rerun_BC10_01_19078	-0.0	mzspec:MSV000084900:G75256_rerun_BC10_01_19078:scan:876	1	0.72	6	MSV000084900	NoID	MSV000084900	G75256_rerun_BC10_01_19078.mzXML	salmon
mzspec:MSV000084900:G87392_RF6_01_26179	0.0	mzspec:MSV000084900:G87392_RF6_01_26179:scan:870	1	0.72	6	MSV000084900	NoID	MSV000084900	G87392_RF6_01_26179.mzXML	chicken
mzspec:MSV000084900:G79709_5x_10ul_RH11_01_19579	-0.0	mzspec:MSV000084900:G79709_5x_10ul_RH11_01_19579:scan:876	1	0.72	6	MSV000084900	NoID	MSV000084900	G79709_5x_10ul_RH11_01_19579.mzXML	carrot
mzspec:MSV000084900:G72720_BG12_01_18752	0.0	mzspec:MSV000084900:G72720_BG12_01_18752:scan:872	1	0.72	5	MSV000084900	NoID	MSV000084900	G72720_BG12_01_18752.mzXML	complex
mzspec:MSV000084900:G79252_rerun_BD12_01_18713	-0.0	mzspec:MSV000084900:G79252_rerun_BD12_01_18713:scan:872	1	0.71	8	MSV000084900	NoID	MSV000084900	G79252_rerun_BD12_01_18713.mzXML	pork
