USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009985813	CCMSLIB00009985813	0.98	8	Suspect related to Spectral Match to 1-Linoleoylglycerol from NIST14 (predicted molecular formula: C22H41NO2) with delta m/z -2.964 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009988288	CCMSLIB00009988288	0.95	7	Suspect related to Spectral Match to 13(S)-HODE methyl ester from NIST14 (predicted molecular formula: C22H43NO3) with delta m/z 59.074 (putative explanation: unspecified; atomic difference: 3C,9H,N)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009929700	CCMSLIB00009929700	0.95	6	Suspect related to 1-Palmitoyl-2-linoleoyl-rac-glycerol (predicted molecular formula: unknown) with delta m/z 89.084 (putative explanation: unspecified; atomic difference: unspecified)	[M-C19H38O4+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009988657	CCMSLIB00009988657	0.94	7	Suspect related to Spectral Match to 14,15-EE-(8Z)-E from NIST14 (predicted molecular formula: C22H43NO3) with delta m/z 45.058 (putative explanation: unspecified; atomic difference: 2C,7H,1N)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010004119	CCMSLIB00010004119	0.94	7	Suspect related to cis-13-Docosenoic acid (predicted molecular formula: C22H43NO3) with delta m/z 30.996 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009989639	CCMSLIB00009989639	0.93	6	Suspect related to Spectral Match to 9(10)-EpOME from NIST14 (predicted molecular formula: C22H43NO3) with delta m/z 73.089 (putative explanation: unspecified; atomic difference: 4C,11H,1N)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009931200	CCMSLIB00009931200	0.93	6	Suspect related to 11-Hydroxy-12E,14Z-eicosadienoic acid (predicted molecular formula: C22H43NO3) with delta m/z 45.058 (putative explanation: unspecified; atomic difference: 2C,7H,1N)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009941303	CCMSLIB00009941303	0.92	6	Suspect related to 9Z,11E,13E-Octadecatrienoic acid methyl ester (predicted molecular formula: C22H41NO2) with delta m/z 59.074 (putative explanation: unspecified; atomic difference: 3C,9H,N)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009990347	CCMSLIB00009990347	0.88	5	Suspect related to Spectral Match to 9Z,11E,13E-Octadecatrienoic acid methyl ester from NIST14 (predicted molecular formula: C22H41NO2) with delta m/z 59.074 (putative explanation: unspecified; atomic difference: 3C,9H,N)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009928835	CCMSLIB00009928835	0.88	6	Suspect related to 1-Monolinoleoyl-rac-glycerol (predicted molecular formula: unknown) with delta m/z 89.084 (putative explanation: unspecified; atomic difference: unspecified)	[M-C3H8O3+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009946473	CCMSLIB00009946473	0.88	7	Suspect related to Docosatrienoic acid (predicted molecular formula: C22H41NO2) with delta m/z 17.027 (putative explanation: replacement of proton with ammonium ion; atomic difference: 3H,1N)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009932153	CCMSLIB00009932153	0.88	7	Suspect related to 15-Hydroxy-11Z,13E-eicosadienoic acid (predicted molecular formula: C22H41NO2) with delta m/z 45.058 (putative explanation: unspecified; atomic difference: 2C,7H,1N)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009989465	CCMSLIB00009989465	0.87	6	Suspect related to Spectral Match to 9(10)-EpOME from NIST14 (predicted molecular formula: C22H41NO2) with delta m/z 55.079 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009988112	CCMSLIB00009988112	0.87	6	Suspect related to Spectral Match to 12(13)-Epoxy-9Z-octadecenoic acid from NIST14 (predicted molecular formula: C22H43NO3) with delta m/z 73.089 (putative explanation: unspecified; atomic difference: 4C,11H,1N)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009941849	CCMSLIB00009941849	0.87	6	Suspect related to Aleuritic acid (predicted molecular formula: C22H43NO3) with delta m/z 101.12 (putative explanation: unspecified; atomic difference: unspecified)	[M-3H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009988681	CCMSLIB00009988681	0.87	6	Suspect related to Spectral Match to 15-HEDE from NIST14 (predicted molecular formula: C22H43NO3) with delta m/z 45.058 (putative explanation: unspecified; atomic difference: 2C,7H,1N)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009940295	CCMSLIB00009940295	0.87	6	Suspect related to 9(10)-Epoxy-12Z-octadecenoic acid (predicted molecular formula: C22H41NO2) with delta m/z 73.089 (putative explanation: unspecified; atomic difference: 4C,11H,1N)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009946120	CCMSLIB00009946120	0.87	7	Suspect related to Dihomo-.gamma.-linolenic acid methyl ester (predicted molecular formula: C22H41NO2) with delta m/z 31.042 (putative explanation: Pro->Lys substitution|unspecified; atomic difference: 1C,5H,1N|1C,5H,1N)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009931990	CCMSLIB00009931990	0.86	6	Suspect related to 13[(2R,3S)-3-Pentyloxiranyl]-8Z-tridecenoic acid (predicted molecular formula: C22H43NO3) with delta m/z 45.058 (putative explanation: unspecified; atomic difference: 2C,7H,1N)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009931887	CCMSLIB00009931887	0.86	6	Suspect related to 13S-Hydroxy-9Z,11E-octadecadienoic acid, methyl ester (predicted molecular formula: C22H43NO3) with delta m/z 59.074 (putative explanation: unspecified; atomic difference: 3C,9H,N)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009973199	CCMSLIB00009973199	0.83	5	Suspect related to NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585] (predicted molecular formula: C20H43N4O3) with delta m/z 73.089 (putative explanation: unspecified; atomic difference: 4C,11H,1N)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009928880	CCMSLIB00009928880	0.82	5	Suspect related to 1-Monolinoleoyl-rac-glycerol (predicted molecular formula: C22H43NO3) with delta m/z 15.048 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009979647	CCMSLIB00009979647	0.8	6	Suspect related to Phytomonic acid (predicted molecular formula: C22H41NO2) with delta m/z 55.039 (putative explanation: unspecified|Met->Trp substitution; atomic difference: 3C,5H,1N|6C,1H,1N,-1S)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009995719	CCMSLIB00009995719	0.8	6	Suspect related to Spectral Match to Monoelaidin from NIST14 (predicted molecular formula: C22H43NO3) with delta m/z 13.032 (putative explanation: Asp->Gln substitution|Michael addition with methylamine; atomic difference: 1C,3H,1N,-1O|1C,3H,1N,-1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009949238	CCMSLIB00009949238	0.78	5	Suspect related to Hexadecanedioic acid (predicted molecular formula: C20H43N4O3) with delta m/z 101.12 (putative explanation: unspecified; atomic difference: unspecified)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009976146	CCMSLIB00009976146	0.76	5	Suspect related to NCGC00385642-01!1,4-dihydroxyheptadec-16-en-2-yl acetate [IIN-based: Match] (predicted molecular formula: C22H43NO3) with delta m/z 41.063 (putative explanation: Ser->Lys substitution; atomic difference: 3C,7H,1N,-1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009940098	CCMSLIB00009940098	0.76	5	Suspect related to 8Z,11Z,14Z-Eicosatrienoic acid, ethyl ester (predicted molecular formula: C22H41NO2) with delta m/z 17.027 (putative explanation: replacement of proton with ammonium ion; atomic difference: 3H,1N)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009930965	CCMSLIB00009930965	0.74	5	Suspect related to 10E,12Z-octadecadienoic acid (predicted molecular formula: C22H41NO2) with delta m/z 71.073 (putative explanation: Cys alkylation by dimethylaminoethyl halide|Deoxyhypusine|Gly->Lys substitution|unspecified; atomic difference: 4C,9H,1N|4C,9H,1N|4C,9H,1N|4C,9H,1N)	[M+H]+	1
