file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxaname_alternative	Taxa_NCBI	Taxa_Assigment	ReDU_Availability	Blank	QC
mzspec:MSV000088690:10021903	0.0	mzspec:MSV000088690:10021903:scan:1873	1	0.84	7	MSV000088690	NoID	MSV000088690/peak/10021903.mzML	MSV000088690/10021903.mzML	MSV000088690	Fungi		4751	automatic	No	No	No
mzspec:MSV000088691:10021903	0.0	mzspec:MSV000088691:10021903:scan:1873	1	0.84	7	MSV000088691	NoID	MSV000088691/peak/10021903.mzML	MSV000088691/10021903.mzML	MSV000088691	Fungi		4751	automatic	No	No	No
mzspec:MSV000088690:10021902	0.04	mzspec:MSV000088690:10021902:scan:2287	1	0.82	7	MSV000088690	NoID	MSV000088690/peak/10021902.mzXML	MSV000088690/10021902.mzXML	MSV000088690	Fungi		4751	automatic	No	No	No
mzspec:MSV000088691:10021902	0.04	mzspec:MSV000088691:10021902:scan:2287	1	0.82	7	MSV000088691	NoID	MSV000088691/peak/10021902.mzXML	MSV000088691/10021902.mzXML	MSV000088691	Fungi		4751	automatic	No	No	No
mzspec:MSV000083835:36	0.0	mzspec:MSV000083835:36:scan:2852	1	0.8	7	MSV000083835	NoID	MSV000083835/ccms_peak/EtOAc_Pos_RAW/36.mzML	MSV000083835/36.mzML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000086109:BD11_BD11_02_57022	-0.02	mzspec:MSV000086109:BD11_BD11_02_57022:scan:413	1	0.79	6	MSV000086109	NoID	MSV000086109/ccms_peak/DATA_mzXML/BD11_BD11_02_57022.mzML	MSV000086109/BD11_BD11_02_57022.mzML	MSV000086109	Cyanobacteria		1117	automatic	No	No	No
mzspec:MSV000086109:BD11_BD11_01_57021	-0.02	mzspec:MSV000086109:BD11_BD11_01_57021:scan:414	1	0.79	6	MSV000086109	NoID	MSV000086109/peak/DATA_mzXML/BD11_BD11_01_57021.mzXML	MSV000086109/BD11_BD11_01_57021.mzXML	MSV000086109	Cyanobacteria		1117	automatic	No	No	No
mzspec:MSV000090000:150914_PMA_P2_A08	-0.04	mzspec:MSV000090000:150914_PMA_P2_A08:scan:1941	1	0.79	6	MSV000090000	NoID	MSV000090000/peak/P2_pos/150914_PMA_P2_A08.mzXML	MSV000090000/150914_PMA_P2_A08.mzXML	MSV000090000	Epicoccum nigrum		105696	automatic	Yes	No	No
mzspec:MSV000086109:BB3_BB3_02_57130	-0.02	mzspec:MSV000086109:BB3_BB3_02_57130:scan:370	1	0.78	7	MSV000086109	NoID	MSV000086109/ccms_peak/DATA_mzXML/BB3_BB3_02_57130.mzML	MSV000086109/BB3_BB3_02_57130.mzML	MSV000086109	Cyanobacteria		1117	automatic	No	No	No
mzspec:MSV000083835:27	0.0	mzspec:MSV000083835:27:scan:3836	1	0.78	6	MSV000083835	NoID	MSV000083835/peak/MeOH_Neg_mzML/27.mzML	MSV000083835/27.mzML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000083835:26	0.0	mzspec:MSV000083835:26:scan:3828	1	0.78	6	MSV000083835	NoID	MSV000083835/peak/MeOH_Neg_mzML/26.mzML	MSV000083835/26.mzML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000083835:34	0.0	mzspec:MSV000083835:34:scan:3732	1	0.78	6	MSV000083835	NoID	MSV000083835/peak/EtOAc_Neg_mzML/34.mzML	MSV000083835/34.mzML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000083523:Triple_seed_1_5_days_inicio_raiz	0.0	mzspec:MSV000083523:Triple_seed_1_5_days_inicio_raiz:scan:1695	1	0.78	6	MSV000083523	NoID	MSV000083523/updates/2019-03-13_camolsan_96533cfb/peak/Triple_seed_1_5_days_inicio_raiz.mzXML	MSV000083523/Triple_seed_1_5_days_inicio_raiz.mzXML	MSV000083523	Bacteria		2	automatic	No	No	No
mzspec:MSV000083523:Triple_seed_2_5_days_inicio_raiz	0.0	mzspec:MSV000083523:Triple_seed_2_5_days_inicio_raiz:scan:2224	1	0.78	6	MSV000083523	NoID	MSV000083523/updates/2019-03-13_camolsan_96533cfb/peak/Triple_seed_2_5_days_inicio_raiz.mzXML	MSV000083523/Triple_seed_2_5_days_inicio_raiz.mzXML	MSV000083523	Bacteria		2	automatic	No	No	No
mzspec:MSV000083835:33	0.0	mzspec:MSV000083835:33:scan:3807	1	0.78	6	MSV000083835	NoID	MSV000083835/peak/EtOAc_Neg_mzML/33.mzML	MSV000083835/33.mzML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000086109:BE7_BE7_01_57069	-0.02	mzspec:MSV000086109:BE7_BE7_01_57069:scan:406	1	0.77	7	MSV000086109	NoID	MSV000086109/ccms_peak/DATA_mzXML/BE7_BE7_01_57069.mzML	MSV000086109/BE7_BE7_01_57069.mzML	MSV000086109	Cyanobacteria		1117	automatic	No	No	No
mzspec:MSV000083835:28	0.0	mzspec:MSV000083835:28:scan:4295	1	0.77	6	MSV000083835	NoID	MSV000083835/peak/MeOH_Neg_mzML/28.mzML	MSV000083835/28.mzML	MSV000083835	Streptomyces		1883	automatic	No	No	No
