USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009964696	CCMSLIB00009964696	0.91	6	Suspect related to Methyl 12-hydroxystearate (predicted molecular formula: C21H40O5) with delta m/z 58.005 (putative explanation: Ala->Glu substitution|Gly->Asp substitution|Iodoacetic acid derivative|unspecified|unspecified; atomic difference: 2C,2H,2O|2C,2H,2O|2C,2H,2O|2C,2H,2O|3N,1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009929157	CCMSLIB00009929157	0.88	6	Suspect related to 1-Oleoyl-2-palmitoyl-rac-glycerol (predicted molecular formula: unknown) with delta m/z 15.995 (putative explanation: Ala->Ser substitution|Oxidation or Hydroxylation|Phe->Tyr substitution; atomic difference: 1O|1O|1O)	[M-C16H32O2+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010004121	CCMSLIB00010004121	0.88	6	Suspect related to cis-13-Docosenoic acid (predicted molecular formula: C21H38O4) with delta m/z 33.963 (putative explanation: Chlorination of tyrosine residues; atomic difference: 1Cl,-1H)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010003940	CCMSLIB00010003940	0.88	6	Suspect related to cis-11-Eicosenoic acid (predicted molecular formula: C21H38O4) with delta m/z 62.0 (putative explanation: unspecified; atomic difference: 1C,2H,3O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009977619	CCMSLIB00009977619	0.88	6	Suspect related to Oleic acid (predicted molecular formula: C21H38O4) with delta m/z 90.031 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009947262	CCMSLIB00009947262	0.88	6	Suspect related to Erucamide (predicted molecular formula: C21H38O4) with delta m/z 16.941 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010007127	CCMSLIB00010007127	0.88	6	Suspect related to trans-Vaccenic acid (predicted molecular formula: C21H38O4) with delta m/z 72.021 (putative explanation: unspecified|Dihydroxy methylglyoxal adduct|Gly->Glu substitution|carboxyethyl|methylglyoxal-derived carboxyethyllysine; atomic difference: 1C,2H,3N,1O|3C,4H,2O|3C,4H,2O|3C,4H,2O|3C,4H,2O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009954206	CCMSLIB00009954206	0.87	6	Suspect related to Massbank:EQ331603 Linoleic acid|(9Z,12Z)-octadeca-9,12-dienoic acid (predicted molecular formula: C21H38O4) with delta m/z 74.035 (putative explanation: unspecified|unspecified; atomic difference: 1C,4H,3N,1O|3C,6H,2O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009996172	CCMSLIB00009996172	0.86	6	Suspect related to Spectral Match to Monopalmitolein (9c) from NIST14 (predicted molecular formula: C21H40O5) with delta m/z 44.026 (putative explanation: Ethanolation|Gly->Thr substitution|PEG repeat unit|unspecified; atomic difference: 2C,4H,1O|2C,4H,1O|2C,4H,1O|2H,3N)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009965684	CCMSLIB00009965684	0.86	6	Suspect related to Monopalmitolein (9c) (predicted molecular formula: C21H40O5) with delta m/z 44.026 (putative explanation: Ethanolation|Gly->Thr substitution|PEG repeat unit|unspecified; atomic difference: 2C,4H,1O|2C,4H,1O|2C,4H,1O|2H,3N)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009932408	CCMSLIB00009932408	0.86	6	Suspect related to 16-Hydroxyhexadecanoic acid (predicted molecular formula: C21H40O5) with delta m/z 118.063 (putative explanation: unspecified; atomic difference: unspecified)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010004792	CCMSLIB00010004792	0.83	6	Suspect related to cis-Vaccenic acid (predicted molecular formula: C21H40O5) with delta m/z 90.031 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009977738	CCMSLIB00009977738	0.83	6	Suspect related to Oleic acid methyl ester (predicted molecular formula: unknown) with delta m/z 90.031 (putative explanation: unspecified; atomic difference: unspecified)	[M-CH4O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009927766	CCMSLIB00009927766	0.83	6	Suspect related to 1-(10Z-Heptadecenoyl)-sn-glycero-3-phospho-(1'-rac-glycerol) (predicted molecular formula: unknown) with delta m/z 30.011 (putative explanation: Ala->Thr substitution|Gly->Ser substitution|desmethylation + reduction of sulfoxide|formaldehyde induced modifications|hydroxymethyl; atomic difference: 1C,2H,1O|1C,2H,1O|1C,2H,1O|1C,2H,1O|1C,2H,1O)	[M-C3H9O6P+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009928515	CCMSLIB00009928515	0.82	5	Suspect related to 1-Linoleoyl-2-oleoyl-rac-glycerol (predicted molecular formula: C21H40NOS) with delta m/z -264.246 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009996367	CCMSLIB00009996367	0.8	5	Suspect related to Spectral Match to N-Cyclohexanecarbonylpentadecylamine from NIST14 (predicted molecular formula: C21H38O4) with delta m/z 16.941 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009988384	CCMSLIB00009988384	0.8	5	Suspect related to Spectral Match to 13-Docosenamide, (Z)- from NIST14 (predicted molecular formula: C21H38O4) with delta m/z 16.941 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009966492	CCMSLIB00009966492	0.8	5	Suspect related to N-Oleoylethanolamine (predicted molecular formula: C21H38O4) with delta m/z 28.978 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009964860	CCMSLIB00009964860	0.79	5	Suspect related to Methyl hexadec-9-enoate (predicted molecular formula: C21H38O4) with delta m/z 86.036 (putative explanation: 2-hydroxyisobutyrylation|Michael addition of hydroxymethylvinyl ketone to cysteine|transamidation of glycine ethyl ester to glutamine; atomic difference: 4C,6H,2O|4C,6H,2O|4C,6H,2O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010006934	CCMSLIB00010006934	0.78	6	Suspect related to trans-13-Octadecenoic acid (predicted molecular formula: C21H38O4) with delta m/z 72.021 (putative explanation: unspecified|Dihydroxy methylglyoxal adduct|Gly->Glu substitution|carboxyethyl|methylglyoxal-derived carboxyethyllysine; atomic difference: 1C,2H,3N,1O|3C,4H,2O|3C,4H,2O|3C,4H,2O|3C,4H,2O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009954105	CCMSLIB00009954105	0.78	5	Suspect related to Massbank:EQ331602 Linoleic acid|(9Z,12Z)-octadeca-9,12-dienoic acid (predicted molecular formula: C21H38O4) with delta m/z 74.035 (putative explanation: unspecified|unspecified; atomic difference: 1C,4H,3N,1O|3C,6H,2O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009946999	CCMSLIB00009946999	0.78	5	Suspect related to Elaidic acid (predicted molecular formula: unknown) with delta m/z 72.021 (putative explanation: unspecified|Dihydroxy methylglyoxal adduct|Gly->Glu substitution|carboxyethyl|methylglyoxal-derived carboxyethyllysine; atomic difference: 1C,2H,3N,1O|3C,4H,2O|3C,4H,2O|3C,4H,2O|3C,4H,2O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009981298	CCMSLIB00009981298	0.77	6	Suspect related to Ricinoleic acid methyl ester (predicted molecular formula: C21H40O5) with delta m/z 60.021 (putative explanation: unspecified|unspecified; atomic difference: 2C,4H,2O|2H,3N,1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009954242	CCMSLIB00009954242	0.76	5	Suspect related to Massbank:EQ331604 Linoleic acid|(9Z,12Z)-octadeca-9,12-dienoic acid (predicted molecular formula: C21H38O4) with delta m/z 74.035 (putative explanation: unspecified|unspecified; atomic difference: 1C,4H,3N,1O|3C,6H,2O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009965345	CCMSLIB00009965345	0.76	5	Suspect related to Monoelaidin (predicted molecular formula: C21H40O5) with delta m/z 15.995 (putative explanation: Ala->Ser substitution|Oxidation or Hydroxylation|Phe->Tyr substitution; atomic difference: 1O|1O|1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009927448	CCMSLIB00009927448	0.76	5	Suspect related to 1,2-Dioleoyl-sn-glycerol (predicted molecular formula: unknown) with delta m/z 15.995 (putative explanation: Ala->Ser substitution|Oxidation or Hydroxylation|Phe->Tyr substitution; atomic difference: 1O|1O|1O)	[M-C18H34O2+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009932313	CCMSLIB00009932313	0.73	6	Suspect related to 16,16-Dimethylprostaglandin E1 (predicted molecular formula: C21H38O4) with delta m/z -9.984 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009940139	CCMSLIB00009940139	0.73	6	Suspect related to 8Z,14Z-Eicosadienoic acid (predicted molecular formula: C21H38O4) with delta m/z 46.005 (putative explanation: formic acid adduct; atomic difference: 1C,2H,2O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009951102	CCMSLIB00009951102	0.73	6	Suspect related to Linoleic acid ethyl ester (predicted molecular formula: C21H38O4) with delta m/z 46.005 (putative explanation: formic acid adduct; atomic difference: 1C,2H,2O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009934953	CCMSLIB00009934953	0.72	5	Suspect related to 2-Linoleoylglycerol (predicted molecular formula: C21H40O5) with delta m/z 18.01 (putative explanation: Proline oxidation to 5-hydroxy-2-aminovaleric acid|water; atomic difference: 2H,1O|2H,1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009981392	CCMSLIB00009981392	0.7	5	Suspect related to Roccellaric acid (predicted molecular formula: C21H38O4) with delta m/z 28.031 (putative explanation: Acetaldehyde +28|Ala->Val substitution|Cys->Met substitution|Ethylation|di-Methylation; atomic difference: 2C,4H|2C,4H|2C,4H|2C,4H|2C,4H)	[M+H]+	1
