Delta Mass	USI	Cosine	Matching Peaks	Status
-0.0	mzspec:MSV000089313:Blank_Solvent_2:scan:2828	0.94	16	NoID
0.0	mzspec:MSV000089313:Blank_52_no_inj_20220423140724:scan:2897	0.93	16	NoID
0.0	mzspec:MSV000086314:P201_LCMSMS:scan:8137	0.93	16	NoID
0.0	mzspec:MSV000089313:Blank_Solvent_13:scan:2842	0.93	15	NoID
0.0	mzspec:MSV000089313:Blank_Solvent_14:scan:2847	0.92	15	NoID
0.0	mzspec:MSV000089313:Blank_Solvent_9:scan:2761	0.92	15	NoID
0.0	mzspec:MSV000089313:Blank_Solvent_17:scan:2835	0.92	15	NoID
0.0	mzspec:MSV000082582:69_Control_NLD_HC_3:scan:3809	0.92	15	NoID
0.0	mzspec:MSV000089313:Blank_Solvent_11:scan:2850	0.91	15	NoID
0.0	mzspec:MSV000082048:21_67:scan:3872	0.91	15	NoID
0.0	mzspec:MSV000089313:Blank_Solvent_15:scan:2854	0.91	15	NoID
0.0	mzspec:MSV000082582:Bedding_1_(7_17_17):scan:3881	0.91	14	NoID
0.0	mzspec:MSV000081949:Blk_no_inj_06:scan:4004	0.9	16	NoID
0.0	mzspec:MSV000089313:Blank_Solvent_18:scan:2861	0.9	15	NoID
0.0	mzspec:MSV000086270:Blank_Inj_P04_01:scan:2923	0.9	15	NoID
0.0	mzspec:MSV000082048:Wash_01_180130094012:scan:1328	0.89	16	NoID
0.0	mzspec:MSV000084092:L_C18_Polar_16_MS2_DF_25_02:scan:4431	0.89	15	NoID
0.0	mzspec:MSV000081364:L_C18_Polar_16_MS2_DF_25_02:scan:4431	0.89	15	NoID
0.0	mzspec:MSV000084092:MZmine2_NIST_1950_SRM_QE_LocalMini_MS2_9occurences:scan:262	0.89	15	NoID
0.0	mzspec:MSV000080628:Std_Mix_10:scan:2902	0.89	15	NoID
0.0	mzspec:MSV000089313:Blank_Solvent_29:scan:2877	0.89	15	NoID
0.0	mzspec:MSV000082048:20_75:scan:3851	0.89	14	NoID
