Delta Mass	USI	Cosine	Matching Peaks	Status
-0.0	mzspec:MSV000083320:99360:scan:2075	0.76	7	NoID
-0.0	mzspec:MSV000083320:99403:scan:2107	0.76	7	NoID
0.04	mzspec:MSV000083475:7G2_8_63_song-51-s014-a04:scan:1583	0.73	6	NoID
-0.0	mzspec:MSV000084314:MSV000083320:scan:97607	0.73	6	NoID
0.0	mzspec:MSV000080905:P5_EMP_87:scan:1625	0.72	7	NoID
-0.0	mzspec:MSV000083320:99415:scan:2073	0.72	6	NoID
-0.0	mzspec:MSV000083320:99332:scan:2136	0.71	6	NoID
-0.0	mzspec:MSV000083320:99512:scan:2216	0.71	5	NoID
0.0	mzspec:MSV000083320:99541:scan:2370	0.7	6	NoID
-0.0	mzspec:MSV000083320:99593:scan:2089	0.7	5	NoID
