Delta Mass	USI	Cosine	Matching Peaks	Status
-0.0	mzspec:MSV000080299:Control_P2_G06:scan:1240	0.97	7	NoID
-0.0	mzspec:MSV000080299:Bsub_P4_C12:scan:1233	0.97	7	NoID
-0.0	mzspec:MSV000080299:Control_P1_C08:scan:1250	0.97	7	NoID
-0.01	mzspec:MSV000080299:Control_P2_G09:scan:1227	0.96	7	NoID
-0.0	mzspec:MSV000080299:Bsub_P3_G07:scan:1231	0.96	6	NoID
-0.0	mzspec:MSV000080299:Control_P1_G07:scan:1261	0.96	6	NoID
-0.0	mzspec:MSV000080299:Control_P1_C09:scan:1235	0.96	6	NoID
-0.0	mzspec:MSV000080299:Control_P1_G11:scan:1235	0.96	6	NoID
-0.0	mzspec:MSV000080299:Bsub_P3_C07:scan:1234	0.96	6	NoID
-0.0	mzspec:MSV000080299:Bsub_P3_C10:scan:1232	0.96	6	NoID
-0.0	mzspec:MSV000080299:Control_P1_C10:scan:1234	0.96	6	NoID
-0.0	mzspec:MSV000080299:Control_P2_C08:scan:1238	0.96	6	NoID
-0.0	mzspec:MSV000080299:Control_P2_G12:scan:1234	0.95	7	NoID
0.0	mzspec:MSV000079714:group4_P2_F3:scan:1297	0.95	7	NoID
0.0	mzspec:MSV000079697:group4_P2_F3:scan:1297	0.95	7	NoID
-0.0	mzspec:MSV000080299:Control_P1_G06:scan:1237	0.95	7	NoID
0.0	mzspec:MSV000080299:Bsub_P4_G09:scan:1231	0.95	6	NoID
-0.0	mzspec:MSV000080299:Control_P2_C12:scan:1235	0.95	6	NoID
-0.0	mzspec:MSV000080299:Control_P2_C07:scan:1249	0.95	6	NoID
-0.0	mzspec:MSV000080299:Control_P2_G08:scan:1231	0.95	6	NoID
-0.0	mzspec:MSV000083320:99703:scan:1507	0.95	6	NoID
-0.0	mzspec:MSV000083320:99769:scan:1504	0.95	6	NoID
0.0	mzspec:MSV000083320:99370:scan:1539	0.95	6	NoID
-0.0	mzspec:MSV000080299:Bsub_P4_C08:scan:1239	0.95	6	NoID
-0.0	mzspec:MSV000083320:99733:scan:1507	0.95	6	NoID
-0.0	mzspec:MSV000080299:Bsub_P4_G07:scan:1239	0.95	6	NoID
-0.0	mzspec:MSV000080299:Bsub_P3_G09:scan:1228	0.95	6	NoID
-0.0	mzspec:MSV000080299:Control_P2_G10:scan:1246	0.95	6	NoID
0.0	mzspec:MSV000083320:99692:scan:1499	0.95	6	NoID
-0.0	mzspec:MSV000080299:Control_P1_G10:scan:1233	0.95	6	NoID
-0.0	mzspec:MSV000080299:Control_P1_C07:scan:1240	0.95	6	NoID
-0.0	mzspec:MSV000080299:Control_P1_C12:scan:1233	0.95	6	NoID
-0.0	mzspec:MSV000080299:Bsub_P4_G10:scan:1224	0.95	6	NoID
-0.0	mzspec:MSV000080299:Control_P2_C06:scan:1235	0.95	6	NoID
-0.0	mzspec:MSV000080299:Bsub_P3_G06:scan:1221	0.95	6	NoID
-0.0	mzspec:MSV000080299:Bsub_P3_G12:scan:1269	0.94	7	NoID
-0.0	mzspec:MSV000083320:99615:scan:1517	0.94	6	NoID
-0.0	mzspec:MSV000080299:Bsub_P3_C06:scan:1236	0.94	6	NoID
