USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009950924	CCMSLIB00009950924	1.0	6	Suspect related to Linoelaidic acid (predicted molecular formula: C13H24O2) with delta m/z -68.062 (putative explanation: Alkyl ring loss; atomic difference: -5C,-8H)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009950088	CCMSLIB00009950088	1.0	6	Suspect related to Kinoprene (predicted molecular formula: unknown) with delta m/z -26.015 (putative explanation: Alkyl loss (typically partial loss from ring)|Pro->Ala substitution; atomic difference: -2C,-2H|-2C,-2H)	[M-C3H6O2+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003135312	CCMSLIB00003135312	1.0	6	Spectral Match to 2-Butanone, 4-(2,6,6-trimethyl-2-cyclohexen-1-yl)- from NIST14	M+H-H2O	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009939391	CCMSLIB00009939391	0.95	5	Suspect related to 7,8-Dihydro-.alpha.-ionone (predicted molecular formula: C13H20) with delta m/z -18.011 (putative explanation: Dehydration|Pyro-glu from E|carbodiimide crosslinker; atomic difference: -2H,-1O|-2H,-1O|-2H,-1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003139754	CCMSLIB00003139754	0.95	5	Spectral Match to 2-Butanone, 4-(2,6,6-trimethyl-2-cyclohexen-1-yl)- from NIST14	M+H-H2O	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003134504	CCMSLIB00003134504	0.94	5	Spectral Match to 2-Butanone, 4-(2,6,6-trimethyl-2-cyclohexen-1-yl)- from NIST14	M+H-H2O	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009947534	CCMSLIB00009947534	0.94	5	Suspect related to Farnesal (predicted molecular formula: C13H20) with delta m/z -26.015 (putative explanation: Alkyl loss (typically partial loss from ring)|Pro->Ala substitution; atomic difference: -2C,-2H|-2C,-2H)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009979740	CCMSLIB00009979740	0.94	5	Suspect related to Pinolenic acid (predicted molecular formula: C13H20) with delta m/z -102.068 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009982703	CCMSLIB00009982703	0.94	5	Suspect related to Spectral Match to .omega.-3 Arachidonic acid from NIST14 (predicted molecular formula: C13H20) with delta m/z -128.086 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009938021	CCMSLIB00009938021	0.93	5	Suspect related to 5-Androstene-3.beta.,17.beta.-diol (predicted molecular formula: unknown) with delta m/z -23.999 (putative explanation: nan (reverse); atomic difference: -2C)	[M-C4H10O2+H]+	1
