file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxa_NCBI	ReDU_Availability	Blank	QC
mzspec:MSV000086644:137_MJB2407_6ul_BC1_01_22329	0.01	mzspec:MSV000086644:137_MJB2407_6ul_BC1_01_22329:scan:2973	1	0.83	5	MSV000086644	NoID	MSV000086644/ccms_peak/20201229_Myoporeae_full_dataset/137_MJB2407_6ul_BC1_01_22329.mzML	MSV000086644/137_MJB2407_6ul_BC1_01_22329.mzML	MSV000086644	Eremophila punicea	2652611	No	No	No
mzspec:MSV000086644:351_RMF174_6ul_GD7_01_22564	-0.0	mzspec:MSV000086644:351_RMF174_6ul_GD7_01_22564:scan:3506	1	0.82	6	MSV000086644	NoID	MSV000086644/ccms_peak/20201229_Myoporeae_full_dataset/351_RMF174_6ul_GD7_01_22564.mzML	MSV000086644/351_RMF174_6ul_GD7_01_22564.mzML	MSV000086644	Eremophila arenaria	2652482	No	No	No
mzspec:MSV000084900:G87604_1x_RD11_01_26283	-0.03	mzspec:MSV000084900:G87604_1x_RD11_01_26283:scan:1359	1	0.78	5	MSV000084900	NoID	MSV000084900/peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G87604_1x_RD11_01_26283.mzXML	MSV000084900/G87604_1x_RD11_01_26283.mzXML	MSV000084900	Persea	3434	No	No	No
mzspec:MSV000087728:VGF158_C10_pos	-0.02	mzspec:MSV000087728:VGF158_C10_pos:scan:1895	1	0.76	6	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF158_C10_pos.mzML	MSV000087728/VGF158_C10_pos.mzML	MSV000087728	Nelumbo nucifera	4432	Yes	No	No
mzspec:MSV000086644:011_RMF58_6ul_BB3_01_22647	-0.01	mzspec:MSV000086644:011_RMF58_6ul_BB3_01_22647:scan:3056	1	0.76	6	MSV000086644	NoID	MSV000086644/ccms_peak/20201229_Myoporeae_full_dataset/011_RMF58_6ul_BB3_01_22647.mzML	MSV000086644/011_RMF58_6ul_BB3_01_22647.mzML	MSV000086644	Eremophila galeata	2652538	No	No	No
mzspec:MSV000087728:VGF150_A01_pos	-0.05	mzspec:MSV000087728:VGF150_A01_pos:scan:2807	1	0.75	6	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF150_A01_pos.mzML	MSV000087728/VGF150_A01_pos.mzML	MSV000087728	Blank	Blank	Yes	Yes	No
mzspec:MSV000084900:G86788_1x_RG11_01_23383	-0.04	mzspec:MSV000084900:G86788_1x_RG11_01_23383:scan:1392	1	0.75	5	MSV000084900	NoID	MSV000084900/peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G86788_1x_RG11_01_23383.mzXML	MSV000084900/G86788_1x_RG11_01_23383.mzXML	MSV000084900	Persea americana	3435	No	No	No
mzspec:MSV000084900:G75687_1x_RB8_01_18805	-0.03	mzspec:MSV000084900:G75687_1x_RB8_01_18805:scan:1391	1	0.74	5	MSV000084900	NoID	MSV000084900/peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G75687_1x_RB8_01_18805.mzXML	MSV000084900/G75687_1x_RB8_01_18805.mzXML	MSV000084900	Persea	3434	No	No	No
mzspec:MSV000084900:G87603_1x_RH11_01_26351	-0.04	mzspec:MSV000084900:G87603_1x_RH11_01_26351:scan:1382	1	0.74	5	MSV000084900	NoID	MSV000084900/peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G87603_1x_RH11_01_26351.mzXML	MSV000084900/G87603_1x_RH11_01_26351.mzXML	MSV000084900	Persea	3434	No	No	No
mzspec:MSV000084900:G73452_1x_RE6_01_20323	-0.04	mzspec:MSV000084900:G73452_1x_RE6_01_20323:scan:1387	1	0.74	5	MSV000084900	NoID	MSV000084900/peak/Global_Foodomics_composite_data_2020/MSV000083010_core/G73452_1x_RE6_01_20323.mzXML	MSV000084900/G73452_1x_RE6_01_20323.mzXML	MSV000084900	Persea	3434	No	No	No
mzspec:MSV000086644:358_RMF183_6ul_GE6_01_22571	0.03	mzspec:MSV000086644:358_RMF183_6ul_GE6_01_22571:scan:2803	1	0.73	6	MSV000086644	NoID	MSV000086644/ccms_peak/20201229_Myoporeae_full_dataset/358_RMF183_6ul_GE6_01_22571.mzML	MSV000086644/358_RMF183_6ul_GE6_01_22571.mzML	MSV000086644	Eremophila macgillivrayi	2724789	No	No	No
mzspec:MSV000087728:VGF156_G01_pos	-0.05	mzspec:MSV000087728:VGF156_G01_pos:scan:2744	1	0.71	5	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF156_G01_pos.mzML	MSV000087728/VGF156_G01_pos.mzML	MSV000087728	Blank	Blank	Yes	Yes	No
mzspec:MSV000087728:VGF150_D01_pos	-0.05	mzspec:MSV000087728:VGF150_D01_pos:scan:2760	1	0.7	5	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF150_D01_pos.mzML	MSV000087728/VGF150_D01_pos.mzML	MSV000087728	Blank	Blank	Yes	Yes	No
mzspec:MSV000087728:VGF152_H01_pos	-0.05	mzspec:MSV000087728:VGF152_H01_pos:scan:2782	1	0.7	5	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF152_H01_pos.mzML	MSV000087728/VGF152_H01_pos.mzML	MSV000087728	Blank	Blank	Yes	Yes	No
mzspec:MSV000087728:VGF154_G01_pos	-0.05	mzspec:MSV000087728:VGF154_G01_pos:scan:2758	1	0.7	5	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF154_G01_pos.mzML	MSV000087728/VGF154_G01_pos.mzML	MSV000087728	Blank	Blank	Yes	Yes	No
mzspec:MSV000087728:VGF151_B01_pos	-0.05	mzspec:MSV000087728:VGF151_B01_pos:scan:2862	1	0.7	5	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF151_B01_pos.mzML	MSV000087728/VGF151_B01_pos.mzML	MSV000087728	Blank	Blank	Yes	Yes	No
