USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010004176	CCMSLIB00010004176	0.96	9	Suspect related to cis-13-Eicosenoic acid (predicted molecular formula: C22H41NO) with delta m/z 25.03 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009951180	CCMSLIB00009951180	0.92	7	Suspect related to Linoleic acid methyl ester (predicted molecular formula: C22H41NO) with delta m/z 41.063 (putative explanation: Ser->Lys substitution; atomic difference: 3C,7H,1N,-1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010004210	CCMSLIB00010004210	0.9	7	Suspect related to cis-13-Eicosenoic acid (predicted molecular formula: C22H43NO2) with delta m/z 43.043 (putative explanation: Carboxyl modification with ethanolamine|unspecified; atomic difference: 2C,5H,1N|2C,5H,1N)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010000210	CCMSLIB00010000210	0.9	8	Suspect related to Spectral Match to cis-9-Hexadecenoic acid from NIST14 (predicted molecular formula: C22H43NO2) with delta m/z 99.102 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009981292	CCMSLIB00009981292	0.9	7	Suspect related to Ricinoleic acid methyl ester (predicted molecular formula: C22H43NO2) with delta m/z 41.063 (putative explanation: Ser->Lys substitution; atomic difference: 3C,7H,1N,-1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009930955	CCMSLIB00009930955	0.88	7	Suspect related to 10E,12Z-octadecadienoic acid (predicted molecular formula: C22H41NO) with delta m/z 55.079 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010003934	CCMSLIB00010003934	0.87	6	Suspect related to cis-11-Eicosenoic acid (predicted molecular formula: C22H43NO2) with delta m/z 43.043 (putative explanation: Carboxyl modification with ethanolamine|unspecified; atomic difference: 2C,5H,1N|2C,5H,1N)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009934810	CCMSLIB00009934810	0.87	6	Suspect related to 2-Linoleoylglycerol (predicted molecular formula: C22H43NO2) with delta m/z -18.958 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009991753	CCMSLIB00009991753	0.86	6	Suspect related to Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14 (predicted molecular formula: C22H41NO) with delta m/z 55.079 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009977612	CCMSLIB00009977612	0.85	6	Suspect related to Oleic acid (predicted molecular formula: C22H43NO2) with delta m/z 71.073 (putative explanation: Cys alkylation by dimethylaminoethyl halide|Deoxyhypusine|Gly->Lys substitution|unspecified; atomic difference: 4C,9H,1N|4C,9H,1N|4C,9H,1N|4C,9H,1N)	[M-H2O+H]+	1
