USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009996588	CCMSLIB00009996588	1.0	7	Suspect related to Spectral Match to N-Oleoyltaurine from NIST14 (predicted molecular formula: C20H39NO2) with delta m/z -63.962 (putative explanation: SulfurDioxide (reverse); atomic difference: -2O,-1S)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003134807	CCMSLIB00003134807	0.99	6	Spectral Match to N-Oleoylethanolamine from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009946442	CCMSLIB00009946442	0.99	7	Suspect related to Docosanoyl ethanolamide (predicted molecular formula: C20H39NO2) with delta m/z -58.078 (putative explanation: nan (reverse); atomic difference: -4C,-10H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009996577	CCMSLIB00009996577	0.98	7	Suspect related to Spectral Match to N-Oleoylglycine from NIST14 (predicted molecular formula: C20H39NO2) with delta m/z -13.981 (putative explanation: Asp->Thr substitution; atomic difference: 2H,-1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009942296	CCMSLIB00009942296	0.98	7	Suspect related to Arachidonoyl ethanolamide (predicted molecular formula: C20H39NO2) with delta m/z -21.984 (putative explanation: glyoxal-derived AGE (reverse)|Sodium adduct (reverse); atomic difference: -2C,2H|1H,-1Na)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003139950	CCMSLIB00003139950	0.98	6	Spectral Match to N-Oleoylethanolamine from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003137681	CCMSLIB00003137681	0.97	6	Spectral Match to N-Oleoylethanolamine from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009978901	CCMSLIB00009978901	0.97	6	Suspect related to Palmitoyl ethanolamide (predicted molecular formula: C20H39NO2) with delta m/z 26.016 (putative explanation: Acetaldehyde +26|Ala->Pro substitution|unspecified; atomic difference: 2C,2H|2C,2H|2C,2H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003139765	CCMSLIB00003139765	0.97	6	Spectral Match to N-Oleoylethanolamine from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009951404	CCMSLIB00009951404	0.96	6	Suspect related to Linoleoyl ethanolamide (predicted molecular formula: C20H39NO2) with delta m/z 2.016 (putative explanation: Pro->Val substitution|reduction; atomic difference: 2H|2H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003137348	CCMSLIB00003137348	0.95	5	Spectral Match to N-Oleoylethanolamine from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009997390	CCMSLIB00009997390	0.94	6	Suspect related to Spectral Match to Palmitoyl ethanolamide from NIST14 (predicted molecular formula: C20H39NO2) with delta m/z 26.016 (putative explanation: Acetaldehyde +26|Ala->Pro substitution|unspecified; atomic difference: 2C,2H|2C,2H|2C,2H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009982634	CCMSLIB00009982634	0.94	5	Suspect related to Spectral Match to .alpha.-Linolenoyl ethanolamide from NIST14 (predicted molecular formula: C20H39NO2) with delta m/z 4.032 (putative explanation: x2 reduction; atomic difference: 4H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009959369	CCMSLIB00009959369	0.93	7	Suspect related to Massbank:LU033602 Oleyl sarcosine|Oleoyl sarcosine|2-[methyl-[(Z)-octadec-9-enoyl]amino]acetic acid (predicted molecular formula: C20H39NO2) with delta m/z -27.995 (putative explanation: Asp->Ser substitution|Glu->Thr substitution|Pyrrolidone from Proline|Secondary amine cleavage, decarbonylation; atomic difference: -1C,-1O|-1C,-1O|-1C,-1O|-1C,-1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009965835	CCMSLIB00009965835	0.9	6	Suspect related to Myristoyl ethanolamide (predicted molecular formula: C20H39NO2) with delta m/z 54.047 (putative explanation: unspecified; atomic difference: 4C,6H)	[M+H]+	1
