USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009997286	CCMSLIB00009997286	0.94	8	Suspect related to Spectral Match to Palmitelaidic acid from NIST14 (predicted molecular formula: C16H28O2) with delta m/z -2.016 (putative explanation: 2-amino-3-oxo-butanoic_acid|Intact disulfide bridge|Val->Pro substitution; atomic difference: -2H|-2H|-2H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009954120	CCMSLIB00009954120	0.94	9	Suspect related to Massbank:EQ331603 Linoleic acid|(9Z,12Z)-octadeca-9,12-dienoic acid (predicted molecular formula: C16H28O2) with delta m/z -28.031 (putative explanation: Desethylation, didemethylation, dealkylation|Met->Cys substitution|Val->Ala substitution; atomic difference: -2C,-4H|-2C,-4H|-2C,-4H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010004226	CCMSLIB00010004226	0.91	7	Suspect related to cis-15-Tetracosenoic acid (predicted molecular formula: C16H30O3) with delta m/z -96.13 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009965325	CCMSLIB00009965325	0.9	8	Suspect related to Monoelaidin (predicted molecular formula: C16H28O2) with delta m/z -86.073 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010000640	CCMSLIB00010000640	0.9	8	Suspect related to Stearidonic acid methyl ester (predicted molecular formula: C16H28O2) with delta m/z -38.015 (putative explanation: Dealkyneation, dealkylation+aromatic ring opening; atomic difference: -3C,-2H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009996126	CCMSLIB00009996126	0.9	8	Suspect related to Spectral Match to Monopalmitolein (9c) from NIST14 (predicted molecular formula: C16H28O2) with delta m/z -58.042 (putative explanation: N-dealkoxylation, O-dealkoxylation; atomic difference: -3C,-6H,-1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009940101	CCMSLIB00009940101	0.85	7	Suspect related to 8Z,14Z-Eicosadienoic acid (predicted molecular formula: C13H22N3O2) with delta m/z -56.099 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009990244	CCMSLIB00009990244	0.85	7	Suspect related to Spectral Match to 9S-Hydroxy-10E,12Z,15Z-octadecatrienoic acid from NIST14 (predicted molecular formula: C16H30O3) with delta m/z -23.999 (putative explanation: nan (reverse); atomic difference: -2C)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009954069	CCMSLIB00009954069	0.85	7	Suspect related to Massbank:EQ331602 Linoleic acid|(9Z,12Z)-octadeca-9,12-dienoic acid (predicted molecular formula: C16H28O2) with delta m/z -28.031 (putative explanation: Desethylation, didemethylation, dealkylation|Met->Cys substitution|Val->Ala substitution; atomic difference: -2C,-4H|-2C,-4H|-2C,-4H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009925804	CCMSLIB00009925804	0.84	7	Suspect related to .DELTA.2-cis-Eicosenoic acid (predicted molecular formula: C16H30O3) with delta m/z -40.067 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009965642	CCMSLIB00009965642	0.84	7	Suspect related to Monopalmitolein (9c) (predicted molecular formula: C16H30O3) with delta m/z -58.042 (putative explanation: N-dealkoxylation, O-dealkoxylation; atomic difference: -3C,-6H,-1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009988571	CCMSLIB00009988571	0.84	7	Suspect related to Spectral Match to 13S-Hydroxy-9Z,11E,15Z-octadecatrienoic acid from NIST14 (predicted molecular formula: C16H30O3) with delta m/z -23.999 (putative explanation: nan (reverse); atomic difference: -2C)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010000164	CCMSLIB00010000164	0.83	6	Suspect related to Spectral Match to cis-9-Hexadecenoic acid from NIST14 (predicted molecular formula: C16H30O3) with delta m/z 15.995 (putative explanation: Ala->Ser substitution|Oxidation or Hydroxylation|Phe->Tyr substitution; atomic difference: 1O|1O|1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009946689	CCMSLIB00009946689	0.82	7	Suspect related to Dodecanedioic acid (predicted molecular formula: C16H28O2) with delta m/z 40.068 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009951120	CCMSLIB00009951120	0.82	7	Suspect related to Linoleic acid methyl ester (predicted molecular formula: C16H28O2) with delta m/z -42.047 (putative explanation: Deisopropylation, depropylation, dealkylation|Leu/Ile->Ala substitution|Val->Gly substitution; atomic difference: -3C,-6H|-3C,-6H|-3C,-6H)	[M+H]+	1
