file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxa_NCBI	ReDU_Availability	Blank	QC
mzspec:MSV000087728:VGF142_H09_pos	-0.0	mzspec:MSV000087728:VGF142_H09_pos:scan:3495	1	0.85	14	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF142_H09_pos.mzML	MSV000087728/VGF142_H09_pos.mzML	MSV000087728	Nelumbo nucifera	4432	Yes	No	No
mzspec:MSV000087728:VGF141_G10_pos	0.0	mzspec:MSV000087728:VGF141_G10_pos:scan:3523	1	0.84	15	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF141_G10_pos.mzML	MSV000087728/VGF141_G10_pos.mzML	MSV000087728	Nelumbo nucifera	4432	Yes	No	No
mzspec:MSV000087728:VGF142_B05_pos	0.0	mzspec:MSV000087728:VGF142_B05_pos:scan:3544	1	0.84	14	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF142_B05_pos.mzML	MSV000087728/VGF142_B05_pos.mzML	MSV000087728	Kerria japonica	120385	Yes	No	No
mzspec:MSV000087728:VGF156_F08_pos	0.0	mzspec:MSV000087728:VGF156_F08_pos:scan:3452	1	0.83	14	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF156_F08_pos.mzML	MSV000087728/VGF156_F08_pos.mzML	MSV000087728	Senna garrettiana	756587	Yes	No	No
mzspec:MSV000087728:VGF153_E05_pos	0.0	mzspec:MSV000087728:VGF153_E05_pos:scan:3451	1	0.83	14	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF153_E05_pos.mzML	MSV000087728/VGF153_E05_pos.mzML	MSV000087728	Nelumbo nucifera	4432	Yes	No	No
mzspec:MSV000087728:VGF153_E07_pos	-0.0	mzspec:MSV000087728:VGF153_E07_pos:scan:3443	1	0.82	14	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF153_E07_pos.mzML	MSV000087728/VGF153_E07_pos.mzML	MSV000087728	Flacourtia indica	210376	Yes	No	No
mzspec:MSV000087728:VGF153_C07_pos	-0.0	mzspec:MSV000087728:VGF153_C07_pos:scan:3472	1	0.81	13	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF153_C07_pos.mzML	MSV000087728/VGF153_C07_pos.mzML	MSV000087728	Croton mavoravina	2028265	Yes	No	No
mzspec:MSV000087728:VGF153_H07_pos	-0.0	mzspec:MSV000087728:VGF153_H07_pos:scan:3431	1	0.81	13	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF153_H07_pos.mzML	MSV000087728/VGF153_H07_pos.mzML	MSV000087728	Nelumbo nucifera	4432	Yes	No	No
mzspec:MSV000087728:VGF150_E03_pos	-0.0	mzspec:MSV000087728:VGF150_E03_pos:scan:3457	1	0.77	13	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF150_E03_pos.mzML	MSV000087728/VGF150_E03_pos.mzML	MSV000087728	Alocasia macrorrhizos	4456	Yes	No	No
mzspec:MSV000087728:VGF156_A08_pos	-0.0	mzspec:MSV000087728:VGF156_A08_pos:scan:3467	1	0.77	12	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF156_A08_pos.mzML	MSV000087728/VGF156_A08_pos.mzML	MSV000087728	Ficus altissima	309270	Yes	No	No
mzspec:MSV000087728:VGF153_B07_pos	0.0	mzspec:MSV000087728:VGF153_B07_pos:scan:3435	1	0.77	12	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF153_B07_pos.mzML	MSV000087728/VGF153_B07_pos.mzML	MSV000087728	Amalocalyx yunnanensis	1905569	Yes	No	No
