USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009988426	CCMSLIB00009988426	0.92	7	Suspect related to Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14 (predicted molecular formula: C17H28O3) with delta m/z -14.016 (putative explanation: Ala->Gly substitution|Gln->Asn substitution|Glu->Asp substitution|Leu/Ile->Val substitution|Thr->Ser substitution; atomic difference: -1C,-2H|-1C,-2H|-1C,-2H|-1C,-2H|-1C,-2H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009941818	CCMSLIB00009941818	0.92	7	Suspect related to Aleuritic acid (predicted molecular formula: C17H28O3) with delta m/z 30.011 (putative explanation: Ala->Thr substitution|Gly->Ser substitution|desmethylation + reduction of sulfoxide|formaldehyde induced modifications|hydroxymethyl; atomic difference: 1C,2H,1O|1C,2H,1O|1C,2H,1O|1C,2H,1O|1C,2H,1O)	[M-3H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009940239	CCMSLIB00009940239	0.74	5	Suspect related to 9(10)-Epoxy-12Z-octadecenoic acid (predicted molecular formula: C18H32O2) with delta m/z 2.016 (putative explanation: Pro->Val substitution|reduction; atomic difference: 2H|2H)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009963116	CCMSLIB00009963116	0.74	5	Suspect related to Massbank:RP030402 ?-linolenic acid|linolenic acid|(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid (predicted molecular formula: C18H32O2) with delta m/z 2.016 (putative explanation: Pro->Val substitution|reduction; atomic difference: 2H|2H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009990320	CCMSLIB00009990320	0.74	5	Suspect related to Spectral Match to 9Z,11E,13E-Octadecatrienoic acid methyl ester from NIST14 (predicted molecular formula: C18H32O2) with delta m/z -12.0 (putative explanation: formaldehyde adduct (reverse)|methylation and reduction (reverse)|nan (reverse); atomic difference: -1C|-1C|-1C)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009931869	CCMSLIB00009931869	0.74	5	Suspect related to 13S-Hydroxy-9Z,11E-octadecadienoic acid, methyl ester (predicted molecular formula: C18H32O2) with delta m/z -12.0 (putative explanation: formaldehyde adduct (reverse)|methylation and reduction (reverse)|nan (reverse); atomic difference: -1C|-1C|-1C)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009941720	CCMSLIB00009941720	0.73	5	Suspect related to Aleuritic acid (predicted molecular formula: C14H32N6O2) with delta m/z 12.036 (putative explanation: Ser->Val substitution|Thr->Leu/Ile substitution; atomic difference: 2C,4H,-1O|2C,4H,-1O)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006553952	CCMSLIB00006553952	0.73	5	linoleic acid	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006553924	CCMSLIB00006553924	0.73	5	linoleic acid	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006553917	CCMSLIB00006553917	0.72	5	linoleic acid	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006553938	CCMSLIB00006553938	0.72	5	linoleic acid	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009988069	CCMSLIB00009988069	0.71	5	Suspect related to Spectral Match to 12(13)-Epoxy-9Z-octadecenoic acid from NIST14 (predicted molecular formula: C17H34N2O2) with delta m/z 2.027 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006553945	CCMSLIB00006553945	0.71	5	linoleic acid	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006553931	CCMSLIB00006553931	0.71	5	linoleic acid	[M+H]+	1
