Delta Mass	USI	Cosine	Matching Peaks	Status
0.02	mzspec:MSV000084314:MSV000081364:scan:33170	0.95	7	NoID
0.02	mzspec:MSV000082331:C10_Hand_swab_Mango:scan:6393	0.93	7	NoID
0.02	mzspec:MSV000081364:L_C18_PS_16_Wash_01:scan:4341	0.93	7	NoID
0.02	mzspec:MSV000083320:99836:scan:3487	0.92	7	NoID
0.02	mzspec:MSV000083320:99594:scan:3577	0.92	7	NoID
0.02	mzspec:MSV000082331:C8_Hand_swab_Apple_Apple2:scan:6145	0.92	7	NoID
0.02	mzspec:MSV000083320:99775:scan:3446	0.92	7	NoID
0.02	mzspec:MSV000082331:C9_Hand_swab_pre_Mango:scan:6225	0.92	7	NoID
0.02	mzspec:MSV000083320:99766:scan:3447	0.92	6	NoID
0.01	mzspec:MSV000082331:C6_Hand_swab_Peach_Peach2:scan:6879	0.92	6	NoID
0.01	mzspec:MSV000083320:99584:scan:3639	0.91	7	NoID
0.02	mzspec:MSV000083320:99850:scan:3461	0.91	7	NoID
0.02	mzspec:MSV000083320:99777:scan:3453	0.91	7	NoID
0.01	mzspec:MSV000083320:99810:scan:3498	0.91	7	NoID
0.02	mzspec:MSV000082331:C5_Hand_swab_pre_Peach_Peach2:scan:6763	0.91	7	NoID
0.02	mzspec:MSV000082331:D9_Hand_swab_pre_Tomato:scan:6221	0.91	6	NoID
0.02	mzspec:MSV000082331:F7_Hand_swab_pre_Cucumber:scan:6237	0.91	6	NoID
0.01	mzspec:MSV000082331:F8_Hand_swab_pre_Cucumber:scan:7751	0.91	6	NoID
0.02	mzspec:MSV000082331:E11_Hand_swab_pre_Bell_pepper:scan:6716	0.91	6	NoID
0.02	mzspec:MSV000089638:06132022_Roxana_OA_plasma:scan:12620	0.9	7	NoID
0.02	mzspec:MSV000089638:06132022_Roxana_OA_plasma_gapfilled:scan:12620	0.9	7	NoID
0.02	mzspec:MSV000083320:99847:scan:3465	0.9	7	NoID
0.02	mzspec:MSV000083320:99598:scan:3606	0.9	7	NoID
0.02	mzspec:MSV000083320:99780:scan:3438	0.9	7	NoID
0.02	mzspec:MSV000083320:99773:scan:3450	0.9	7	NoID
0.02	mzspec:MSV000083320:99882:scan:3494	0.9	7	NoID
0.02	mzspec:MSV000083320:99827:scan:3569	0.9	6	NoID
