USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004721602	CCMSLIB00004721602	0.99	8	PIPERINE	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004691701	CCMSLIB00004691701	0.98	8	PIPERINE	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005489354	CCMSLIB00005489354	0.97	8	PIPERINE [IIN-based: Match]	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010104686	CCMSLIB00010104686	0.97	8	piperine CollisionEnergy:102040	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010104687	CCMSLIB00010104687	0.97	8	piperine CollisionEnergy:102040	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005489726	CCMSLIB00005489726	0.97	7	PIPERINE [IIN-based: Match]	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004721603	CCMSLIB00004721603	0.96	8	PIPERINE	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004691702	CCMSLIB00004691702	0.96	8	PIPERINE	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003135773	CCMSLIB00003135773	0.94	7	Spectral Match to Piperine from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004691700	CCMSLIB00004691700	0.94	6	PIPERINE	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005775783	CCMSLIB00005775783	0.94	6	Massbank:AU252302 Piperine|(2E,4E)-5-(1,3-benzodioxol-5-yl)-1-piperidin-1-ylpenta-2,4-dien-1-one	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004719938	CCMSLIB00004719938	0.93	7	PIPERINE	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005774937	CCMSLIB00005774937	0.93	8	Massbank:AU252306 Piperine|(2E,4E)-5-(1,3-benzodioxol-5-yl)-1-piperidin-1-ylpenta-2,4-dien-1-one	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005767848	CCMSLIB00005767848	0.93	7	Massbank: Piperine|(2E,4E)-5-(1,3-benzodioxol-5-yl)-1-piperidin-1-ylpenta-2,4-dien-1-one	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005775880	CCMSLIB00005775880	0.93	6	Massbank:AU252303 Piperine|(2E,4E)-5-(1,3-benzodioxol-5-yl)-1-piperidin-1-ylpenta-2,4-dien-1-one	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003140174	CCMSLIB00003140174	0.92	6	Spectral Match to Piperine from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004719939	CCMSLIB00004719939	0.92	8	PIPERINE	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005764618	CCMSLIB00005764618	0.92	6	Massbank:LU109602 Piperine|(2E,4E)-5-(1,3-benzodioxol-5-yl)-1-piperidin-1-ylpenta-2,4-dien-1-one	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003135774	CCMSLIB00003135774	0.92	6	Spectral Match to Piperine from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005761602	CCMSLIB00005761602	0.91	7	Massbank:LU109603 Piperine|(2E,4E)-5-(1,3-benzodioxol-5-yl)-1-piperidin-1-ylpenta-2,4-dien-1-one	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003136918	CCMSLIB00003136918	0.91	5	Spectral Match to Piperine from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005744333	CCMSLIB00005744333	0.91	7	Massbank:PR301801 Piperine	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000205370	CCMSLIB00000205370	0.91	6	Massbank:BML01660 Piperine	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005770161	CCMSLIB00005770161	0.91	6	Massbank: Piperine|(2E,4E)-5-(1,3-benzodioxol-5-yl)-1-piperidin-1-ylpenta-2,4-dien-1-one	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005767969	CCMSLIB00005767969	0.9	5	Massbank: Piperine|(2E,4E)-5-(1,3-benzodioxol-5-yl)-1-piperidin-1-ylpenta-2,4-dien-1-one	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005760350	CCMSLIB00005760350	0.9	5	Massbank:LU109601 Piperine|(2E,4E)-5-(1,3-benzodioxol-5-yl)-1-piperidin-1-ylpenta-2,4-dien-1-one	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005767870	CCMSLIB00005767870	0.89	5	Massbank: Piperine|(2E,4E)-5-(1,3-benzodioxol-5-yl)-1-piperidin-1-ylpenta-2,4-dien-1-one	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005767310	CCMSLIB00005767310	0.89	5	Massbank: Piperine|(2E,4E)-5-(1,3-benzodioxol-5-yl)-1-piperidin-1-ylpenta-2,4-dien-1-one	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005745115	CCMSLIB00005745115	0.89	6	Massbank:PR310562 Piperine	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000205361	CCMSLIB00000205361	0.89	5	Massbank:BML01649 Piperine	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005746247	CCMSLIB00005746247	0.88	6	Massbank:PR301779 Piperine	M+H	1
