USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009944841	CCMSLIB00009944841	0.9	10	Suspect related to Contaminant vial septum ThermoFisher C5000-44B (predicted molecular formula: unknown) with delta m/z -74.02 (putative explanation: Met->Gly substitution; atomic difference: -3C,-6H,-1S)	[M+NH4]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005435822	CCMSLIB00005435822	0.9	12	Contaminant vial septum ThermoFisher C5000-44B	M+NH4	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009944859	CCMSLIB00009944859	0.87	14	Suspect related to Contaminant vial septum ThermoFisher C5000-44B (predicted molecular formula: unknown) with delta m/z 1.979 (putative explanation: Val->Thr substitution|Demethylation+hydroxylation (on same or differing sites); atomic difference: -1C,-2H,1O|1O,-1C,-2H)	[M+NH4]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009944867	CCMSLIB00009944867	0.87	13	Suspect related to Contaminant vial septum ThermoFisher C5000-44B (predicted molecular formula: unknown) with delta m/z 16.031 (putative explanation: Pro->Leu/Ile substitution|unspecified; atomic difference: 1C,4H|1C,4H)	[M+NH4]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005489570	CCMSLIB00005489570	0.83	11	Contaminant vial septum ThermoFisher C5000-44B [IIN-based: Match]	[M+NH4]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005489427	CCMSLIB00005489427	0.82	11	Contaminant vial septum ThermoFisher C5000-44B [IIN-based: Match]	[M-H2O+NH4]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005489439	CCMSLIB00005489439	0.81	11	Contaminant vial septum ThermoFisher C5000-44B [IIN-based: Match]	[M+NH4]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009944958	CCMSLIB00009944958	0.8	10	Suspect related to Contaminants septum vial Thermo C4000-53 and C4000-54 serie (predicted molecular formula: C30H47N5O2S6) with delta m/z 92.027 (putative explanation: Ala->Tyr substitution; atomic difference: 6C,4H,1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005489659	CCMSLIB00005489659	0.8	11	Contaminant vial septum ThermoFisher C5000-44B [IIN-based on: CCMSLIB00005435815]	[M+NH4]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009975008	CCMSLIB00009975008	0.76	14	Suspect related to NCGC00385199-01!2-[3,4-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]phenyl]-5,7-dihydroxychromen-4-one (predicted molecular formula: unknown) with delta m/z 74.017 (putative explanation: polysiloxane repeat unit|Gly->Met substitution|unspecified; atomic difference: 2C,6H,1O,1Si|3C,6H,1S|6C,2H)	[M+NH4]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009944840	CCMSLIB00009944840	0.73	13	Suspect related to Contaminant vial septum ThermoFisher C5000-44B (predicted molecular formula: unknown) with delta m/z -74.037 (putative explanation: nan (reverse)|nan (reverse); atomic difference: -1C,-4H,-3N,-1O|-3C,-6H,-2O)	[M+NH4]+	1
