Delta Mass	USI	Cosine	Matching Peaks	Status
-0.0	mzspec:MSV000083541:S3_100H2O:scan:2812	0.99	8	NoID
-0.0	mzspec:MSV000081952:PHT_20_041_Cort_Waking:scan:2814	0.98	8	NoID
-0.01	mzspec:MSV000088646:278260_BL:scan:2261	0.98	8	NoID
-0.0	mzspec:MSV000083077:PHT_20_041_Cort_Waking:scan:2814	0.98	8	NoID
-0.0	mzspec:MSV000088646:233204_Y3:scan:2262	0.98	8	NoID
-0.01	mzspec:MSV000088640:6035032:scan:2306	0.97	8	NoID
-0.0	mzspec:MSV000081952:PHT_20_038_Cort_Waking:scan:2788	0.97	8	NoID
-0.0	mzspec:MSV000083077:PHT_20_041_Cort_1900:scan:2834	0.97	8	NoID
-0.01	mzspec:MSV000088646:241676_BL:scan:2237	0.97	8	NoID
-0.01	mzspec:MSV000088640:6035037:scan:2291	0.97	8	NoID
-0.0	mzspec:MSV000088640:6035144:scan:2267	0.97	8	NoID
-0.0	mzspec:MSV000081351:38944:scan:3025	0.97	8	NoID
-0.0	mzspec:MSV000083541:S2_100H2O_171006180906:scan:2816	0.97	8	NoID
-0.01	mzspec:MSV000087087:5556656:scan:2186	0.97	8	NoID
-0.0	mzspec:MSV000081492:dhmc_3_1:scan:2899	0.97	8	NoID
-0.0	mzspec:MSV000081351:38915:scan:3139	0.97	8	NoID
-0.0	mzspec:MSV000083077:PHT_20_038_Cort_Waking:scan:2788	0.97	8	NoID
-0.0	mzspec:MSV000088640:6035086:scan:2245	0.97	8	NoID
-0.0	mzspec:MSV000081952:PHT_20_041_Cort_1900:scan:2834	0.97	8	NoID
-0.01	mzspec:MSV000083541:20mg:scan:2875	0.96	8	NoID
-0.0	mzspec:MSV000081351:38716:scan:3285	0.96	8	NoID
-0.0	mzspec:MSV000081351:38994:scan:3049	0.96	8	NoID
-0.01	mzspec:MSV000088646:263923_Y2:scan:2259	0.96	8	NoID
-0.0	mzspec:MSV000081351:38694:scan:3097	0.96	8	NoID
-0.01	mzspec:MSV000088646:265362_Y3:scan:2184	0.96	8	NoID
-0.01	mzspec:MSV000088646:216674_Y3:scan:2214	0.96	8	NoID
-0.0	mzspec:MSV000081351:38695:scan:3108	0.96	8	NoID
-0.01	mzspec:MSV000088646:286786_Y1:scan:2217	0.96	8	NoID
-0.01	mzspec:MSV000088646:271308_Y3:scan:2258	0.96	7	NoID
-0.0	mzspec:MSV000081492:72844:scan:3008	0.96	7	NoID
-0.0	mzspec:MSV000081351:38837:scan:3111	0.95	8	NoID
-0.01	mzspec:MSV000088646:279375_Y1:scan:2185	0.95	8	NoID
-0.01	mzspec:MSV000088646:297225_Y2:scan:2262	0.95	8	NoID
-0.0	mzspec:MSV000081351:38717:scan:3110	0.95	8	NoID
-0.01	mzspec:MSV000088646:237957_BL:scan:2269	0.95	8	NoID
-0.01	mzspec:MSV000088640:6034864:scan:2288	0.95	8	NoID
-0.01	mzspec:MSV000088646:254384_Y3:scan:2224	0.95	8	NoID
