file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxaname_alternative	Taxa_NCBI	Taxa_Assigment	ReDU_Availability	Blank	QC
mzspec:MSV000088697:18_Nostoc_punctiforme_SPE	-0.04	mzspec:MSV000088697:18_Nostoc_punctiforme_SPE:scan:2916	1	0.84	5	MSV000088697	NoID	MSV000088697/peak/mzML/dda_msms_mzml/18_Nostoc_punctiforme_SPE.mzML	MSV000088697/18_Nostoc_punctiforme_SPE.mzML	MSV000088697	Nostoc punctiforme PCC 73102		63737	automatic	No	No	No
mzspec:MSV000080141:A2149A_33H07_GH7_01_25723	-0.04	mzspec:MSV000080141:A2149A_33H07_GH7_01_25723:scan:1507	1	0.81	5	MSV000080141	NoID	MSV000080141/ccms_peak/Data/A2149A_33H07_GH7_01_25723.mzXML	MSV000080141/A2149A_33H07_GH7_01_25723.mzXML	MSV000080141	Cyanobacteria		1117	automatic	No	No	No
mzspec:MSV000088697:16_Chlorogloeopsis_fritschii_SPE	-0.04	mzspec:MSV000088697:16_Chlorogloeopsis_fritschii_SPE:scan:3117	1	0.77	5	MSV000088697	NoID	MSV000088697/peak/mzML/dda_msms_mzml/16_Chlorogloeopsis_fritschii_SPE.mzML	MSV000088697/16_Chlorogloeopsis_fritschii_SPE.mzML	MSV000088697	Chlorogloeopsis fritschii PCC 6912		211165	automatic	No	No	No
mzspec:MSV000087628:15+SC+on+TSB+EthAc-pos	-0.04	mzspec:MSV000087628:15+SC+on+TSB+EthAc-pos:scan:3357	1	0.76	5	MSV000087628	NoID	MSV000087628/ccms_peak/15+SC+on+TSB+EthAc-pos.mzML	MSV000087628/15+SC+on+TSB+EthAc-pos.mzML	MSV000087628	Streptomyces clavuligerus ATCC 27064	Streptomyces clavuligerus	1901	automatic	No	No	No
mzspec:MSV000088697:03_Anabaena_PCC7120_SPE	-0.04	mzspec:MSV000088697:03_Anabaena_PCC7120_SPE:scan:3105	1	0.76	5	MSV000088697	NoID	MSV000088697/peak/mzML/dda_msms_mzml/03_Anabaena_PCC7120_SPE.mzML	MSV000088697/03_Anabaena_PCC7120_SPE.mzML	MSV000088697	Nostoc sp. PCC 7120		103690	automatic	No	No	No
mzspec:MSV000083835:15 SC on TSB EthAc-pos	-0.04	mzspec:MSV000083835:15 SC on TSB EthAc-pos:scan:3357	1	0.76	5	MSV000083835	NoID	MSV000083835/updates/2019-05-21_lfnothias_ad043d61/peak/Ethyl Acetate/SC/15 SC on TSB EthAc-pos.mzXML	MSV000083835/15 SC on TSB EthAc-pos.mzXML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000083835:15	-0.04	mzspec:MSV000083835:15:scan:3357	1	0.76	5	MSV000083835	NoID	MSV000083835/peak/EtOAc_Neg_mzML/15.mzML	MSV000083835/15.mzML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000088697:19_Synechococcus_PCC6301_SPE	-0.04	mzspec:MSV000088697:19_Synechococcus_PCC6301_SPE:scan:3539	1	0.74	5	MSV000088697	NoID	MSV000088697/peak/mzML/dda_msms_mzml/19_Synechococcus_PCC6301_SPE.mzML	MSV000088697/19_Synechococcus_PCC6301_SPE.mzML	MSV000088697	Synechococcus elongatus PCC 6301		269084	automatic	No	No	No
mzspec:MSV000088697:15_Fischerella_musciocola_SPE	-0.04	mzspec:MSV000088697:15_Fischerella_musciocola_SPE:scan:2560	1	0.74	5	MSV000088697	NoID	MSV000088697/peak/mzML/dda_msms_mzml/15_Fischerella_musciocola_SPE.mzML	MSV000088697/15_Fischerella_musciocola_SPE.mzML	MSV000088697	Fischerella muscicola PCC 7414		306281	automatic	No	No	No
mzspec:MSV000084673:Sa_d8_BC12_01_13760	-0.04	mzspec:MSV000084673:Sa_d8_BC12_01_13760:scan:2326	1	0.73	5	MSV000084673	NoID	MSV000084673/ccms_peak/mzXML/Sa_d8_BC12_01_13760.mzML	MSV000084673/Sa_d8_BC12_01_13760.mzML	MSV000084673	Bacteria		2	automatic	No	No	No
