file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxa_NCBI	ReDU_Availability	Blank	QC
mzspec:MSV000083411:5_3_4_injection_2	-0.0	mzspec:MSV000083411:5_3_4_injection_2:scan:1287	1	0.99	5	MSV000083411	NoID	MSV000083411/ccms_peak/5_3_4_injection_2.mzML	MSV000083411/5_3_4_injection_2.mzML	MSV000083411	Angelica keiskei	357850	No	No	No
mzspec:MSV000087148:GNPS - AH-30_20210310130423	0.0	mzspec:MSV000087148:GNPS - AH-30_20210310130423:scan:24686	1	0.99	5	MSV000087148	NoID	MSV000087148/peak/GNPS - AH-30_20210310130423.mzXML	MSV000087148/GNPS - AH-30_20210310130423.mzXML	MSV000087148	Nelumbo nucifera	4432	No	No	No
mzspec:MSV000081810:20151016_pHILIC___POS_MSMS_KZ_RootCass_6_MeOH_2ul____Run74	0.0	mzspec:MSV000081810:20151016_pHILIC___POS_MSMS_KZ_RootCass_6_MeOH_2ul____Run74:scan:1079	1	0.98	5	MSV000081810	NoID	MSV000081810/ccms_peak/Exudates library/20151016_pHILIC___POS_MSMS_KZ_RootCass_6_MeOH_2ul____Run74.mzML	MSV000081810/20151016_pHILIC___POS_MSMS_KZ_RootCass_6_MeOH_2ul____Run74.mzML	MSV000081810	Avena barbata	146530	No	No	No
mzspec:MSV000086002:200811_AA_KS_MS_MSR_A_ALKALOIDext_buffer_inclwash_diluted4x_pos	0.0	mzspec:MSV000086002:200811_AA_KS_MS_MSR_A_ALKALOIDext_buffer_inclwash_diluted4x_pos:scan:12367	1	0.97	5	MSV000086002	NoID	MSV000086002/ccms_peak/200811_AA_KS_MS_MSR_A_ALKALOIDext_buffer_inclwash_diluted4x_pos.mzML	MSV000086002/200811_AA_KS_MS_MSR_A_ALKALOIDext_buffer_inclwash_diluted4x_pos.mzML	MSV000086002	Mitragyna speciosa	170351	No	No	No
mzspec:MSV000081810:20151016_pHILIC___POS_MSMS_KZ_RootCass_5_MeOH_2ul____Run72	0.0	mzspec:MSV000081810:20151016_pHILIC___POS_MSMS_KZ_RootCass_5_MeOH_2ul____Run72:scan:470	1	0.96	5	MSV000081810	NoID	MSV000081810/ccms_peak/Exudates library/20151016_pHILIC___POS_MSMS_KZ_RootCass_5_MeOH_2ul____Run72.mzML	MSV000081810/20151016_pHILIC___POS_MSMS_KZ_RootCass_5_MeOH_2ul____Run72.mzML	MSV000081810	Avena barbata	146530	No	No	No
mzspec:MSV000085657:QC_5	0.0	mzspec:MSV000085657:QC_5:scan:3300	1	0.95	5	MSV000085657	NoID	MSV000085657/ccms_peak/raw/QC_5.mzML	MSV000085657/QC_5.mzML	MSV000085657	QC	QC	Yes	No	Yes
mzspec:MSV000085657:QC_4	0.0	mzspec:MSV000085657:QC_4:scan:3795	1	0.94	5	MSV000085657	NoID	MSV000085657/ccms_peak/raw/QC_4.mzML	MSV000085657/QC_4.mzML	MSV000085657	QC	QC	Yes	No	Yes
mzspec:MSV000085657:QC_6	0.0	mzspec:MSV000085657:QC_6:scan:2934	1	0.94	5	MSV000085657	NoID	MSV000085657/ccms_peak/raw/QC_6.mzML	MSV000085657/QC_6.mzML	MSV000085657	QC	QC	Yes	No	Yes
mzspec:MSV000085657:QC_1	0.0	mzspec:MSV000085657:QC_1:scan:3848	1	0.94	5	MSV000085657	NoID	MSV000085657/ccms_peak/raw/QC_1.mzML	MSV000085657/QC_1.mzML	MSV000085657	QC	QC	Yes	No	Yes
mzspec:MSV000085657:QC_2	0.0	mzspec:MSV000085657:QC_2:scan:3395	1	0.93	5	MSV000085657	NoID	MSV000085657/ccms_peak/raw/QC_2.mzML	MSV000085657/QC_2.mzML	MSV000085657	QC	QC	Yes	No	Yes
mzspec:MSV000081804:20151016_pHILIC___POS_MSMS_KZ_RootExu_9wk_3_of_4_MeOHExt__Run38	-0.0	mzspec:MSV000081804:20151016_pHILIC___POS_MSMS_KZ_RootExu_9wk_3_of_4_MeOHExt__Run38:scan:13164	1	0.93	5	MSV000081804	NoID	MSV000081804/ccms_peak/20151016_pHILIC___POS_MSMS_KZ_RootExu_9wk_3_of_4_MeOHExt__Run38.mzML	MSV000081804/20151016_pHILIC___POS_MSMS_KZ_RootExu_9wk_3_of_4_MeOHExt__Run38.mzML	MSV000081804	Avena barbata	146530	No	No	No
mzspec:MSV000081804:20151016_pHILIC___POS_MSMS_KZ_RootExu_6wk_4_of_4_MeOHExt__Run56	-0.0	mzspec:MSV000081804:20151016_pHILIC___POS_MSMS_KZ_RootExu_6wk_4_of_4_MeOHExt__Run56:scan:13140	1	0.93	5	MSV000081804	NoID	MSV000081804/ccms_peak/20151016_pHILIC___POS_MSMS_KZ_RootExu_6wk_4_of_4_MeOHExt__Run56.mzML	MSV000081804/20151016_pHILIC___POS_MSMS_KZ_RootExu_6wk_4_of_4_MeOHExt__Run56.mzML	MSV000081804	Avena barbata	146530	No	No	No
mzspec:MSV000085657:QC_3	0.0	mzspec:MSV000085657:QC_3:scan:2982	1	0.91	5	MSV000085657	NoID	MSV000085657/ccms_peak/raw/QC_3.mzML	MSV000085657/QC_3.mzML	MSV000085657	QC	QC	Yes	No	Yes
mzspec:MSV000087148:GNPS - AH-30	0.0	mzspec:MSV000087148:GNPS - AH-30:scan:6808	1	0.91	5	MSV000087148	NoID	MSV000087148/peak/GNPS - AH-30.mzXML	MSV000087148/GNPS - AH-30.mzXML	MSV000087148	Nelumbo nucifera	4432	No	No	No
mzspec:MSV000085862:Lipidomics_diluted_QC5_5uL	0.0	mzspec:MSV000085862:Lipidomics_diluted_QC5_5uL:scan:4308	1	0.89	5	MSV000085862	NoID	MSV000085862/peak/peak/Lipidomics_diluted_QC5_5uL.mzXML	MSV000085862/Lipidomics_diluted_QC5_5uL.mzXML	MSV000085862	QC	QC	No	No	Yes
mzspec:MSV000085862:Polar_raw_NT_72h_Leaf_E1093_5uL	0.0	mzspec:MSV000085862:Polar_raw_NT_72h_Leaf_E1093_5uL:scan:13111	1	0.88	5	MSV000085862	NoID	MSV000085862/peak/peak/Polar_raw_NT_72h_Leaf_E1093_5uL.mzXML	MSV000085862/Polar_raw_NT_72h_Leaf_E1093_5uL.mzXML	MSV000085862	Nepenthes x ventrata	1744888	No	No	No
mzspec:MSV000085862:Polar_raw_NT_72h_Pitcher_J528_5uL	0.0	mzspec:MSV000085862:Polar_raw_NT_72h_Pitcher_J528_5uL:scan:12777	1	0.88	5	MSV000085862	NoID	MSV000085862/peak/peak/Polar_raw_NT_72h_Pitcher_J528_5uL.mzXML	MSV000085862/Polar_raw_NT_72h_Pitcher_J528_5uL.mzXML	MSV000085862	Nepenthes x ventrata	1744888	No	No	No
mzspec:MSV000085862:Polar_raw_T_72h_Pitcher_B359_5uL	0.0	mzspec:MSV000085862:Polar_raw_T_72h_Pitcher_B359_5uL:scan:12708	1	0.87	5	MSV000085862	NoID	MSV000085862/peak/peak/Polar_raw_T_72h_Pitcher_B359_5uL.mzXML	MSV000085862/Polar_raw_T_72h_Pitcher_B359_5uL.mzXML	MSV000085862	Nepenthes x ventrata	1744888	No	No	No
mzspec:MSV000085862:Lipidomics_diluted_NT_72h_Leaf_J1106_5uL	-0.0	mzspec:MSV000085862:Lipidomics_diluted_NT_72h_Leaf_J1106_5uL:scan:9052	1	0.87	5	MSV000085862	NoID	MSV000085862/peak/peak/Lipidomics_diluted_NT_72h_Leaf_J1106_5uL.mzXML	MSV000085862/Lipidomics_diluted_NT_72h_Leaf_J1106_5uL.mzXML	MSV000085862	Nepenthes x ventrata	1744888	No	No	No
mzspec:MSV000085862:Polar_raw_NT_72h_Leaf_J1107_5uL	0.0	mzspec:MSV000085862:Polar_raw_NT_72h_Leaf_J1107_5uL:scan:13200	1	0.87	5	MSV000085862	NoID	MSV000085862/peak/peak/Polar_raw_NT_72h_Leaf_J1107_5uL.mzXML	MSV000085862/Polar_raw_NT_72h_Leaf_J1107_5uL.mzXML	MSV000085862	Nepenthes x ventrata	1744888	No	No	No
mzspec:MSV000085862:Lipidomics_diluted_NT_72h_Pitcher_K534_5uL	0.0	mzspec:MSV000085862:Lipidomics_diluted_NT_72h_Pitcher_K534_5uL:scan:17268	1	0.87	5	MSV000085862	NoID	MSV000085862/peak/peak/Lipidomics_diluted_NT_72h_Pitcher_K534_5uL.mzXML	MSV000085862/Lipidomics_diluted_NT_72h_Pitcher_K534_5uL.mzXML	MSV000085862	Nepenthes x ventrata	1744888	No	No	No
mzspec:MSV000085862:Polar_diluted_QC5_5uL	0.0	mzspec:MSV000085862:Polar_diluted_QC5_5uL:scan:12400	1	0.87	5	MSV000085862	NoID	MSV000085862/peak/peak/Polar_diluted_QC5_5uL.mzXML	MSV000085862/Polar_diluted_QC5_5uL.mzXML	MSV000085862	QC	QC	No	No	Yes
mzspec:MSV000085862:Polar_raw_NT_72h_Pitcher_H513_5uL	0.0	mzspec:MSV000085862:Polar_raw_NT_72h_Pitcher_H513_5uL:scan:12773	1	0.86	5	MSV000085862	NoID	MSV000085862/peak/peak/Polar_raw_NT_72h_Pitcher_H513_5uL.mzXML	MSV000085862/Polar_raw_NT_72h_Pitcher_H513_5uL.mzXML	MSV000085862	Nepenthes x ventrata	1744888	No	No	No
mzspec:MSV000085862:Polar_diluted_T_72h_Leaf_C909_5uL	0.0	mzspec:MSV000085862:Polar_diluted_T_72h_Leaf_C909_5uL:scan:12373	1	0.86	5	MSV000085862	NoID	MSV000085862/peak/peak/Polar_diluted_T_72h_Leaf_C909_5uL.mzXML	MSV000085862/Polar_diluted_T_72h_Leaf_C909_5uL.mzXML	MSV000085862	Nepenthes x ventrata	1744888	No	No	No
mzspec:MSV000081804:20151016_pHILIC___POS_MSMS_KZ_RootExu_6wk_1_of_4_MeOHExt__Run13	0.0	mzspec:MSV000081804:20151016_pHILIC___POS_MSMS_KZ_RootExu_6wk_1_of_4_MeOHExt__Run13:scan:651	1	0.86	5	MSV000081804	NoID	MSV000081804/ccms_peak/20151016_pHILIC___POS_MSMS_KZ_RootExu_6wk_1_of_4_MeOHExt__Run13.mzML	MSV000081804/20151016_pHILIC___POS_MSMS_KZ_RootExu_6wk_1_of_4_MeOHExt__Run13.mzML	MSV000081804	Avena barbata	146530	No	No	No
mzspec:MSV000085862:Polar_raw_NT_72h_Pitcher_F504_5uL	0.0	mzspec:MSV000085862:Polar_raw_NT_72h_Pitcher_F504_5uL:scan:12687	1	0.85	5	MSV000085862	NoID	MSV000085862/peak/peak/Polar_raw_NT_72h_Pitcher_F504_5uL.mzXML	MSV000085862/Polar_raw_NT_72h_Pitcher_F504_5uL.mzXML	MSV000085862	Nepenthes x ventrata	1744888	No	No	No
mzspec:MSV000085862:Polar_diluted_NT_72h_Leaf_H1101_5uL	0.0	mzspec:MSV000085862:Polar_diluted_NT_72h_Leaf_H1101_5uL:scan:12457	1	0.84	5	MSV000085862	NoID	MSV000085862/peak/peak/Polar_diluted_NT_72h_Leaf_H1101_5uL.mzXML	MSV000085862/Polar_diluted_NT_72h_Leaf_H1101_5uL.mzXML	MSV000085862	Nepenthes x ventrata	1744888	No	No	No
mzspec:MSV000085862:Lipidomics_diluted_NT_72h_Leaf_K1110_5uL	-0.0	mzspec:MSV000085862:Lipidomics_diluted_NT_72h_Leaf_K1110_5uL:scan:17287	1	0.83	5	MSV000085862	NoID	MSV000085862/peak/peak/Lipidomics_diluted_NT_72h_Leaf_K1110_5uL.mzXML	MSV000085862/Lipidomics_diluted_NT_72h_Leaf_K1110_5uL.mzXML	MSV000085862	Nepenthes x ventrata	1744888	No	No	No
mzspec:MSV000085862:Lipidomics_diluted_QC3_5uL	0.0	mzspec:MSV000085862:Lipidomics_diluted_QC3_5uL:scan:15121	1	0.82	5	MSV000085862	NoID	MSV000085862/peak/peak/Lipidomics_diluted_QC3_5uL.mzXML	MSV000085862/Lipidomics_diluted_QC3_5uL.mzXML	MSV000085862	QC	QC	No	No	Yes
mzspec:MSV000085862:Lipidomics_diluted_NT_72h_Leaf_I1103_5uL	0.0	mzspec:MSV000085862:Lipidomics_diluted_NT_72h_Leaf_I1103_5uL:scan:4217	1	0.82	5	MSV000085862	NoID	MSV000085862/peak/peak/Lipidomics_diluted_NT_72h_Leaf_I1103_5uL.mzXML	MSV000085862/Lipidomics_diluted_NT_72h_Leaf_I1103_5uL.mzXML	MSV000085862	Nepenthes x ventrata	1744888	No	No	No
mzspec:MSV000085862:Polar_raw_T_72h_Pitcher_I411_5uL	0.0	mzspec:MSV000085862:Polar_raw_T_72h_Pitcher_I411_5uL:scan:12911	1	0.82	5	MSV000085862	NoID	MSV000085862/peak/peak/Polar_raw_T_72h_Pitcher_I411_5uL.mzXML	MSV000085862/Polar_raw_T_72h_Pitcher_I411_5uL.mzXML	MSV000085862	Nepenthes x ventrata	1744888	No	No	No
mzspec:MSV000085862:Polar_diluted_T_72h_Leaf_H923_5uL	0.0	mzspec:MSV000085862:Polar_diluted_T_72h_Leaf_H923_5uL:scan:12256	1	0.8	5	MSV000085862	NoID	MSV000085862/peak/peak/Polar_diluted_T_72h_Leaf_H923_5uL.mzXML	MSV000085862/Polar_diluted_T_72h_Leaf_H923_5uL.mzXML	MSV000085862	Nepenthes x ventrata	1744888	No	No	No
mzspec:MSV000085862:Lipidomics_diluted_T_72h_Leaf_E915_5uL	0.0	mzspec:MSV000085862:Lipidomics_diluted_T_72h_Leaf_E915_5uL:scan:16043	1	0.8	5	MSV000085862	NoID	MSV000085862/peak/peak/Lipidomics_diluted_T_72h_Leaf_E915_5uL.mzXML	MSV000085862/Lipidomics_diluted_T_72h_Leaf_E915_5uL.mzXML	MSV000085862	Nepenthes x ventrata	1744888	No	No	No
mzspec:MSV000085862:Lipidomics_diluted_NT_72h_Leaf_L1112_5uL	-0.0	mzspec:MSV000085862:Lipidomics_diluted_NT_72h_Leaf_L1112_5uL:scan:14236	1	0.8	5	MSV000085862	NoID	MSV000085862/peak/peak/Lipidomics_diluted_NT_72h_Leaf_L1112_5uL.mzXML	MSV000085862/Lipidomics_diluted_NT_72h_Leaf_L1112_5uL.mzXML	MSV000085862	Nepenthes x ventrata	1744888	No	No	No
mzspec:MSV000085862:Lipidomics_diluted_T_72h_Leaf_J929_5uL	0.0	mzspec:MSV000085862:Lipidomics_diluted_T_72h_Leaf_J929_5uL:scan:15483	1	0.8	5	MSV000085862	NoID	MSV000085862/peak/peak/Lipidomics_diluted_T_72h_Leaf_J929_5uL.mzXML	MSV000085862/Lipidomics_diluted_T_72h_Leaf_J929_5uL.mzXML	MSV000085862	Nepenthes x ventrata	1744888	No	No	No
mzspec:MSV000085862:Lipidomics_diluted_T_72h_Pitcher_E384_5uL	0.0	mzspec:MSV000085862:Lipidomics_diluted_T_72h_Pitcher_E384_5uL:scan:15198	1	0.8	5	MSV000085862	NoID	MSV000085862/peak/peak/Lipidomics_diluted_T_72h_Pitcher_E384_5uL.mzXML	MSV000085862/Lipidomics_diluted_T_72h_Pitcher_E384_5uL.mzXML	MSV000085862	Nepenthes x ventrata	1744888	No	No	No
mzspec:MSV000085862:Lipidomics_diluted_T_72h_Pitcher_I408_5uL	0.0	mzspec:MSV000085862:Lipidomics_diluted_T_72h_Pitcher_I408_5uL:scan:12520	1	0.78	5	MSV000085862	NoID	MSV000085862/peak/peak/Lipidomics_diluted_T_72h_Pitcher_I408_5uL.mzXML	MSV000085862/Lipidomics_diluted_T_72h_Pitcher_I408_5uL.mzXML	MSV000085862	Nepenthes x ventrata	1744888	No	No	No
mzspec:MSV000085862:Lipidomics_diluted_NT_0h_Pitcher_E30_5uL	0.0	mzspec:MSV000085862:Lipidomics_diluted_NT_0h_Pitcher_E30_5uL:scan:17361	1	0.78	5	MSV000085862	NoID	MSV000085862/peak/peak/Lipidomics_diluted_NT_0h_Pitcher_E30_5uL.mzXML	MSV000085862/Lipidomics_diluted_NT_0h_Pitcher_E30_5uL.mzXML	MSV000085862	Nepenthes x ventrata	1744888	No	No	No
mzspec:MSV000085862:Lipidomics_diluted_NT_0h_Leaf_A881_5uL	0.0	mzspec:MSV000085862:Lipidomics_diluted_NT_0h_Leaf_A881_5uL:scan:14186	1	0.78	5	MSV000085862	NoID	MSV000085862/peak/peak/Lipidomics_diluted_NT_0h_Leaf_A881_5uL.mzXML	MSV000085862/Lipidomics_diluted_NT_0h_Leaf_A881_5uL.mzXML	MSV000085862	Nepenthes x ventrata	1744888	No	No	No
