Delta Mass	USI	Cosine	Matching Peaks	Status
0.0	mzspec:MSV000083559:11713.19.S.19D:scan:1376	0.97	10	NoID
-0.01	mzspec:MSV000083559:11713.6.S.6F:scan:1371	0.97	10	NoID
-0.0	mzspec:MSV000083559:11713.18.S.18G:scan:1327	0.97	10	NoID
0.0	mzspec:MSV000083559:11713.18.S.18C:scan:1378	0.97	10	NoID
0.0	mzspec:MSV000083559:11713.12.S.12E.P4:scan:1363	0.97	10	NoID
0.0	mzspec:MSV000083559:11713.9.F.9G:scan:1348	0.97	10	NoID
0.0	mzspec:MSV000083559:11713.4.O.4G:scan:1355	0.96	10	NoID
0.0	mzspec:MSV000080905:P3_EMP_37:scan:1290	0.96	10	NoID
0.0	mzspec:MSV000083559:11713.5.O.5B:scan:1346	0.96	10	NoID
0.0	mzspec:MSV000083559:11713.2.F.2B:scan:1339	0.96	10	NoID
-0.0	mzspec:MSV000082433:M-0029:scan:1702	0.96	10	NoID
-0.0	mzspec:MSV000083559:11713.25.F.25E:scan:1389	0.96	10	NoID
-0.0	mzspec:MSV000083559:11713.10.S.10F:scan:1370	0.96	10	NoID
0.0	mzspec:MSV000083559:11713.5.F.5A:scan:1365	0.96	10	NoID
0.0	mzspec:MSV000083559:11713.25.F.25A:scan:1385	0.96	10	NoID
0.0	mzspec:MSV000082433:M-302:scan:1676	0.96	10	NoID
0.0	mzspec:MSV000083559:11713.6.S.6E:scan:1368	0.96	10	NoID
0.0	mzspec:MSV000083559:11713.19.O.19A:scan:1339	0.96	10	NoID
0.0	mzspec:MSV000083559:11713.18.F.18C:scan:1456	0.96	10	NoID
-0.0	mzspec:MSV000083559:11713.8.S.8F:scan:1383	0.96	10	NoID
0.0	mzspec:MSV000083559:11713.20.O.20E.WGD4:scan:1373	0.95	10	NoID
0.0	mzspec:MSV000083559:11713.20.S.20G:scan:1314	0.95	10	NoID
0.0	mzspec:MSV000083559:11713.21.S.21E.P4:scan:1368	0.95	10	NoID
0.0	mzspec:MSV000083559:11713.21.F.21A:scan:1516	0.95	10	NoID
-0.0	mzspec:MSV000083559:11713.11.O.11D:scan:1355	0.95	10	NoID
0.0	mzspec:MSV000083559:11713.23.S.23D:scan:1310	0.95	10	NoID
-0.0	mzspec:MSV000083559:11713.9.S.9A:scan:1371	0.95	10	NoID
0.0	mzspec:MSV000080905:P2_EMP_93:scan:1319	0.95	10	NoID
-0.01	mzspec:MSV000080627:ONR_Stool_8:scan:1656	0.95	10	NoID
0.0	mzspec:MSV000083559:11713.20.S.20F:scan:1317	0.95	10	NoID
-0.01	mzspec:MSV000082433:M-487:scan:1705	0.95	10	NoID
0.0	mzspec:MSV000083559:11713.18.F.18G:scan:1355	0.95	10	NoID
0.0	mzspec:MSV000083559:11713.1.C.1C:scan:1309	0.95	10	NoID
0.0	mzspec:MSV000082433:M-198:scan:1708	0.95	10	NoID
0.0	mzspec:MSV000083541:Swab_Blank_03:scan:1787	0.95	10	NoID
0.0	mzspec:MSV000082953:Pooled_QC_start2:scan:2070	0.95	10	NoID
0.0	mzspec:MSV000083541:50mg_DF10:scan:1781	0.95	10	NoID
-0.0	mzspec:MSV000082433:M-172:scan:1707	0.95	10	NoID
0.01	mzspec:MSV000083559:11713.12.S.12F:scan:1343	0.95	10	NoID
0.0	mzspec:MSV000083559:11713.19.S.19C:scan:1363	0.94	10	NoID
0.0	mzspec:MSV000083559:11713.4.O.4D:scan:1293	0.94	10	NoID
0.0	mzspec:MSV000082953:P2_A2:scan:2040	0.94	10	NoID
0.0	mzspec:MSV000082433:M-228:scan:1695	0.94	10	NoID
-0.0	mzspec:MSV000082433:152:scan:1681	0.94	10	NoID
0.0	mzspec:MSV000083559:11713.4.F.4C:scan:1342	0.94	10	NoID
0.0	mzspec:MSV000079697:group1_P1_F7:scan:1687	0.94	10	NoID
0.0	mzspec:MSV000079709:group1_P1_F7:scan:1687	0.94	10	NoID
0.0	mzspec:MSV000079709:group1_P1_E8:scan:1682	0.94	10	NoID
0.0	mzspec:MSV000079697:group1_P1_E8:scan:1682	0.94	10	NoID
0.0	mzspec:MSV000082953:P4_D4:scan:2090	0.94	10	NoID
0.01	mzspec:MSV000083559:11713.24.S.24B:scan:1307	0.94	10	NoID
0.0	mzspec:MSV000079697:group4_P2_A10:scan:1670	0.94	10	NoID
0.0	mzspec:MSV000079714:group4_P2_A10:scan:1670	0.94	10	NoID
0.0	mzspec:MSV000079697:group4_P1_A5:scan:1690	0.93	10	NoID
0.0	mzspec:MSV000079697:group4_P2_B7:scan:1724	0.93	10	NoID
0.01	mzspec:MSV000082953:P4_D5:scan:2044	0.93	10	NoID
0.0	mzspec:MSV000082953:P4_B3:scan:2029	0.93	10	NoID
0.0	mzspec:MSV000079697:group4_P2_B2:scan:1680	0.93	10	NoID
0.0	mzspec:MSV000079697:group2_P1_D4:scan:1689	0.93	10	NoID
0.0	mzspec:MSV000079697:group3_P2_D9:scan:1705	0.93	10	NoID
0.0	mzspec:MSV000082433:M-357:scan:1662	0.93	10	NoID
0.0	mzspec:MSV000079697:group3_P1_E5:scan:1718	0.93	10	NoID
0.0	mzspec:MSV000079709:group1_P1_D7:scan:1686	0.93	10	NoID
0.0	mzspec:MSV000079710:group1_P2_G5:scan:1677	0.93	10	NoID
0.0	mzspec:MSV000079697:group1_P1_D7:scan:1686	0.93	10	NoID
0.0	mzspec:MSV000079714:group4_P2_B10:scan:1687	0.93	10	NoID
0.0	mzspec:MSV000079718:group2_P1_D4:scan:1689	0.93	10	NoID
0.0	mzspec:MSV000079714:group4_P2_B2:scan:1680	0.93	10	NoID
0.0	mzspec:MSV000079707:group3_P1_E5:scan:1718	0.93	10	NoID
0.0	mzspec:MSV000079712:group4_P1_A5:scan:1690	0.93	10	NoID
0.0	mzspec:MSV000079697:group1_P2_G5:scan:1677	0.93	10	NoID
0.0	mzspec:MSV000079714:group4_P2_B7:scan:1724	0.93	10	NoID
0.0	mzspec:MSV000079697:group4_P2_B10:scan:1687	0.93	10	NoID
0.0	mzspec:MSV000079706:group3_P2_D9:scan:1705	0.93	10	NoID
0.0	mzspec:MSV000079710:group1_P2_G7:scan:1667	0.92	10	NoID
0.0	mzspec:MSV000079710:group1_P1_G3:scan:1694	0.92	10	NoID
0.0	mzspec:MSV000079697:group1_P1_G2:scan:1709	0.92	10	NoID
0.0	mzspec:MSV000079697:group2_P1_C5:scan:1676	0.92	10	NoID
0.0	mzspec:MSV000079697:group3_P1_B4:scan:1689	0.92	10	NoID
0.0	mzspec:MSV000079697:group2_P1_F8:scan:1706	0.92	10	NoID
0.0	mzspec:MSV000079697:group1_P1_G5:scan:1699	0.92	10	NoID
0.0	mzspec:MSV000079710:group1_P1_G2:scan:1709	0.92	10	NoID
0.0	mzspec:MSV000079710:group1_P1_G5:scan:1699	0.92	10	NoID
0.0	mzspec:MSV000079720:group5_P1_C3:scan:1694	0.92	10	NoID
0.0	mzspec:MSV000079717:group2_P1_C5:scan:1676	0.92	10	NoID
0.0	mzspec:MSV000079697:group1_P2_G7:scan:1667	0.92	10	NoID
0.0	mzspec:MSV000079697:group2_P1_C9:scan:1685	0.92	10	NoID
0.0	mzspec:MSV000079697:group5_P1_C3:scan:1694	0.92	10	NoID
0.0	mzspec:MSV000083559:11713.7.S.7A:scan:1356	0.92	10	NoID
0.0	mzspec:MSV000079697:group5_P2_G8:scan:1717	0.92	10	NoID
0.0	mzspec:MSV000079697:group4_P1_D12:scan:1670	0.92	10	NoID
