USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009940828	CCMSLIB00009940828	0.87	6	Suspect related to 9-Oxo-10(E),12(E)-octadecadienoic acid (predicted molecular formula: C14H28N6O2) with delta m/z 18.01 (putative explanation: Proline oxidation to 5-hydroxy-2-aminovaleric acid|water; atomic difference: 2H,1O|2H,1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009931136	CCMSLIB00009931136	0.85	6	Suspect related to 11,14,17-Eicosatrienoic acid, (Z,Z,Z)- (predicted molecular formula: C18H32O4) with delta m/z 5.974 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009940829	CCMSLIB00009940829	0.83	6	Suspect related to 9-Oxo-10(E),12(E)-octadecadienoic acid (predicted molecular formula: C14H33NO3P) with delta m/z 18.017 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009998596	CCMSLIB00009998596	0.83	6	Suspect related to Spectral Match to Stearidonic acid from NIST14 (predicted molecular formula: C18H30O3) with delta m/z 18.01 (putative explanation: Proline oxidation to 5-hydroxy-2-aminovaleric acid|water; atomic difference: 2H,1O|2H,1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009976109	CCMSLIB00009976109	0.83	6	Suspect related to NCGC00385642-01!1,4-dihydroxyheptadec-16-en-2-yl acetate [IIN-based: Match] (predicted molecular formula: C18H30O3) with delta m/z -16.031 (putative explanation: Leu/Ile->Pro substitution; atomic difference: -1C,-4H)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009989803	CCMSLIB00009989803	0.83	6	Suspect related to Spectral Match to 9,12-Octadecadiynoic Acid from NIST14 (predicted molecular formula: C14H33NO3P) with delta m/z 18.017 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009938339	CCMSLIB00009938339	0.83	6	Suspect related to 5-Oxo-6E,8Z,11Z,14Z-eicosatetraenoic acid (predicted molecular formula: unknown) with delta m/z 90.031 (putative explanation: unspecified; atomic difference: unspecified)	[M-C5H6O3+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009926965	CCMSLIB00009926965	0.82	6	Suspect related to .omega.-3 Arachidonic acid methyl ester (predicted molecular formula: C18H30O3) with delta m/z -24.037 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009931818	CCMSLIB00009931818	0.82	6	Suspect related to 13S-Hydroxy-9Z,11E,15Z-octadecatrienoic acid (predicted molecular formula: C18H30O3) with delta m/z 18.017 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009940482	CCMSLIB00009940482	0.82	6	Suspect related to 9,12-Octadecadiynoic acid (predicted molecular formula: C18H30O3) with delta m/z 18.017 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
