file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxaname_alternative	Taxa_NCBI	Taxa_Assigment	ReDU_Availability	Blank	QC
mzspec:MSV000086314:P270_LCMSMS	0.0	mzspec:MSV000086314:P270_LCMSMS:scan:3054	1	0.97	6	MSV000086314	NoID	MSV000086314/ccms_peak/Microbes_LCMSMS/P270_LCMSMS.mzML	MSV000086314/P270_LCMSMS.mzML	MSV000086314	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000086314:P237_LCMSMS	0.0	mzspec:MSV000086314:P237_LCMSMS:scan:3156	1	0.97	5	MSV000086314	NoID	MSV000086314/ccms_peak/Microbes_LCMSMS/P237_LCMSMS.mzML	MSV000086314/P237_LCMSMS.mzML	MSV000086314	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000086314:P201_LCMSMS	-0.0	mzspec:MSV000086314:P201_LCMSMS:scan:3113	1	0.96	6	MSV000086314	NoID	MSV000086314/ccms_peak/Microbes_LCMSMS/P201_LCMSMS.mzML	MSV000086314/P201_LCMSMS.mzML	MSV000086314	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000086314:P203_LCMSMS	0.0	mzspec:MSV000086314:P203_LCMSMS:scan:2695	1	0.96	6	MSV000086314	NoID	MSV000086314/ccms_peak/Microbes_LCMSMS/P203_LCMSMS.mzML	MSV000086314/P203_LCMSMS.mzML	MSV000086314	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000086314:P266_LCMSMS	0.0	mzspec:MSV000086314:P266_LCMSMS:scan:2741	1	0.94	5	MSV000086314	NoID	MSV000086314/ccms_peak/Microbes_LCMSMS/P266_LCMSMS.mzML	MSV000086314/P266_LCMSMS.mzML	MSV000086314	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000086314:P108_LCMSMS	0.0	mzspec:MSV000086314:P108_LCMSMS:scan:3181	1	0.94	5	MSV000086314	NoID	MSV000086314/ccms_peak/Microbes_LCMSMS/P108_LCMSMS.mzML	MSV000086314/P108_LCMSMS.mzML	MSV000086314	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000084100:SPE1-2_A4	-0.0	mzspec:MSV000084100:SPE1-2_A4:scan:2178	1	0.91	6	MSV000084100	NoID	MSV000084100/peak/mzML/SPE1-2_A4.mzML	MSV000084100/SPE1-2_A4.mzML	MSV000084100	Cyanobacteria		1117	automatic	No	No	No
mzspec:MSV000086314:P073_LCMSMS	0.0	mzspec:MSV000086314:P073_LCMSMS:scan:3197	1	0.91	5	MSV000086314	NoID	MSV000086314/ccms_peak/Microbes_LCMSMS/P073_LCMSMS.mzML	MSV000086314/P073_LCMSMS.mzML	MSV000086314	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000081064:1018_CEstepped	0.0	mzspec:MSV000081064:1018_CEstepped:scan:1000	1	0.91	5	MSV000081064	NoID	MSV000081064/ccms_peak/Aaron_May_2017/170501_HPLC_2nd-Dimension/1018_CEstepped.mzML	MSV000081064/1018_CEstepped.mzML	MSV000081064	Methylobacter tundripaludum		173365	automatic	No	No	No
mzspec:MSV000081064:I11-5_stepped	0.0	mzspec:MSV000081064:I11-5_stepped:scan:1050	1	0.91	5	MSV000081064	NoID	MSV000081064/ccms_peak/Aaron_May_2017/170501_HPLC_polished/I11-5_stepped.mzML	MSV000081064/I11-5_stepped.mzML	MSV000081064	Methylobacter tundripaludum		173365	automatic	No	No	No
mzspec:MSV000086639:PLT2_D7	-0.0	mzspec:MSV000086639:PLT2_D7:scan:4711	1	0.91	5	MSV000086639	NoID	MSV000086639/ccms_peak/raw/PLT2_D7.mzML	MSV000086639/PLT2_D7.mzML	MSV000086639	Akkermansia muciniphila		239935	automatic	Yes	No	No
mzspec:MSV000081064:blank_2_170505112237	0.0	mzspec:MSV000081064:blank_2_170505112237:scan:1002	1	0.91	5	MSV000081064	NoID	MSV000081064/ccms_peak/Aaron_May_2017/170501_HPLC_polished/blank_2_170505112237.mzML	MSV000081064/blank_2_170505112237.mzML	MSV000081064	Methylobacter tundripaludum		blank	automatic	No	Yes	No
