USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009938954	CCMSLIB00009938954	0.93	7	Suspect related to 5.alpha.-Pregnane-3.alpha.,21-diol-20-one (predicted molecular formula: C18H28O3) with delta m/z -42.047 (putative explanation: Deisopropylation, depropylation, dealkylation|Leu/Ile->Ala substitution|Val->Gly substitution; atomic difference: -3C,-6H|-3C,-6H|-3C,-6H)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010004356	CCMSLIB00010004356	0.93	7	Suspect related to cis-5,8,11,14-Eicosatetraenoic acid (predicted molecular formula: C18H28O3) with delta m/z -12.036 (putative explanation: Leu/Ile->Thr substitution|Val->Ser substitution|Dealkylation+hydroxylation; atomic difference: -2C,-4H,1O|-2C,-4H,1O|2C,4H,-1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009970779	CCMSLIB00009970779	0.91	7	Suspect related to NCGC00347803-02_C20H32O4_1-Naphthalenecarboxylic acid, decahydro-5-[(3E)-5-hydroxy-3-(hydroxymethyl)-3-penten-1-yl]-1,4a-dimethyl-6-methylene- (predicted molecular formula: C18H28O3) with delta m/z -44.026 (putative explanation: Dealkoxylation, dehydroxyethylation|Thr->Gly substitution; atomic difference: -1C,-2H,-1O|-2C,-4H,-1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009939234	CCMSLIB00009939234	0.9	7	Suspect related to 5S-Hydroxy-6E,8Z,11Z-eicosatrienoic acid (predicted molecular formula: C18H28O3) with delta m/z -30.047 (putative explanation: nan (reverse); atomic difference: -2C,-6H)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009950100	CCMSLIB00009950100	0.89	7	Suspect related to Kinoprene (predicted molecular formula: unknown) with delta m/z 72.021 (putative explanation: unspecified|Dihydroxy methylglyoxal adduct|Gly->Glu substitution|carboxyethyl|methylglyoxal-derived carboxyethyllysine; atomic difference: 1C,2H,3N,1O|3C,4H,2O|3C,4H,2O|3C,4H,2O|3C,4H,2O)	[M-C3H6O2+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009932160	CCMSLIB00009932160	0.88	7	Suspect related to 15-Hydroxy-5Z,8Z,11Z,13E,17Z-eicosapentaenoic acid (predicted molecular formula: C18H28O3) with delta m/z -26.015 (putative explanation: Alkyl loss (typically partial loss from ring)|Pro->Ala substitution; atomic difference: -2C,-2H|-2C,-2H)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010007192	CCMSLIB00010007192	0.86	6	Suspect related to trans-trans-10,11-Epoxyfarnesenic acid methyl ester (predicted molecular formula: C18H28O3) with delta m/z 26.016 (putative explanation: Acetaldehyde +26|Ala->Pro substitution|unspecified; atomic difference: 2C,2H|2C,2H|2C,2H)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009991502	CCMSLIB00009991502	0.85	7	Suspect related to Spectral Match to Cholic acid from NIST14 (predicted molecular formula: unknown) with delta m/z -80.062 (putative explanation: nan (reverse); atomic difference: -6C,-8H)	[M-3H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009936720	CCMSLIB00009936720	0.84	7	Suspect related to 3-Cyclopentene-1-octanoic acid, 2-(3-hydroxy-1-penten-1-yl)-5-oxo- (predicted molecular formula: C18H30O4) with delta m/z 2.016 (putative explanation: Pro->Val substitution|reduction; atomic difference: 2H|2H)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009947541	CCMSLIB00009947541	0.83	6	Suspect related to Farnesal (predicted molecular formula: C18H28O3) with delta m/z 72.021 (putative explanation: unspecified|Dihydroxy methylglyoxal adduct|Gly->Glu substitution|carboxyethyl|methylglyoxal-derived carboxyethyllysine; atomic difference: 1C,2H,3N,1O|3C,4H,2O|3C,4H,2O|3C,4H,2O|3C,4H,2O)	[M-H2O+H]+	1
