file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G000073460_170522180710	-0.01	mzspec:MSV000084900:G000073460_170522180710:scan:1660	1	1.0	8	MSV000084900	NoID	MSV000084900	G000073460_170522180710.mzXML	plant
mzspec:MSV000084900:G000073461_170522182039	0.0	mzspec:MSV000084900:G000073461_170522182039:scan:1775	1	0.99	8	MSV000084900	NoID	MSV000084900	G000073461_170522182039.mzXML	complex
mzspec:MSV000084900:G000073462_170522183406	0.0	mzspec:MSV000084900:G000073462_170522183406:scan:1773	1	0.98	8	MSV000084900	NoID	MSV000084900	G000073462_170522183406.mzXML	complex
mzspec:MSV000084900:G79612_5x_RA5_01_18348	0.0	mzspec:MSV000084900:G79612_5x_RA5_01_18348:scan:1100	1	0.85	7	MSV000084900	NoID	MSV000084900	G79612_5x_RA5_01_18348.mzXML	butterfish, skin
mzspec:MSV000084900:CW_21.S_P1.T7_BA12_01_13097	0.0	mzspec:MSV000084900:CW_21.S_P1.T7_BA12_01_13097:scan:1013	1	0.84	7	MSV000084900	NoID	MSV000084900	CW_21.S_P1.T7_BA12_01_13097.mzXML	apple_cider
mzspec:MSV000084900:G72779_10x_BD3_01_17824	0.0	mzspec:MSV000084900:G72779_10x_BD3_01_17824:scan:1117	1	0.83	7	MSV000084900	NoID	MSV000084900	G72779_10x_BD3_01_17824.mzXML	grape
mzspec:MSV000084900:G74013_2x_RH9_01_19428	-0.0	mzspec:MSV000084900:G74013_2x_RH9_01_19428:scan:1106	1	0.8	6	MSV000084900	NoID	MSV000084900	G74013_2x_RH9_01_19428.mzXML	almond
mzspec:MSV000084900:G86941_1x_rerun_RD6_01_26516	0.0	mzspec:MSV000084900:G86941_1x_rerun_RD6_01_26516:scan:1113	1	0.79	5	MSV000084900	NoID	MSV000084900	G86941_1x_rerun_RD6_01_26516.mzXML	plant
mzspec:MSV000084900:G95927_GC4_01_49147	-0.0	mzspec:MSV000084900:G95927_GC4_01_49147:scan:1125	1	0.78	7	MSV000084900	NoID	MSV000084900	G95927_GC4_01_49147.mzXML	rosemary
mzspec:MSV000084900:G79572_5x_RG2_01_18212	0.0	mzspec:MSV000084900:G79572_5x_RG2_01_18212:scan:1119	1	0.78	6	MSV000084900	NoID	MSV000084900	G79572_5x_RG2_01_18212.mzXML	complex
mzspec:MSV000084900:G87426_1x_BD3_01_26030	0.0	mzspec:MSV000084900:G87426_1x_BD3_01_26030:scan:1043	1	0.78	6	MSV000084900	NoID	MSV000084900	G87426_1x_BD3_01_26030.mzXML	wheat
mzspec:MSV000084900:G86716_1x_RH11_01_21868	-0.0	mzspec:MSV000084900:G86716_1x_RH11_01_21868:scan:1109	1	0.77	7	MSV000084900	NoID	MSV000084900	G86716_1x_RH11_01_21868.mzXML	complex
mzspec:MSV000084900:G75202_1x_rerun_BG1_01_17374	-0.0	mzspec:MSV000084900:G75202_1x_rerun_BG1_01_17374:scan:1122	1	0.76	6	MSV000084900	NoID	MSV000084900	G75202_1x_rerun_BG1_01_17374.mzXML	marigold
mzspec:MSV000084900:Fish_4_1x_GD4_01_20501	0.0	mzspec:MSV000084900:Fish_4_1x_GD4_01_20501:scan:1026	1	0.71	6	MSV000084900	NoID	MSV000084900	Fish_4_1x_GD4_01_20501.mzXML	mackerel, tail
mzspec:MSV000084900:G72738_10x_BB5_01_17911	0.0	mzspec:MSV000084900:G72738_10x_BB5_01_17911:scan:1076	1	0.71	6	MSV000084900	NoID	MSV000084900	G72738_10x_BB5_01_17911.mzXML	yeast
mzspec:MSV000084900:G87500_1x_rerun_RD2_01_26512	0.0	mzspec:MSV000084900:G87500_1x_rerun_RD2_01_26512:scan:1116	1	0.71	5	MSV000084900	NoID	MSV000084900	G87500_1x_rerun_RD2_01_26512.mzXML	brut, white
