Delta Mass	USI	Cosine	Matching Peaks	Status
0.0	mzspec:MSV000087948:CMI_YB4_05ul:scan:2330	0.79	9	NoID
0.0	mzspec:MSV000086251:181109_PMA_LQG_PF076_E08:scan:3098	0.79	8	NoID
0.0	mzspec:MSV000085917:181109_PMA_LQG_PF076_E08:scan:3098	0.79	8	NoID
0.04	mzspec:MSV000083559:11713.1.S.1F:scan:2289	0.78	9	NoID
0.04	mzspec:MSV000083559:11713.11.S.11B:scan:2280	0.78	9	NoID
0.04	mzspec:MSV000083559:11713.6.O.6C:scan:2296	0.78	9	NoID
0.0	mzspec:MSV000083559:11713.19.S.19E:scan:2214	0.78	9	NoID
0.04	mzspec:MSV000083559:11713.4.S.4E:scan:2281	0.78	9	NoID
0.04	mzspec:MSV000083559:11713.3.O.3C:scan:2241	0.78	9	NoID
0.03	mzspec:MSV000083559:11713.2.S.2B:scan:2343	0.78	9	NoID
0.04	mzspec:MSV000083559:11713.15.O.15H:scan:2276	0.78	9	NoID
0.03	mzspec:MSV000083559:11713.10.O.10F:scan:2291	0.78	9	NoID
0.03	mzspec:MSV000083559:11713.6.O.6A:scan:2302	0.78	9	NoID
0.02	mzspec:MSV000083559:11713.8.S.8C:scan:2341	0.78	9	NoID
0.0	mzspec:MSV000083475:7C8_blank:scan:2381	0.78	8	NoID
0.0	mzspec:MSV000083475:7F4_blank:scan:2390	0.78	8	NoID
0.0	mzspec:MSV000083300:BP000097025_p:scan:2502	0.78	8	NoID
0.0	mzspec:MSV000083300:BP000098494_p:scan:2538	0.78	8	NoID
0.0	mzspec:MSV000083475:7E4_blank:scan:2353	0.78	8	NoID
0.04	mzspec:MSV000083559:11713.7.O.7B:scan:2286	0.77	9	NoID
0.03	mzspec:MSV000083559:11713.11.F.11C:scan:2321	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.8.O.8F:scan:2292	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.10.F.10G:scan:2345	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.8.S.8E:scan:2292	0.77	9	NoID
0.03	mzspec:MSV000083559:11713.1.F.1D:scan:2302	0.77	9	NoID
0.0	mzspec:MSV000083559:11713.13.O.13F:scan:2431	0.77	9	NoID
0.03	mzspec:MSV000083559:11713.5.O.5A:scan:2296	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.5.O.5G:scan:2312	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.11.O.11E:scan:2277	0.77	9	NoID
-0.01	mzspec:MSV000083559:11713.18.O.18B:scan:2303	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.3.O.3E:scan:2296	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.6.S.6B:scan:2304	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.9.O.9A:scan:2308	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.11.O.11D_rep:scan:2276	0.77	9	NoID
0.03	mzspec:MSV000083559:11713.19.S.19A:scan:2318	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.2.O.2H:scan:2315	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.11.F.11G:scan:2286	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.1.F.1B.P2:scan:2318	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.16.O.16A:scan:2297	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.11.O.11D:scan:2307	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.2.O.2A:scan:2279	0.77	9	NoID
0.03	mzspec:MSV000083559:11713.11.O.11F:scan:2296	0.77	9	NoID
0.03	mzspec:MSV000083559:11713.3.S.3A:scan:2228	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.15.S.15B:scan:2328	0.77	9	NoID
0.02	mzspec:MSV000083559:11713.8.C.8A:scan:2331	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.14.S.14B:scan:2262	0.77	9	NoID
0.03	mzspec:MSV000083559:11713.15.S.15D:scan:2306	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.10.F.10B:scan:2301	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.8.O.8B:scan:2309	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.4.S.4A:scan:2315	0.77	9	NoID
0.03	mzspec:MSV000083559:11713.23.O.23A:scan:2251	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.11.S.11G:scan:2332	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.25.S.25G:scan:2288	0.77	9	NoID
-0.01	mzspec:MSV000083559:11713.24.O.24B:scan:2245	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.9.S.9F:scan:2291	0.77	9	NoID
0.02	mzspec:MSV000083559:11713.13.S.13B:scan:2293	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.13.S.13E:scan:2323	0.77	9	NoID
-0.01	mzspec:MSV000083559:11713.3.O.3F:scan:2266	0.77	9	NoID
0.03	mzspec:MSV000083559:11713.2.O.2E:scan:2291	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.17.S.17A:scan:2315	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.4.S.4H:scan:2295	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.1.F.1A:scan:2305	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.11.S.11C:scan:2291	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.19.F.19A:scan:2266	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.8.O.8D:scan:2291	0.77	9	NoID
0.0	mzspec:MSV000083559:11713.8.S.8A:scan:2303	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.7.O.7A:scan:2300	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.2.S.2C:scan:2222	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.1.C.1D:scan:2247	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.7.S.7B:scan:2323	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.3.O.3G:scan:2296	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.5.S.5F:scan:2307	0.77	9	NoID
0.03	mzspec:MSV000083559:11713.7.S.7C:scan:2321	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.3.O.3D:scan:2287	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.5.S.5E.P3:scan:2288	0.77	9	NoID
0.03	mzspec:MSV000083559:11713.16.S.16E:scan:2265	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.6.S.6D:scan:2287	0.77	9	NoID
0.03	mzspec:MSV000083559:11713.3.F.3A:scan:2325	0.77	9	NoID
0.04	mzspec:MSV000083559:11713.6.S.6F:scan:2304	0.77	9	NoID
0.0	mzspec:MSV000083300:BP000098374_p:scan:2483	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096954_p:scan:2517	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000097016_p:scan:2541	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000098368_p:scan:2523	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000098453_p:scan:2545	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096850_p:scan:2516	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000097061_p:scan:2578	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000098373_p:scan:2521	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096855_p:scan:2499	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096937_p:scan:2547	0.77	8	NoID
0.0	mzspec:MSV000083475:7E10_blank:scan:2349	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096872_p:scan:2575	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000097026_p:scan:2576	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000098447_p:scan:2535	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000097163_p:scan:2532	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000097073_p:scan:2581	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096967_p:scan:2531	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096920_p:scan:2570	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000097049_p:scan:2529	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096941_p:scan:2621	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096984_p:scan:2561	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096978_p:scan:2554	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000098423_p:scan:2544	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096848_p:scan:2527	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000098424_p:scan:2556	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000098472_p:scan:2504	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000098435_p:scan:2572	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000098413_p:scan:2478	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000097023_p:scan:2513	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096925_p:scan:2571	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096833_p:scan:2529	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000098496_p:scan:2559	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000098399_p:scan:2501	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000097009_p:scan:2537	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096973_p:scan:2561	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000098406_p:scan:2496	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000097041_p:scan:2504	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000097171_p:scan:2482	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000097056_p:scan:2525	0.77	8	NoID
0.0	mzspec:MSV000083475:1907_EMPv2_INN_GNPS_derep_format:scan:55510	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000098398_p:scan:2512	0.77	8	NoID
-0.0	mzspec:MSV000083559:11713.2.O.2F:scan:2185	0.77	8	NoID
0.0	mzspec:MSV000083475:7D3_blank:scan:2372	0.77	8	NoID
0.0	mzspec:MSV000086676:iterativeincluision_C3-list5:scan:15430	0.77	8	NoID
0.0	mzspec:MSV000087948:CMI_YB8_05ul:scan:2321	0.77	8	NoID
0.0	mzspec:MSV000083475:1907_EMPv2_SIRIUS:scan:2370	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096953_p:scan:2555	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096842_p:scan:2533	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096903_p:scan:2554	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096861_p:scan:2655	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000097155_p:scan:2500	0.77	8	NoID
-0.0	mzspec:MSV000086312:Frass_2DC_LCMSMS:scan:6100	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096999_p:scan:2523	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000097139_p:scan:2495	0.77	8	NoID
0.0	mzspec:MSV000083475:7B5_blank:scan:2370	0.77	8	NoID
-0.01	mzspec:MSV000083559:11713.15.O.15B:scan:2233	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096991_p:scan:2525	0.77	8	NoID
-0.0	mzspec:MSV000083559:11713.25.O.25A:scan:2188	0.77	8	NoID
-0.0	mzspec:MSV000083300:BP000098416_p:scan:2552	0.77	8	NoID
0.0	mzspec:MSV000083475:1907_EMPv2_INN_GNPS:scan:55510	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096882_p:scan:2548	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000097140_p:scan:2539	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000097064_p:scan:2569	0.77	8	NoID
-0.0	mzspec:MSV000083300:BP000097181_p:scan:2515	0.77	8	NoID
-0.0	mzspec:MSV000083300:BP000098430_p:scan:2525	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000097002_p:scan:2577	0.77	8	NoID
0.01	mzspec:MSV000084314:MSV000083300:scan:203235	0.77	8	NoID
-0.01	mzspec:MSV000083559:11713.13.F.13B:scan:2264	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000098486_p:scan:2528	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000097174_p:scan:2545	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000097040_p:scan:2543	0.77	8	NoID
-0.01	mzspec:MSV000083559:11713.13.O.13C:scan:2249	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096858_p:scan:2538	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096929_p:scan:2545	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096969_p:scan:2525	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000098421_p:scan:2549	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000098339_p:scan:2561	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096866_p:scan:2541	0.77	8	NoID
-0.01	mzspec:MSV000083559:11713.2.O.2B:scan:2198	0.77	8	NoID
0.04	mzspec:MSV000083541:S2_90MeOH:scan:3065	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000097153_p:scan:2566	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096897_p:scan:2514	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000098429_p:scan:2512	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096845_p:scan:2595	0.77	8	NoID
-0.0	mzspec:MSV000083300:BP000098488_p:scan:2521	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000098448_p:scan:2544	0.77	8	NoID
0.0	mzspec:MSV000083475:7C2_blank:scan:2370	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000097018_p:scan:2573	0.77	8	NoID
-0.0	mzspec:MSV000083300:BP000098414_p:scan:2524	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096977_p:scan:2539	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000098400_p:scan:2569	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096965_p:scan:2593	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096877_p:scan:2548	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096889_p:scan:2523	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000097157_p:scan:2534	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000098478_p:scan:2504	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000098343_p:scan:2533	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000097179_p:scan:2515	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096816_p:scan:2508	0.77	8	NoID
-0.0	mzspec:MSV000083300:BP000096893_p:scan:2605	0.77	8	NoID
-0.0	mzspec:MSV000083300:BP000096944_p:scan:2524	0.77	8	NoID
-0.0	mzspec:MSV000083300:BP000098407_p:scan:2518	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000098439_p:scan:2570	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000096983_p:scan:2543	0.77	8	NoID
0.0	mzspec:MSV000083300:BP000098408_p:scan:2538	0.77	8	NoID
-0.0	mzspec:MSV000083300:BP000098467_p:scan:2522	0.77	8	NoID
0.0	mzspec:MSV000082157:Wash_04:scan:1122	0.77	8	NoID
-0.0	mzspec:MSV000083559:11713.21.S.21F:scan:2412	0.76	10	NoID
0.03	mzspec:MSV000083559:11713.5.O.5F:scan:2296	0.76	9	NoID
0.03	mzspec:MSV000083559:11713.12.S.12E:scan:2248	0.76	9	NoID
0.04	mzspec:MSV000083559:11713.11.S.11F:scan:2299	0.76	9	NoID
0.03	mzspec:MSV000083559:11713.3.F.3C:scan:2334	0.76	9	NoID
0.04	mzspec:MSV000083559:11713.14.O.14B:scan:2319	0.76	9	NoID
-0.01	mzspec:MSV000083559:11713.25.O.25F:scan:2240	0.76	9	NoID
0.04	mzspec:MSV000083559:11713.2.F.2B:scan:2302	0.76	9	NoID
0.04	mzspec:MSV000083559:11713.6.O.6F:scan:2290	0.76	9	NoID
0.03	mzspec:MSV000083559:11713.4.S.4C:scan:2240	0.76	9	NoID
0.04	mzspec:MSV000083559:11713.4.O.4A:scan:2247	0.76	9	NoID
0.04	mzspec:MSV000083559:11713.22.F.22E:scan:2327	0.76	9	NoID
0.04	mzspec:MSV000083559:11713.10.S.10F:scan:2324	0.76	9	NoID
0.04	mzspec:MSV000083559:11713.5.O.5E.WYG11:scan:2318	0.76	9	NoID
0.03	mzspec:MSV000083559:11713.8.A.8A:scan:2302	0.76	9	NoID
0.04	mzspec:MSV000083559:11713.12.S.12A:scan:2241	0.76	9	NoID
-0.01	mzspec:MSV000083559:11713.22.O.22B:scan:2192	0.76	9	NoID
0.04	mzspec:MSV000083559:11713.3.S.3B:scan:2228	0.76	9	NoID
0.04	mzspec:MSV000083559:11713.16.S.16G:scan:2300	0.76	9	NoID
0.04	mzspec:MSV000083559:11713.6.S.6A:scan:2315	0.76	9	NoID
0.04	mzspec:MSV000083559:11713.13.O.13E:scan:2306	0.76	9	NoID
0.03	mzspec:MSV000083559:11713.16.S.16F:scan:2293	0.76	9	NoID
0.04	mzspec:MSV000083559:11713.4.S.4D:scan:2297	0.76	9	NoID
0.04	mzspec:MSV000083559:11713.1.S.1A:scan:2209	0.76	9	NoID
0.04	mzspec:MSV000083559:11713.7.S.7D:scan:2306	0.76	9	NoID
-0.01	mzspec:MSV000083559:11713.20.F.20D:scan:2383	0.76	9	NoID
0.04	mzspec:MSV000083559:11713.21.O.21D:scan:2242	0.76	9	NoID
0.04	mzspec:MSV000083559:11713.2.S.2F:scan:2278	0.76	9	NoID
0.04	mzspec:MSV000083559:11713.11.S.11E:scan:2343	0.76	9	NoID
0.0	mzspec:MSV000087948:CMI_YB7_05ul:scan:2337	0.76	9	NoID
-0.01	mzspec:MSV000083559:11713.20.O.20G:scan:2241	0.76	9	NoID
0.03	mzspec:MSV000083559:11713.1.F.1B:scan:2302	0.76	9	NoID
0.04	mzspec:MSV000083559:11713.10.S.10C:scan:2305	0.76	9	NoID
0.04	mzspec:MSV000083559:11713.1.S.1G:scan:2262	0.76	9	NoID
-0.01	mzspec:MSV000083559:11713.23.O.23D:scan:2219	0.76	9	NoID
0.0	mzspec:MSV000086251:181109_PMA_LQG_PF076_G06:scan:2989	0.76	9	NoID
0.05	mzspec:MSV000083559:11713.15.O.15A:scan:2311	0.76	9	NoID
0.04	mzspec:MSV000083559:11713.18.S.18C:scan:2322	0.76	9	NoID
0.04	mzspec:MSV000083559:11713.9.O.9E:scan:2340	0.76	9	NoID
0.03	mzspec:MSV000083559:11713.1.S.1D:scan:2223	0.76	9	NoID
-0.0	mzspec:MSV000083559:11713.19.O.19F:scan:2389	0.76	9	NoID
0.04	mzspec:MSV000083559:11713.SolventBlank.7.170215080547.4.P4.WYG1:scan:2223	0.76	9	NoID
0.04	mzspec:MSV000083559:11713.25.S.25E:scan:2279	0.76	9	NoID
0.04	mzspec:MSV000083559:11713.8.O.8E:scan:2289	0.76	9	NoID
0.04	mzspec:MSV000083559:11713.7.O.7D:scan:2305	0.76	9	NoID
0.0	mzspec:MSV000085917:181109_PMA_LQG_PF076_G06:scan:2989	0.76	9	NoID
0.0	mzspec:MSV000083300:BP000097142_p:scan:2506	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000097058_p:scan:2568	0.76	8	NoID
-0.0	mzspec:MSV000083559:11713.14.O.14D:scan:2251	0.76	8	NoID
-0.01	mzspec:MSV000083559:11713.4.O.4E:scan:2235	0.76	8	NoID
-0.01	mzspec:MSV000083559:11713.13.F.13E:scan:2277	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000096962_p:scan:2539	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000096823_p:scan:2556	0.76	8	NoID
0.0	mzspec:MSV000083559:11713.24.O.24E:scan:2264	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000096881_p:scan:2527	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000098422_p:scan:2559	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000097066_p:scan:2510	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000096890_p:scan:2559	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000098463_p:scan:2563	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000096986_p:scan:2538	0.76	8	NoID
0.01	mzspec:MSV000083559:11713.1.F.1F:scan:2230	0.76	8	NoID
-0.0	mzspec:MSV000083559:11713.3.O.3H:scan:2177	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000098487_p:scan:2516	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000098451_p:scan:2545	0.76	8	NoID
-0.0	mzspec:MSV000083300:BP000097008_p:scan:2491	0.76	8	NoID
-0.0	mzspec:MSV000083300:BP000098390_p:scan:2517	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000097024_p:scan:2556	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000097182_p:scan:2561	0.76	8	NoID
0.0	mzspec:MSV000083475:7A4_blank:scan:2590	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000096871_p:scan:2535	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000098355_p:scan:2571	0.76	8	NoID
-0.01	mzspec:MSV000083559:11713.22.O.22C:scan:2207	0.76	8	NoID
-0.0	mzspec:MSV000083300:BP000097001_p:scan:2533	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000096943_p:scan:2546	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000096968_p:scan:2545	0.76	8	NoID
-0.0	mzspec:MSV000083559:11713.13.F.13A:scan:2296	0.76	8	NoID
0.0	mzspec:MSV000086415:15176592_rerun:scan:2310	0.76	8	NoID
0.0	mzspec:MSV000086415:92996364:scan:2325	0.76	8	NoID
-0.01	mzspec:MSV000083559:11713.1.F.1C:scan:2408	0.76	8	NoID
-0.0	mzspec:MSV000083300:BP000098454_p:scan:2513	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000096960_p:scan:2530	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000096975_p:scan:2538	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000096952_p:scan:2552	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000097074_p:scan:2542	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000097148_p:scan:2560	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000098480_p:scan:2578	0.76	8	NoID
-0.0	mzspec:MSV000083300:BP000096853_p:scan:2588	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000097185_p:scan:2539	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000098382_p:scan:2556	0.76	8	NoID
-0.0	mzspec:MSV000083300:BP000097165_p:scan:2524	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000097065_p:scan:2541	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000097032_p:scan:2521	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000096938_p:scan:2538	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000096834_p:scan:2550	0.76	8	NoID
-0.01	mzspec:MSV000083559:11713.4.O.4H:scan:2199	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000097158_p:scan:2491	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000096817_p:scan:2554	0.76	8	NoID
0.0	mzspec:MSV000083300:BP000096951_p:scan:2545	0.76	8	NoID
-0.0	mzspec:MSV000083300:BP000096976_p:scan:2560	0.76	8	NoID
-0.01	mzspec:MSV000083559:11713.1.O.1H:scan:2223	0.76	8	NoID
