Delta Mass	USI	Cosine	Matching Peaks	Status
-0.01	mzspec:MSV000083320:99625:scan:2160	0.81	10	NoID
-0.01	mzspec:MSV000083320:99722:scan:2184	0.8	10	NoID
-0.01	mzspec:MSV000083320:99673:scan:2164	0.8	10	NoID
-0.0	mzspec:MSV000083320:99711:scan:2165	0.8	10	NoID
-0.0	mzspec:MSV000083320:99699:scan:2140	0.8	10	NoID
-0.0	mzspec:MSV000083320:99705:scan:2165	0.8	10	NoID
-0.0	mzspec:MSV000083320:99671:scan:2170	0.79	10	NoID
-0.01	mzspec:MSV000083320:99731:scan:2160	0.79	10	NoID
-0.0	mzspec:MSV000083320:99710:scan:2190	0.79	10	NoID
-0.02	mzspec:MSV000084314:MSV000081351:scan:142464	0.79	8	NoID
-0.0	mzspec:MSV000083320:99703:scan:2156	0.78	9	NoID
-0.01	mzspec:MSV000083320:99771:scan:2160	0.76	9	NoID
-0.0	mzspec:MSV000083320:99706:scan:2166	0.76	8	NoID
-0.01	mzspec:MSV000089558:ME_C5-E17:scan:3030	0.76	7	NoID
-0.0	mzspec:MSV000080905:SolventBlank_32:scan:1395	0.74	6	NoID
-0.0	mzspec:MSV000083320:99695:scan:2138	0.72	8	NoID
0.0	mzspec:MSV000082999:Isa_10_a:scan:2048	0.72	6	NoID
0.0	mzspec:MSV000082999:Isa_Wine-fungi_MZmine231_GNPS:scan:1785	0.72	6	NoID
-0.0	mzspec:MSV000083320:99766:scan:2138	0.71	8	NoID
-0.0	mzspec:MSV000080299:Bsub_P3_C11:scan:1915	0.71	8	NoID
