Delta Mass	USI	Cosine	Matching Peaks	Status
0.0	mzspec:MSV000088842:39B:scan:1145	1.0	8	NoID
0.0	mzspec:MSV000088519:PPL_Medium_Blank:scan:2124	1.0	8	NoID
0.0	mzspec:MSV000082953:P2_C6:scan:1484	0.99	8	NoID
0.0	mzspec:MSV000088842:23C:scan:1143	0.99	8	NoID
0.0	mzspec:MSV000082953:MzMine_Export_MS2Filtered_forGNPS:scan:2796	0.99	8	NoID
0.0	mzspec:MSV000088842:39D:scan:1144	0.99	8	NoID
0.0	mzspec:MSV000088842:19A:scan:1151	0.99	8	NoID
0.0	mzspec:MSV000082953:P1_C5:scan:1528	0.99	8	NoID
0.0	mzspec:MSV000088842:21A:scan:1158	0.99	8	NoID
0.0	mzspec:MSV000088842:19C:scan:1158	0.99	8	NoID
0.0	mzspec:MSV000079718:group2_P1_H11:scan:1174	0.98	7	NoID
0.0	mzspec:MSV000079717:group2_P2_E12:scan:1185	0.98	7	NoID
0.0	mzspec:MSV000082086:8_29_86_Blank_SPEDOM_BTR:scan:1715	0.98	7	NoID
0.0	mzspec:MSV000079697:group2_P2_A7:scan:1159	0.98	7	NoID
0.0	mzspec:MSV000079697:group2_P1_H11:scan:1174	0.98	7	NoID
0.0	mzspec:MSV000079697:group2_P2_A1:scan:1154	0.98	7	NoID
0.0	mzspec:MSV000079697:group2_P2_E12:scan:1185	0.98	7	NoID
0.0	mzspec:MSV000079697:group2_P1_H12:scan:1174	0.98	7	NoID
0.0	mzspec:MSV000079718:group2_P2_A1:scan:1154	0.98	7	NoID
0.0	mzspec:MSV000079718:group2_P1_H12:scan:1174	0.98	7	NoID
0.0	mzspec:MSV000079718:group2_P2_A7:scan:1159	0.98	7	NoID
0.0	mzspec:MSV000082953:P1_C6:scan:1542	0.97	8	NoID
0.0	mzspec:MSV000088546:4057063652:scan:1022	0.97	8	NoID
0.0	mzspec:MSV000079709:group1_P1_C7:scan:1135	0.97	7	NoID
0.0	mzspec:MSV000079697:group2_P2_A6:scan:1166	0.97	7	NoID
0.0	mzspec:MSV000079697:group2_P2_A5:scan:1175	0.97	7	NoID
0.0	mzspec:MSV000079718:group2_P2_A5:scan:1175	0.97	7	NoID
0.0	mzspec:MSV000079718:group2_P2_A6:scan:1166	0.97	7	NoID
0.0	mzspec:MSV000079697:group1_P1_C7:scan:1135	0.97	7	NoID
0.0	mzspec:MSV000082953:P2_C5:scan:1547	0.96	8	NoID
0.0	mzspec:MSV000083365:190416_EXORTS_mzmine_corr16-4_SIRIUS:scan:1483	0.96	7	NoID
0.0	mzspec:MSV000079718:group2_P2_A3:scan:1166	0.96	7	NoID
0.0	mzspec:MSV000079697:group2_P2_B6:scan:1180	0.96	7	NoID
0.0	mzspec:MSV000079717:group2_P2_B6:scan:1180	0.96	7	NoID
0.0	mzspec:MSV000079717:group2_P2_B5:scan:1166	0.96	7	NoID
0.0	mzspec:MSV000083365:E2R2_A8:scan:1483	0.96	7	NoID
0.0	mzspec:MSV000079697:group2_P2_A3:scan:1166	0.96	7	NoID
0.0	mzspec:MSV000079697:group2_P2_B5:scan:1166	0.96	7	NoID
0.0	mzspec:MSV000085779:RT_Jake_EE1_3:scan:1463	0.95	7	NoID
0.0	mzspec:MSV000085777:RT_Jake_EE1_3:scan:1463	0.95	7	NoID
0.0	mzspec:MSV000079717:group2_P2_E1:scan:1173	0.95	7	NoID
0.0	mzspec:MSV000085777:RT_Jake_IODA_EE1_3:scan:1451	0.95	7	NoID
0.0	mzspec:MSV000079717:group2_P2_F3:scan:1182	0.95	7	NoID
0.0	mzspec:MSV000083365:E2R2_CD0:scan:1481	0.95	7	NoID
-0.0	mzspec:MSV000083889:2019_3_02_IB_DOM_1:scan:1482	0.95	7	NoID
0.0	mzspec:MSV000088697:20_Synechococcus_PCC7502_SPE:scan:2510	0.95	7	NoID
-0.0	mzspec:MSV000083365:E2R2_D8:scan:1475	0.95	7	NoID
0.0	mzspec:MSV000079697:group2_P2_F3:scan:1182	0.95	7	NoID
0.0	mzspec:MSV000080167:P4B04:scan:1255	0.95	7	NoID
0.0	mzspec:MSV000083365:190416_EXORTS_mzmine_corr16-4_GNPS:scan:98355	0.95	7	NoID
0.0	mzspec:MSV000079697:group2_P2_E1:scan:1173	0.95	7	NoID
0.0	mzspec:MSV000088546:4057071593:scan:1019	0.94	8	NoID
0.0	mzspec:MSV000087006:20200206_DOM_BF_SZ_2:scan:797	0.94	7	NoID
0.0	mzspec:MSV000086926:20200206_DOM_BF_SZ_2:scan:797	0.94	7	NoID
0.0	mzspec:MSV000085777:RT_Jake_EE1_2:scan:1463	0.94	7	NoID
0.0	mzspec:MSV000085779:RT_Jake_EE1_2:scan:1463	0.94	7	NoID
-0.0	mzspec:MSV000088546:4057071632:scan:1011	0.93	8	NoID
0.0	mzspec:MSV000087087:4053746507:scan:1044	0.93	7	NoID
0.0	mzspec:MSV000085779:RT_Jake_EE1_1neg:scan:1480	0.93	7	NoID
0.0	mzspec:MSV000084314:MSV000083889:scan:30500	0.93	7	NoID
-0.0	mzspec:MSV000083365:E2R2_EF0:scan:1482	0.93	7	NoID
0.0	mzspec:MSV000085480:ETNP_70_SIO:scan:1442	0.93	7	NoID
0.0	mzspec:MSV000080167:P2D07:scan:1249	0.93	7	NoID
0.0	mzspec:MSV000080167:P2D09:scan:1224	0.93	7	NoID
0.0	mzspec:MSV000088519:Biotic_1:scan:2152	0.92	8	NoID
0.0	mzspec:MSV000083365:E2R2_B8:scan:1473	0.92	7	NoID
0.0	mzspec:MSV000083365:E2R2_C8:scan:1473	0.92	7	NoID
0.0	mzspec:MSV000083889:2019_3_02_Holl_DOM_2:scan:1489	0.92	7	NoID
0.0	mzspec:MSV000089483:S3_FF_C_GC1_01_63673:scan:708	0.92	7	NoID
0.0	mzspec:MSV000085779:RT_Jake_EE1_1:scan:1469	0.92	7	NoID
0.0	mzspec:MSV000085777:RT_Jake_EE1_1:scan:1469	0.92	7	NoID
0.0	mzspec:MSV000089483:S3_F24_B_GA12_01_63713:scan:772	0.92	7	NoID
0.0	mzspec:MSV000089483:S3_FF_B_GB4_01_63672:scan:772	0.92	6	NoID
0.0	mzspec:MSV000085777:RT_Jake_IODA_EE1_2:scan:1453	0.91	7	NoID
0.0	mzspec:MSV000080167:P2C08:scan:1247	0.91	7	NoID
0.0	mzspec:MSV000080167:P6A11:scan:1230	0.91	7	NoID
0.0	mzspec:MSV000088546:5004561485:scan:1022	0.91	7	NoID
0.0	mzspec:MSV000085777:RT_Jake_IODA_EE1_1:scan:1455	0.91	7	NoID
0.0	mzspec:MSV000080167:P6H10:scan:1249	0.91	7	NoID
0.0	mzspec:MSV000080167:P2F07:scan:1248	0.91	7	NoID
0.0	mzspec:MSV000088546:5004624843:scan:1016	0.9	8	NoID
0.0	mzspec:MSV000083889:IB-Spray-DOM_MZmine237-17-7-Kai_IIN_GNPS_merged2:scan:44245	0.9	7	NoID
0.0	mzspec:MSV000087087:4050203492:scan:1036	0.9	7	NoID
0.0	mzspec:MSV000080167:P5F08:scan:1210	0.9	7	NoID
0.0	mzspec:MSV000083889:2019_3_02_Holl_DOM_1:scan:1514	0.9	7	NoID
0.0	mzspec:MSV000083889:IB_MZmine_1_GNPS_merged08:scan:44245	0.9	7	NoID
0.0	mzspec:MSV000088697:01_Synechocystis_PCC6803_SPE:scan:2513	0.9	7	NoID
0.0	mzspec:MSV000083889:IB-Spray-DOM_MZmine237-17-7-Kai_IIN_GNPS_merged:scan:44245	0.9	7	NoID
0.0	mzspec:MSV000083889:IB_MZmine_1_GNPS_not-merged:scan:44245	0.9	7	NoID
0.0	mzspec:MSV000083889:IB-Spray-DOM_MZmine237-17-7-Kai_IIN_GNPS_not-merged:scan:44245	0.9	7	NoID
0.0	mzspec:MSV000083889:IB-Spray-DOM_MZmine237-17-7-Kai_IIN_SIRIUS_merged:scan:44245	0.9	7	NoID
0.02	mzspec:MSV000085844:MBHUI_207:scan:1310	0.9	6	NoID
-0.04	mzspec:MSV000085713:carboxylic_1029_col2_02232016:scan:6979	0.89	7	NoID
-0.0	mzspec:MSV000088546:5004631585:scan:1017	0.89	7	NoID
-0.04	mzspec:MSV000083889:2019_3_01_Holl_DOM_2:scan:2405	0.89	7	NoID
0.0	mzspec:MSV000085891:Aruba_W6:scan:1455	0.89	7	NoID
0.0	mzspec:MSV000080167:P6A07:scan:1263	0.89	7	NoID
-0.0	mzspec:MSV000088546:5004617100:scan:1012	0.89	7	NoID
-0.0	mzspec:MSV000088546:5004561498:scan:1018	0.89	6	NoID
0.0	mzspec:MSV000088645:4057055004:scan:1044	0.89	5	NoID
0.0	mzspec:MSV000082953:P4_D5:scan:1522	0.88	7	NoID
-0.04	mzspec:MSV000085713:carboxylic_1016_col1_02232016:scan:7212	0.88	7	NoID
0.0	mzspec:MSV000089483:S3_FF_A_GB3_01_63671:scan:773	0.88	7	NoID
-0.0	mzspec:MSV000087087:4053746531:scan:1036	0.88	7	NoID
0.0	mzspec:MSV000080167:P6E09:scan:1242	0.88	7	NoID
0.0	mzspec:MSV000080167:P2D03:scan:1218	0.88	7	NoID
-0.04	mzspec:MSV000085713:hydroxyl_1010_col1_02232016:scan:6272	0.88	7	NoID
