file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G74072_1x_10ul_RC8_01_19808	-0.0	mzspec:MSV000084900:G74072_1x_10ul_RC8_01_19808:scan:59	1	0.83	6	MSV000084900	NoID	MSV000084900	G74072_1x_10ul_RC8_01_19808.mzXML	olive
mzspec:MSV000084900:G75748_1x_10ul_RD2_01_19813	0.0	mzspec:MSV000084900:G75748_1x_10ul_RD2_01_19813:scan:123	1	0.83	5	MSV000084900	NoID	MSV000084900	G75748_1x_10ul_RD2_01_19813.mzXML	cream_cow
mzspec:MSV000084900:G74054_1x_10ul_RB10_01_19794	-0.0	mzspec:MSV000084900:G74054_1x_10ul_RB10_01_19794:scan:58	1	0.82	6	MSV000084900	NoID	MSV000084900	G74054_1x_10ul_RB10_01_19794.mzXML	sesame oil
mzspec:MSV000084900:G74075_1x_10ul_RF10_01_19867	-0.0	mzspec:MSV000084900:G74075_1x_10ul_RF10_01_19867:scan:57	1	0.81	6	MSV000084900	NoID	MSV000084900	G74075_1x_10ul_RF10_01_19867.mzXML	sesame seed
mzspec:MSV000084900:G74117_1x_10ul_RB8_01_19791	0.0	mzspec:MSV000084900:G74117_1x_10ul_RB8_01_19791:scan:141	1	0.81	5	MSV000084900	NoID	MSV000084900	G74117_1x_10ul_RB8_01_19791.mzXML	complex
mzspec:MSV000084900:G75751_1x_10ul_RH2_01_19910	-0.0	mzspec:MSV000084900:G75751_1x_10ul_RH2_01_19910:scan:124	1	0.81	5	MSV000084900	NoID	MSV000084900	G75751_1x_10ul_RH2_01_19910.mzXML	milk_cow
mzspec:MSV000084900:G79494_1x_10ul_RF8_01_19883	-0.0	mzspec:MSV000084900:G79494_1x_10ul_RF8_01_19883:scan:128	1	0.8	6	MSV000084900	NoID	MSV000084900	G79494_1x_10ul_RF8_01_19883.mzXML	complex
mzspec:MSV000084900:G74073_1x_10ul_RA6_01_19774	-0.0	mzspec:MSV000084900:G74073_1x_10ul_RA6_01_19774:scan:56	1	0.8	6	MSV000084900	NoID	MSV000084900	G74073_1x_10ul_RA6_01_19774.mzXML	canola oil
mzspec:MSV000084900:G75762_1x_10ul_RF9_01_19888	-0.0	mzspec:MSV000084900:G75762_1x_10ul_RF9_01_19888:scan:134	1	0.8	6	MSV000084900	NoID	MSV000084900	G75762_1x_10ul_RF9_01_19888.mzXML	plant
mzspec:MSV000084900:G74056_1x_10ul_RF6_01_19863	-0.0	mzspec:MSV000084900:G74056_1x_10ul_RF6_01_19863:scan:129	1	0.79	5	MSV000084900	NoID	MSV000084900	G74056_1x_10ul_RF6_01_19863.mzXML	cream_cow
mzspec:MSV000084900:G74118_1x_10ul_RE7_01_19835	0.0	mzspec:MSV000084900:G74118_1x_10ul_RE7_01_19835:scan:57	1	0.75	5	MSV000084900	NoID	MSV000084900	G74118_1x_10ul_RE7_01_19835.mzXML	mint
mzspec:MSV000084900:G86978_1x_RH3_01_26469	-0.0	mzspec:MSV000084900:G86978_1x_RH3_01_26469:scan:122	1	0.74	5	MSV000084900	NoID	MSV000084900	G86978_1x_RH3_01_26469.mzXML	plant
mzspec:MSV000084900:G87505_1x_RH2_01_26468	-0.0	mzspec:MSV000084900:G87505_1x_RH2_01_26468:scan:130	1	0.74	5	MSV000084900	NoID	MSV000084900	G87505_1x_RH2_01_26468.mzXML	complex
mzspec:MSV000084900:G79495_1x_10ul_RA4_01_19772	0.0	mzspec:MSV000084900:G79495_1x_10ul_RA4_01_19772:scan:130	1	0.73	5	MSV000084900	NoID	MSV000084900	G79495_1x_10ul_RA4_01_19772.mzXML	complex
mzspec:MSV000084900:G75860_1x_RH7_01_26475	0.0	mzspec:MSV000084900:G75860_1x_RH7_01_26475:scan:117	1	0.72	5	MSV000084900	NoID	MSV000084900	G75860_1x_RH7_01_26475.mzXML	tea
mzspec:MSV000084900:G96387_RB4_01_31757	0.0	mzspec:MSV000084900:G96387_RB4_01_31757:scan:111	1	0.71	5	MSV000084900	NoID	MSV000084900	G96387_RB4_01_31757.mzXML	milk_cow
mzspec:MSV000084900:G86973_1x_RH4_01_26470	-0.0	mzspec:MSV000084900:G86973_1x_RH4_01_26470:scan:129	1	0.71	5	MSV000084900	NoID	MSV000084900	G86973_1x_RH4_01_26470.mzXML	plant
