Delta Mass	USI	Cosine	Matching Peaks	Status
0.0	mzspec:MSV000089558:QC_Mix_02:scan:2745	1.0	8	NoID
0.0	mzspec:MSV000089558:Mom_C10-B14:scan:2611	0.99	8	NoID
0.0	mzspec:MSV000088640:6035039:scan:2836	0.97	8	NoID
0.0	mzspec:MSV000089558:ME_C1-B2:scan:2754	0.97	8	NoID
-0.0	mzspec:MSV000088645:4057042256:scan:2778	0.97	8	NoID
0.0	mzspec:MSV000088640:6035115:scan:2880	0.97	8	NoID
0.0	mzspec:MSV000088640:6034736:scan:2835	0.96	8	NoID
0.0	mzspec:MSV000088645:Blank_B1_P06:scan:2688	0.96	8	NoID
-0.0	mzspec:MSV000088645:4057053945:scan:2745	0.96	8	NoID
-0.0	mzspec:MSV000088645:4057175507:scan:2707	0.96	8	NoID
0.0	mzspec:MSV000089558:Blank_Solvent_3:scan:2728	0.95	8	NoID
0.0	mzspec:MSV000088640:6035150:scan:2827	0.95	8	NoID
0.0	mzspec:MSV000089558:ME_C6-E17:scan:2868	0.95	8	NoID
0.0	mzspec:MSV000089558:ME_C8-B1:scan:2843	0.95	7	NoID
0.0	mzspec:MSV000089313:Blank_02_no_inj:scan:2817	0.94	8	NoID
0.0	mzspec:MSV000089558:MEI_C10-B14:scan:2725	0.94	8	NoID
0.0	mzspec:MSV000088640:6034883:scan:2942	0.94	8	NoID
0.0	mzspec:MSV000088645:4057175696:scan:2699	0.94	8	NoID
-0.0	mzspec:MSV000088645:4057050588:scan:2785	0.94	8	NoID
-0.0	mzspec:MSV000088645:4057041060:scan:2770	0.94	8	NoID
0.0	mzspec:MSV000080182:14-lungs:scan:2720	0.94	7	NoID
0.0	mzspec:MSV000080182:34-lungs:scan:2505	0.94	7	NoID
0.0	mzspec:MSV000080182:29-lungs:scan:2632	0.94	7	NoID
0.0	mzspec:MSV000088645:4057171296:scan:2734	0.93	8	NoID
0.0	mzspec:MSV000088640:Blank_05_P02_no_inj:scan:2697	0.93	8	NoID
-0.0	mzspec:MSV000088645:4057054412:scan:2735	0.93	8	NoID
-0.0	mzspec:MSV000088645:4057045797:scan:2806	0.93	8	NoID
0.0	mzspec:MSV000088640:6035123:scan:2804	0.93	8	NoID
-0.0	mzspec:MSV000088645:4057176495:scan:2696	0.93	8	NoID
0.0	mzspec:MSV000080181:45-mLNs:scan:2586	0.93	7	NoID
0.0	mzspec:MSV000089558:ME_C9_B14:scan:2675	0.93	7	NoID
0.0	mzspec:MSV000080181:46-mLNs:scan:2610	0.93	7	NoID
-0.0	mzspec:MSV000088645:4056889251:scan:2839	0.93	7	NoID
0.0	mzspec:MSV000086270:ADNI_Go2_P03_E10:scan:2630	0.92	8	NoID
0.0	mzspec:MSV000088640:6034956:scan:2871	0.92	8	NoID
0.0	mzspec:MSV000089558:ME_C4-B2:scan:2675	0.92	8	NoID
0.0	mzspec:MSV000088640:6035050:scan:2828	0.92	8	NoID
0.0	mzspec:MSV000086270:ADNI_Go2_P02_H10:scan:2563	0.92	8	NoID
0.0	mzspec:MSV000080181:38-mLNs:scan:2682	0.92	8	NoID
-0.0	mzspec:MSV000088645:4057050552:scan:2784	0.92	8	NoID
-0.0	mzspec:MSV000088645:Blank_H1_P05:scan:2665	0.92	8	NoID
0.0	mzspec:MSV000088640:6035105:scan:2812	0.92	8	NoID
0.0	mzspec:MSV000088645:4050194893:scan:2703	0.92	8	NoID
0.0	mzspec:MSV000088645:4057043777:scan:2676	0.92	8	NoID
-0.0	mzspec:MSV000088645:4057172087:scan:2697	0.92	7	NoID
