file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G72471_1x_BD6_01_17298	0.0	mzspec:MSV000084900:G72471_1x_BD6_01_17298:scan:438	1	0.83	8	MSV000084900	NoID	MSV000084900	G72471_1x_BD6_01_17298.mzXML	english pea
mzspec:MSV000084900:G73977_2x_rerun_RG7_01_19441	0.0	mzspec:MSV000084900:G73977_2x_rerun_RG7_01_19441:scan:365	1	0.83	7	MSV000084900	NoID	MSV000084900	G73977_2x_rerun_RG7_01_19441.mzXML	complex
mzspec:MSV000084900:G74087_1x_10ul_RH8_01_19919	0.0	mzspec:MSV000084900:G74087_1x_10ul_RH8_01_19919:scan:347	1	0.82	7	MSV000084900	NoID	MSV000084900	G74087_1x_10ul_RH8_01_19919.mzXML	lemon
mzspec:MSV000084900:72442_1x_BD9_01_17436	-0.0	mzspec:MSV000084900:72442_1x_BD9_01_17436:scan:425	1	0.81	7	MSV000084900	NoID	MSV000084900	72442_1x_BD9_01_17436.mzXML	complex
mzspec:MSV000084900:G72468_p1_c8_GC8_01_21933	0.0	mzspec:MSV000084900:G72468_p1_c8_GC8_01_21933:scan:339	1	0.81	6	MSV000084900	NoID	MSV000084900	G72468_p1_c8_GC8_01_21933.mzXML	complex
mzspec:MSV000084900:G86800_1x_RH8_01_23399	-0.0	mzspec:MSV000084900:G86800_1x_RH8_01_23399:scan:441	1	0.8	7	MSV000084900	NoID	MSV000084900	G86800_1x_RH8_01_23399.mzXML	garbanzo bean
mzspec:MSV000084900:G75766_1x_10ul_rerun_RF1_01_19930	-0.0	mzspec:MSV000084900:G75766_1x_10ul_rerun_RF1_01_19930:scan:359	1	0.8	7	MSV000084900	NoID	MSV000084900	G75766_1x_10ul_rerun_RF1_01_19930.mzXML	chocolate milk
mzspec:MSV000084900:G78865_5x_rerun_BF12_01_20100	0.0	mzspec:MSV000084900:G78865_5x_rerun_BF12_01_20100:scan:531	1	0.8	6	MSV000084900	NoID	MSV000084900	G78865_5x_rerun_BF12_01_20100.mzXML	grain/grass
mzspec:MSV000084900:72443_1x_BE8_01_17448	0.0	mzspec:MSV000084900:72443_1x_BE8_01_17448:scan:533	1	0.79	6	MSV000084900	NoID	MSV000084900	72443_1x_BE8_01_17448.mzXML	complex
mzspec:MSV000084900:G78986_RB2_01_17537	0.0	mzspec:MSV000084900:G78986_RB2_01_17537:scan:402	1	0.79	6	MSV000084900	NoID	MSV000084900	G78986_RB2_01_17537.mzXML	garbanzo bean
