Delta Mass	USI	Cosine	Matching Peaks	Status
0.0	mzspec:MSV000088842:29E:scan:2538	1.0	10	NoID
0.0	mzspec:MSV000088842:30D:scan:2604	1.0	10	NoID
0.0	mzspec:MSV000088842:30C:scan:2585	1.0	10	NoID
0.01	mzspec:MSV000082629:16NAVY15_V1_20161113:scan:3029	0.99	10	NoID
0.0	mzspec:MSV000088842:25E:scan:2551	0.99	10	NoID
0.01	mzspec:MSV000088842:22B:scan:2560	0.99	10	NoID
0.01	mzspec:MSV000082629:16NAVY04_V1_20161130:scan:3028	0.99	10	NoID
0.01	mzspec:MSV000088842:25D:scan:2551	0.98	10	NoID
0.0	mzspec:MSV000088842:22A:scan:2560	0.98	10	NoID
0.01	mzspec:MSV000088842:34B:scan:2567	0.98	10	NoID
0.0	mzspec:MSV000088842:5E:scan:2515	0.98	10	NoID
0.01	mzspec:MSV000083559:11713.18.S.18F:scan:2346	0.97	10	NoID
0.01	mzspec:MSV000088842:7E:scan:2492	0.97	10	NoID
0.0	mzspec:MSV000088842:7B:scan:2507	0.97	9	NoID
0.01	mzspec:MSV000083077:PHT_20_127_Cort_1200:scan:3102	0.97	9	NoID
0.0	mzspec:MSV000083559:11713.18.F.18D:scan:2413	0.96	10	NoID
0.01	mzspec:MSV000080905:P2_EMP_26:scan:2167	0.96	10	NoID
0.01	mzspec:MSV000083791:CCA_80_db:scan:3100	0.96	10	NoID
0.01	mzspec:MSV000081952:PHT_20_043_Cort_1200:scan:3032	0.96	9	NoID
0.01	mzspec:MSV000082629:15NAVY02_V1_20161122:scan:3024	0.96	9	NoID
0.01	mzspec:MSV000083077:PHT_20_130_Cort_1000:scan:3142	0.96	9	NoID
0.01	mzspec:MSV000083077:PHT_20_043_Cort_1200:scan:3032	0.96	9	NoID
0.01	mzspec:MSV000082629:18NAVY32_V2_20180415:scan:3095	0.96	9	NoID
0.01	mzspec:MSV000082629:17NAVY18_V1_20170210:scan:3073	0.96	9	NoID
0.01	mzspec:MSV000082629:18NAVY27_V1_20180121:scan:3103	0.95	10	NoID
0.01	mzspec:MSV000082629:16NAVY11_V2_20160712:scan:3193	0.95	10	NoID
0.0	mzspec:MSV000088842:29D:scan:2549	0.95	9	NoID
0.01	mzspec:MSV000082629:18NAVY28_V1_20180325:scan:3071	0.95	9	NoID
0.0	mzspec:MSV000088040:Bacteroides_thetatiotaomicron_ATCC29741_SI-3:scan:2385	0.95	9	NoID
0.01	mzspec:MSV000088842:34D:scan:2569	0.94	10	NoID
0.0	mzspec:MSV000088842:7D:scan:2515	0.94	9	NoID
0.0	mzspec:MSV000088842:30A:scan:2597	0.94	9	NoID
0.01	mzspec:MSV000082629:16NAVY11_V2_20160714:scan:2976	0.94	9	NoID
0.01	mzspec:MSV000083077:PHT_20_130_Cort_1900:scan:3150	0.94	9	NoID
0.0	mzspec:MSV000088646:263311_BL:scan:2386	0.94	9	NoID
0.01	mzspec:MSV000082629:15NAVY02_V1_20151121:scan:3012	0.94	8	NoID
0.01	mzspec:MSV000083077:PHT_20_129_Cort_1000:scan:3130	0.93	10	NoID
0.01	mzspec:MSV000083077:PHT_20_043_Cort_1000:scan:3058	0.93	9	NoID
0.01	mzspec:MSV000083077:PHT_20_109_Cort_1000:scan:3183	0.93	9	NoID
0.01	mzspec:MSV000083077:PHT_20_127_Cort_1000:scan:3151	0.93	9	NoID
0.01	mzspec:MSV000081952:PHT_20_043_Cort_1000:scan:3058	0.93	9	NoID
0.0	mzspec:MSV000082629:18NAVY30_V2_20180218:scan:3017	0.93	9	NoID
0.0	mzspec:MSV000085944:skin_10_120_OF:scan:2500	0.93	8	NoID
0.01	mzspec:MSV000082629:16NAVY06_V2_20160225:scan:3059	0.93	8	NoID
0.01	mzspec:MSV000088842:25B:scan:2554	0.92	9	NoID
0.01	mzspec:MSV000088842:30B:scan:2603	0.92	9	NoID
0.01	mzspec:MSV000083077:PHT_20_128_Cort_1600:scan:3111	0.92	9	NoID
-0.0	mzspec:MSV000085944:skin_10_30_OF:scan:2492	0.92	9	NoID
0.01	mzspec:MSV000080627:ONR_Stool_20:scan:2461	0.92	9	NoID
0.0	mzspec:MSV000088040:Bacteroides_thetatiotaomicron_ATCC29741_SI-1:scan:2379	0.92	9	NoID
0.0	mzspec:MSV000088646:239177_Y3:scan:2419	0.92	9	NoID
0.01	mzspec:MSV000088842:22D:scan:2559	0.91	9	NoID
0.0	mzspec:MSV000088040:Bacteroides_thetatiotaomicron_ATCC29741_SI-2:scan:2377	0.91	9	NoID
0.0	mzspec:MSV000088842:22E:scan:2545	0.91	9	NoID
0.0	mzspec:MSV000088842:29B:scan:2556	0.91	9	NoID
0.01	mzspec:MSV000080627:ONR_Stool_35:scan:2453	0.91	9	NoID
0.01	mzspec:MSV000083077:PHT_20_130_Cort_Waking:scan:3131	0.91	9	NoID
0.01	mzspec:MSV000082629:16NAVY11_V1_20160623:scan:3017	0.91	8	NoID
0.0	mzspec:MSV000080627:ONR_Stool_6:scan:2421	0.9	9	NoID
0.0	mzspec:MSV000088842:1A:scan:2537	0.9	9	NoID
