USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010005981	CCMSLIB00010005981	1.0	10	Suspect related to p-tert-Octylphenol decaglycol ether (predicted molecular formula: unknown) with delta m/z 17.027 (putative explanation: replacement of proton with ammonium ion; atomic difference: 3H,1N)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010006136	CCMSLIB00010006136	1.0	10	Suspect related to p-tert-Octylphenol pentaglycol ether (predicted molecular formula: unknown) with delta m/z 237.158 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010006029	CCMSLIB00010006029	0.99	9	Suspect related to p-tert-Octylphenol heptaglycol ether (predicted molecular formula: unknown) with delta m/z 149.105 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010006049	CCMSLIB00010006049	0.99	9	Suspect related to p-tert-Octylphenol hexaglycol ether (predicted molecular formula: unknown) with delta m/z 193.132 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010006073	CCMSLIB00010006073	0.99	9	Suspect related to p-tert-Octylphenol nonaglycol ether (predicted molecular formula: unknown) with delta m/z 61.053 (putative explanation: unspecified|unspecified; atomic difference: 2C,7H,1N,1O|5H,4N)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010006106	CCMSLIB00010006106	0.99	9	Suspect related to p-tert-Octylphenol octaglycol ether (predicted molecular formula: unknown) with delta m/z 105.079 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010000243	CCMSLIB00010000243	0.92	9	Suspect related to Spectral Match to p-tert-Octylphenol decaglycol ether from NIST14 (predicted molecular formula: unknown) with delta m/z 17.027 (putative explanation: replacement of proton with ammonium ion; atomic difference: 3H,1N)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010000261	CCMSLIB00010000261	0.9	9	Suspect related to Spectral Match to p-tert-Octylphenol heptaglycol ether from NIST14 (predicted molecular formula: unknown) with delta m/z 149.105 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010000276	CCMSLIB00010000276	0.89	9	Suspect related to Spectral Match to p-tert-Octylphenol hexaglycol ether from NIST14 (predicted molecular formula: unknown) with delta m/z 193.132 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010000289	CCMSLIB00010000289	0.89	9	Suspect related to Spectral Match to p-tert-Octylphenol nonaglycol ether from NIST14 (predicted molecular formula: unknown) with delta m/z 61.053 (putative explanation: unspecified|unspecified; atomic difference: 2C,7H,1N,1O|5H,4N)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010006184	CCMSLIB00010006184	0.89	9	Suspect related to p-tert-Octylphenol undecaglycol ether (predicted molecular formula: unknown) with delta m/z -27.0 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
