USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009991275	CCMSLIB00009991275	0.95	11	Suspect related to Spectral Match to Cholestan-3-one, (5.alpha.)- from NIST14 (predicted molecular formula: unknown) with delta m/z 28.04 (putative explanation: Gln->Arg substitution; atomic difference: 1C,4H,2N,-1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009937342	CCMSLIB00009937342	0.93	12	Suspect related to 3.beta.-Hydroxy-5-cholestenoic acid (predicted molecular formula: C29H50O) with delta m/z -1.942 (putative explanation: Asp->Leu/Ile substitution; atomic difference: 2C,6H,-2O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009938696	CCMSLIB00009938696	0.93	12	Suspect related to 5.alpha.-Cholest-7-en-3.beta.-ol (predicted molecular formula: C29H50O) with delta m/z 28.031 (putative explanation: Acetaldehyde +28|Ala->Val substitution|Cys->Met substitution|Ethylation|di-Methylation; atomic difference: 2C,4H|2C,4H|2C,4H|2C,4H|2C,4H)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009991317	CCMSLIB00009991317	0.93	12	Suspect related to Spectral Match to Cholesterol from NIST14 (predicted molecular formula: C29H50O) with delta m/z 28.031 (putative explanation: Acetaldehyde +28|Ala->Val substitution|Cys->Met substitution|Ethylation|di-Methylation; atomic difference: 2C,4H|2C,4H|2C,4H|2C,4H|2C,4H)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009954289	CCMSLIB00009954289	0.91	11	Suspect related to Massbank:FFF00161 Campesterol (predicted molecular formula: unknown) with delta m/z 13.979 (putative explanation: Thr->Asp substitution|Tryptophan oxidation to oxolactone|aldehyde and ketone modifications|hydroxylation difference carboxylation|proline oxidation to pyroglutamic acid|Oxidation, epoxidation; atomic difference: -2H,1O|-2H,1O|-2H,1O|-2H,1O|-2H,1O|1O,-2H)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009935879	CCMSLIB00009935879	0.91	11	Suspect related to 25(S)-26-Hydroxycholesterol (predicted molecular formula: unknown) with delta m/z 140.157 (putative explanation: unspecified; atomic difference: unspecified)	[M-C8H18O2+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009991276	CCMSLIB00009991276	0.88	9	Suspect related to Spectral Match to Cholestan-3-one, (5.alpha.)- from NIST14 (predicted molecular formula: unknown) with delta m/z 28.055 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009989037	CCMSLIB00009989037	0.87	10	Suspect related to Spectral Match to 3.beta.-Hydroxy-5-cholenoic acid from NIST14 (predicted molecular formula: C29H50O) with delta m/z 40.104 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009999760	CCMSLIB00009999760	0.87	11	Suspect related to Spectral Match to Zymosterol from NIST14 (predicted molecular formula: C29H50O) with delta m/z 30.047 (putative explanation: unspecified; atomic difference: 2C,6H)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009935912	CCMSLIB00009935912	0.86	9	Suspect related to 25-Hydroxycholesterol (predicted molecular formula: C29H52O2) with delta m/z 30.047 (putative explanation: unspecified; atomic difference: 2C,6H)	[M-2H2O+H]+	1
