file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G75765_1x_RH7_01_18599	-0.04	mzspec:MSV000084900:G75765_1x_RH7_01_18599:scan:1144	1	0.79	5	MSV000084900	NoID	MSV000084900	G75765_1x_RH7_01_18599.mzXML	beer
mzspec:MSV000084900:G79242_5x_BF11_01_20030	-0.04	mzspec:MSV000084900:G79242_5x_BF11_01_20030:scan:1103	1	0.77	5	MSV000084900	NoID	MSV000084900	G79242_5x_BF11_01_20030.mzXML	grain/grass
mzspec:MSV000084900:G87323_RB5_01_26085	-0.03	mzspec:MSV000084900:G87323_RB5_01_26085:scan:1134	1	0.75	5	MSV000084900	NoID	MSV000084900	G87323_RB5_01_26085.mzXML	walnut
mzspec:MSV000084900:G79273_5x_rerun_BH2_01_20110	-0.04	mzspec:MSV000084900:G79273_5x_rerun_BH2_01_20110:scan:1132	1	0.75	5	MSV000084900	NoID	MSV000084900	G79273_5x_rerun_BH2_01_20110.mzXML	quinoa
mzspec:MSV000084900:G86894_1x_BA11_01_23126	-0.04	mzspec:MSV000084900:G86894_1x_BA11_01_23126:scan:1140	1	0.75	5	MSV000084900	NoID	MSV000084900	G86894_1x_BA11_01_23126.mzXML	plant
mzspec:MSV000084900:G74030_BC5_01_18942	-0.04	mzspec:MSV000084900:G74030_BC5_01_18942:scan:1128	1	0.75	5	MSV000084900	NoID	MSV000084900	G74030_BC5_01_18942.mzXML	complex
mzspec:MSV000084900:G74052_1x_10ul_RC12_01_19810	-0.04	mzspec:MSV000084900:G74052_1x_10ul_RC12_01_19810:scan:1141	1	0.74	5	MSV000084900	NoID	MSV000084900	G74052_1x_10ul_RC12_01_19810.mzXML	carrot
mzspec:MSV000084900:G72734_10x_BG11_01_17927	-0.04	mzspec:MSV000084900:G72734_10x_BG11_01_17927:scan:1143	1	0.74	5	MSV000084900	NoID	MSV000084900	G72734_10x_BG11_01_17927.mzXML	complex
mzspec:MSV000084900:G78884_chia_seed_BG1_01_20553	-0.04	mzspec:MSV000084900:G78884_chia_seed_BG1_01_20553:scan:1123	1	0.74	5	MSV000084900	NoID	MSV000084900	G78884_chia_seed_BG1_01_20553.mzXML	chia
mzspec:MSV000084900:G79356_5x_RB2_01_21415	-0.04	mzspec:MSV000084900:G79356_5x_RB2_01_21415:scan:1135	1	0.73	5	MSV000084900	NoID	MSV000084900	G79356_5x_RB2_01_21415.mzXML	grain/grass
mzspec:MSV000084900:G75576_1x_RF8_01_18875	-0.04	mzspec:MSV000084900:G75576_1x_RF8_01_18875:scan:1145	1	0.73	5	MSV000084900	NoID	MSV000084900	G75576_1x_RF8_01_18875.mzXML	cabbage
mzspec:MSV000084900:G79230_1x_RG9_01_18890	-0.04	mzspec:MSV000084900:G79230_1x_RG9_01_18890:scan:1141	1	0.73	5	MSV000084900	NoID	MSV000084900	G79230_1x_RG9_01_18890.mzXML	carrot
mzspec:MSV000084900:G79247_2x_rerun_RE6_01_19198	-0.04	mzspec:MSV000084900:G79247_2x_rerun_RE6_01_19198:scan:1146	1	0.73	5	MSV000084900	NoID	MSV000084900	G79247_2x_rerun_RE6_01_19198.mzXML	animal
mzspec:MSV000084900:CW_42.S_G2.T2_BC7_01_13116	0.0	mzspec:MSV000084900:CW_42.S_G2.T2_BC7_01_13116:scan:711	1	0.73	5	MSV000084900	NoID	MSV000084900	CW_42.S_G2.T2_BC7_01_13116.mzXML	apple_cider
mzspec:MSV000084900:16NAVY05_v1_sup_1_GF2_01_39577	-0.04	mzspec:MSV000084900:16NAVY05_v1_sup_1_GF2_01_39577:scan:1168	1	0.72	5	MSV000084900	NoID	MSV000084900	16NAVY05_v1_sup_1_GF2_01_39577.mzXML	plant
mzspec:MSV000084900:G72818_10x_BC2_01_17900	-0.04	mzspec:MSV000084900:G72818_10x_BC2_01_17900:scan:1144	1	0.72	5	MSV000084900	NoID	MSV000084900	G72818_10x_BC2_01_17900.mzXML	grain/grass
mzspec:MSV000084900:G74019_5x_RB3_01_19487	-0.04	mzspec:MSV000084900:G74019_5x_RB3_01_19487:scan:1134	1	0.72	5	MSV000084900	NoID	MSV000084900	G74019_5x_RB3_01_19487.mzXML	plant
